CUST_ID,DIVIDED_SET,SIU_CUST_YN,TOTALPREM,MINCRDT,JPBASE_HSHD_INCM
15073,1,N,,5,10817
15076,1,N,7526000,6,4915
15077,1,N,34913447,8,6775
15078,1,N,5535121,6,2893
15079,1,N,13468576,6,8068
15080,1,N,16037500,2,4627
15081,1,N,19273912,6,7342
15082,1,N,29127332,7,4486
15083,1,N,81191789,6,5568
15084,1,N,21211886,,3046
15085,1,N,40792151,3,4133
15087,1,N,21734506,6,6417
15088,1,N,13956750,,5169
15090,1,N,2963388,,
15092,1,N,5872253,6,0
15093,1,N,5519377,10,8545
15094,1,N,21247250,,3190
15095,1,N,28221678,6,4122
15097,1,Y,2273605,7,3277
15100,1,N,12131076,,3294
15102,1,Y,46842323,,3938
15103,1,N,3213480,6,5830
15104,1,N,19241237,,3715
15106,1,N,10513100,,3552
15107,1,Y,25178406,,5216
15108,1,N,4812524,6,3491
15112,1,N,2649885,,3147
15113,1,N,41935310,4,4644
15118,1,N,39133330,6,
15120,1,N,15806580,7,3331
15123,1,N,3514622,6,4555
15124,1,N,23388550,6,3632
15125,1,N,5001329,7,4860
15126,1,N,34404915,,3588
15127,1,N,4751284,7,2612
15128,1,N,961850,,4896
15132,1,N,12691651,,3910
15136,1,Y,3929920,6,3169
15138,1,N,17612220,6,8332
15140,1,N,4609828,6,3447
15141,1,N,28409727,,3734
15142,1,Y,17707866,5,3067
15143,1,N,1340780,5,5159
15145,1,N,2580000,,3475
15147,1,N,23246356,6,4903
15148,1,N,20005998,6,2936
15149,1,N,26444979,,2745
15150,1,N,38831815,7,3347
15151,1,N,27339012,8,3858
15152,1,N,5000000,,2682
15153,1,N,7647270,,9504
15154,2,,18035108,7,10336
15155,2,,5309877,,8848
15156,1,Y,1254557,8,4725
15157,1,N,113173100,5,10945
15158,1,N,13060432,3,4194
15162,1,N,5073126,,4645
15167,1,N,143992637,6,4265
15169,2,,27755736,6,4225
15170,1,N,42308294,1,4910
15171,1,N,83524635,3,8940
15172,1,N,20663574,,2865
15174,2,,11508118,10,7243
15175,1,N,24436365,6,4105
15177,1,N,18819453,,3881
15178,1,N,18126936,,6619
15181,1,N,1926430,6,5104
15182,1,N,15708692,6,4203
15184,1,N,8094876,6,2271
15186,1,Y,24151065,,7234
15187,1,N,4133237,6,3847
15189,1,N,5218406,,4527
15190,1,N,15831494,6,3984
15192,1,N,50737456,6,5964
15194,1,N,56400439,,5307
15197,1,N,1363320,,2828
15198,1,N,9726640,7,6148
15201,1,N,65897290,2,4104
15203,1,N,50083967,6,8510
15205,1,N,18441610,,7069
15206,1,N,4972152,6,3502
15207,1,N,31565846,2,4101
15208,1,N,3859552,6,
15209,1,N,30273000,,4501
15210,1,N,12511130,,5637
15211,1,N,3433500,7,3490
15212,1,N,24906377,,4278
15215,1,Y,2528022,10,3059
15219,1,Y,4271760,,4035
15221,1,N,2782462,6,2736
15222,1,N,21156000,7,5121
15223,1,N,2449850,,8150
15224,1,N,8307600,6,1690
15226,1,N,20004364,1,4645
15228,2,,9311588,,4103
15230,1,N,5208000,,4937
15235,1,N,16941321,6,6795
15236,2,,9595300,,2965
15237,1,N,11685951,6,3164
15241,1,N,5424000,,4249
15246,1,Y,2898960,,4039
15247,1,N,45035697,6,3244
15248,1,N,75651476,6,3332
15249,1,N,499000,5,7124
15251,1,N,35269077,1,3718
15256,1,N,7346950,,5277
15257,1,N,1353355,,7177
15258,1,N,26914270,6,4217
15259,1,N,3315600,,3342
15260,1,N,25959625,,3456
15261,2,,16379348,6,5290
15262,1,N,20367264,6,3348
15263,1,N,33041706,6,8187
15264,1,N,41499552,6,5133
15265,1,N,17061116,5,0
15266,1,N,52890950,4,6682
15267,1,N,13023914,6,3437
15268,1,N,3196488,,4426
15270,1,Y,21603268,6,4429
15272,1,N,39019083,6,9897
15273,1,N,6900000,,4620
15275,1,N,34298502,3,4453
15278,1,N,3202100,7,3598
15279,1,N,5394960,,3602
15280,1,N,12895624,2,5244
15281,1,N,11575670,6,3709
15282,1,N,31793461,1,7893
15283,1,Y,6646560,,6361
15284,1,N,41155867,5,11068
15285,1,N,,,0
15286,1,N,16590826,6,7152
15287,1,N,21327624,6,8369
15289,1,N,6036000,,0
15290,1,N,2268081,8,6225
15291,1,N,11362224,,11988
15292,2,,4301809,,0
15293,1,N,23814783,,8806
15294,1,N,8602494,6,2879
15295,1,N,8198286,8,3550
15296,1,N,14209092,,3320
15299,1,N,17853220,,5477
15300,1,Y,32806850,,3371
15304,1,N,2096460,,3329
15305,1,N,1804049,8,4652
15308,1,N,7048080,,
15311,1,N,8722934,6,3918
15312,1,N,40729169,6,3752
15313,1,N,11007282,6,5691
15319,1,N,56614829,4,9084
15321,1,N,20624049,,6304
15323,1,N,53471260,6,12204
15324,1,Y,7610995,,7038
15325,1,N,159029894,6,4663
15326,1,N,68484110,3,4769
15327,1,N,9040061,,4156
15329,2,,4843600,,3936
15330,2,,3552000,,0
15331,2,,1179191,,4438
15332,1,N,34173454,5,8756
15334,1,Y,61923847,6,10204
15337,1,N,3094432,,2719
15338,1,N,5116800,6,3981
15340,1,N,9355328,6,3074
15342,1,N,2351250,6,4164
15343,1,N,6938200,,6293
15345,1,N,10852405,,
15347,1,N,17295196,6,3186
15348,1,N,18944494,8,7024
15352,1,N,3135000,,10636
15354,1,N,29572825,,3446
15355,1,N,108144330,6,11020
15356,1,N,22507072,1,3846
15357,1,N,9904056,,3828
15358,1,N,3192800,,3300
15359,1,N,2839200,7,6132
15362,1,N,20148231,,3903
15364,2,,20383999,5,3359
15365,1,N,2344128,,4348
15367,1,Y,656500,6,2614
15369,1,N,29081688,6,3327
15370,1,N,20376749,,4602
15371,1,N,4983358,,3717
15372,1,N,6374580,6,4295
15376,1,N,25923920,,8695
15377,1,Y,6109200,7,4821
15379,1,N,,,0
15381,1,N,11424642,6,4357
15382,2,,11426582,6,7657
15383,1,N,5929877,,3233
15384,1,Y,5186700,,4642
15386,1,N,4080000,8,3548
15387,1,N,4437000,2,0
15388,1,N,1429780,6,0
15389,1,N,1677206,,3943
15390,2,,15765036,3,9086
15391,1,N,4065920,,7200
15392,1,N,4853050,6,3604
15393,1,N,19794581,,3669
15394,1,N,5460532,5,2849
15395,1,N,15954785,,0
15398,1,N,8319434,6,2910
15399,1,N,10897564,2,4447
15401,1,Y,2944900,6,4539
15402,1,N,26138090,3,2643
15403,1,Y,6955200,,6700
15404,1,N,77381302,7,10884
15406,1,N,11893777,,3816
15409,1,N,19499962,6,3087
15410,1,N,61513712,6,10706
15411,1,N,9522376,,4204
15412,2,,16420718,6,5168
15413,1,Y,,,0
15415,1,N,8615576,,0
15417,1,N,10789287,,4179
15418,1,N,12315618,7,5053
15419,1,N,10253062,,3965
15420,1,N,98249571,2,10993
15421,1,N,18257012,1,6504
15423,1,Y,3005760,5,3427
15424,1,N,4482696,5,3612
15425,1,N,2766281,6,7012
15426,1,Y,16842632,5,3132
15427,1,N,10903627,6,3699
15428,1,Y,,,4315
15431,1,N,8771424,0,3261
15434,1,N,55663874,3,9118
15438,1,Y,4619498,,2130
15440,1,N,6741363,6,3423
15441,1,Y,1446984,,4128
15443,1,N,14341264,6,3120
15444,1,N,23523231,6,3981
15445,1,N,12036522,6,9016
15446,1,N,16035215,,4019
15448,1,N,29148508,6,3219
15453,1,Y,3702816,5,7117
15455,2,,4434954,6,5952
15456,1,N,3033876,8,4571
15457,1,N,9601067,6,4824
15458,1,Y,477576,5,6546
15459,1,N,9514595,10,8476
15461,1,N,31670624,,2598
15466,1,N,7169278,6,3465
15468,1,N,702456,4,9256
15469,1,N,17609379,4,4654
15471,1,N,1519311,6,5393
15473,1,N,10060636,6,4306
15475,2,,13828107,6,8748
15479,1,N,11839529,6,8930
15481,1,N,,7,7440
15484,1,N,12382414,6,3784
15486,1,N,7063020,6,0
15488,1,N,,6,2857
15489,1,N,22118544,3,3328
15492,1,N,31117628,6,3168
15502,1,N,28216131,6,3357
15503,2,,3263408,6,6080
15504,1,N,11652943,8,5372
15509,1,Y,5008922,6,5729
15513,1,N,205139457,6,6886
15514,1,N,9378159,6,6311
15516,1,N,7420672,6,4588
15517,1,N,,8,4337
15518,1,N,7942022,6,4108
15520,1,N,42386415,2,5174
15521,1,N,3311506,6,3312
15523,1,N,6272321,6,0
15527,1,N,342576,6,0
15528,1,N,3049542,6,5288
15529,1,N,2775801,8,4716
15530,1,N,3295880,6,9604
15531,1,N,7779680,6,3023
15535,1,N,9527524,8,9847
15539,1,N,1545600,6,4532
15540,1,N,11775040,6,3112
15542,1,N,5603168,6,3576
15543,2,,46287368,6,8724
15544,1,N,11178961,6,5229
15545,1,N,4569669,6,3053
15546,1,N,689504,7,0
15547,1,N,5206893,6,3521
15548,2,,10420179,6,3824
15549,1,N,11757250,6,9173
15550,1,N,5993818,6,2751
15551,1,N,36334549,6,7456
15552,1,N,2299509,6,4546
15555,1,N,6545885,7,3678
15557,2,,5848963,6,3057
15558,2,,45165974,7,5652
15559,1,N,6539644,7,4381
15562,1,N,2418328,6,2997
15564,1,N,4230306,6,2479
15567,1,N,2725536,6,
15570,1,N,4681152,7,3956
15572,1,N,8960755,7,7594
15574,1,N,4547415,6,6739
15575,1,N,12842241,6,5942
15577,1,N,6642540,6,4306
15580,1,N,800984,6,2993
15585,1,N,2544892,6,2637
15586,1,N,4943827,6,4331
15587,1,N,5520372,6,3411
15589,1,N,5528628,7,4325
15592,1,N,3319452,6,10081
15594,1,N,2192463,6,8188
15595,1,N,79983844,6,14880
15596,1,Y,570416,6,3187
15598,1,N,4012529,6,6185
15604,1,N,3360127,1,4500
15605,1,N,1478826,5,3508
15607,1,N,2088304,6,3766
15609,1,N,26460645,,3171
15610,1,N,20840890,,4128
15611,1,N,776516032,6,
15612,1,N,491046659,6,2167
15613,1,N,32272266,6,9298
15614,1,N,55801731,,5132
15615,1,N,28969080,,8595
15616,1,N,203638450,,1860
15617,1,N,24442005,6,8970
15618,1,N,40737310,,
15619,1,N,43514820,1,9513
15620,1,N,98859513,6,11180
15621,1,N,15917160,6,10899
15622,1,N,27438380,6,3551
15623,1,Y,71533681,,3740
15624,1,N,111117730,4,9908
15625,1,N,26181620,2,4330
15626,1,N,155545098,6,5375
15627,1,N,119352355,10,5579
15628,1,N,88987674,6,9143
15629,1,Y,71603917,6,4654
15630,1,Y,26402673,,4750
15631,1,N,122234104,,13207
15632,1,N,74069776,6,12005
15633,1,Y,18555861,8,4977
15634,1,Y,18625281,,10153
15635,1,N,21333151,6,9830
15636,1,N,72907482,4,7271
15637,1,N,11811816,,3139
15638,1,N,20129870,,4313
15639,1,N,139799456,6,12136
15640,1,N,68787412,6,4260
15641,1,N,107367812,1,9034
15642,1,N,48202629,,4146
15643,1,Y,54399012,8,8249
15644,1,N,25289201,,3431
15645,1,N,52824400,7,4821
15646,1,N,68738074,7,4543
15647,1,N,11598453,6,0
15648,1,N,205696859,6,10286
15649,1,N,58167140,,4154
15650,1,Y,73320992,7,7549
15651,1,N,39090983,6,4228
15652,1,N,104629387,6,11069
15653,1,N,20257851,,8619
15654,1,N,179584895,10,3840
15655,1,N,45718361,8,4819
15656,1,N,25402561,6,4952
15657,1,N,130333107,6,9425
15658,1,Y,176147205,6,3539
15659,1,N,120894514,6,9920
15660,1,Y,157213827,6,4118
15661,1,N,19641800,,
15662,1,N,75186239,6,5593
15663,1,N,41363776,1,10242
15664,1,N,7460000,,5783
15665,1,N,25994111,,8504
15666,1,N,59842937,,4592
15667,1,N,169181411,5,8115
15668,1,N,55300042,5,4517
15669,1,N,5620513,,5867
15670,1,N,12380181,4,3865
15671,1,Y,37242653,6,9224
15672,1,N,46689771,4,5454
15673,1,N,66143268,7,3206
15674,1,N,56653935,6,4798
15675,1,N,20333656,7,5134
15676,1,N,123038719,6,8563
15677,1,N,76246076,6,9962
15678,1,N,24695374,6,9597
15679,1,N,72242459,6,8209
15680,1,N,20312209,9,4899
15681,1,N,41357084,6,3815
15682,1,Y,12430420,9,3750
15683,1,N,32182072,,4882
15684,1,N,4998465,,4208
15685,1,N,64780819,,8495
15686,1,N,13313040,6,4253
15687,1,N,106118798,1,5617
15688,1,N,33159950,,3711
15689,1,N,141890661,10,5812
15690,1,N,4990628,,5845
15691,1,N,35161755,6,8084
15692,1,N,43717892,,4822
15693,1,N,29245914,6,3851
15694,1,N,5553213,,4851
15695,1,N,41548490,,8511
15696,1,Y,18264936,6,5828
15697,1,Y,22471799,,4340
15698,1,N,22656199,6,4474
15699,1,N,24118693,,4055
15700,1,N,14522577,4,3445
15701,2,,266738934,3,10737
15702,1,N,59405606,6,4541
15703,1,N,13494825,6,4547
15704,2,,18060641,6,4410
15705,1,N,9939164,8,4466
15706,1,N,23704299,3,8066
15707,1,N,7511161,6,3265
15708,1,N,19045425,,1507
15709,1,N,27084648,,3657
15710,1,N,25290552,7,0
15711,1,N,228000150,4,1922
15712,1,N,5046139,6,3393
15713,2,,25401705,,3491
15714,1,N,124765782,,
15715,1,Y,21537199,6,2538
15716,1,N,3134440,,6973
15717,1,N,16424372,,6478
15718,1,N,125598600,6,5997
15719,1,Y,4211246,5,3727
15720,1,N,4141350,,0
15722,1,N,50265533,,6999
15723,1,N,11019618,6,8818
15724,1,N,23230691,6,8121
15725,2,,24298444,,0
15726,1,N,29779057,6,5229
15727,2,,15214030,,6292
15728,1,N,42009749,4,4326
15729,1,N,39560431,,0
15730,1,N,5888298,8,3657
15731,1,N,257692702,6,9191
15732,1,N,24121065,8,8658
15733,1,N,7529700,,5012
15734,1,N,331352142,6,9056
15735,1,N,5649488,,8784
15736,1,N,14389136,,10143
15737,1,N,58979217,6,6137
15738,1,N,45228864,6,4763
15739,1,Y,32905576,8,8939
15740,1,N,125985655,3,3804
15741,1,N,45090076,3,7019
15742,1,Y,19597761,,5159
15743,1,N,27894789,6,8420
15744,1,N,26218789,3,6862
15745,1,Y,23968871,8,9430
15746,1,N,31561568,4,4990
15747,1,N,1558100,7,5171
15748,1,N,55375795,6,6770
15749,1,N,2494200,6,10454
15750,1,N,31640230,6,9812
15751,1,Y,23414237,,8792
15752,1,N,5969556,,6675
15753,2,,10114502,7,4136
15754,1,N,121351034,6,8120
15755,1,N,29946143,6,8307
15756,1,N,191763381,6,9459
15757,1,N,414818249,1,12069
15758,1,Y,41673546,,9818
15759,1,N,37460662,6,8587
15760,1,N,18915714,6,3885
15761,1,N,183535312,6,10084
15762,1,N,14906350,,4191
15763,1,Y,104431668,2,4340
15764,1,N,47404361,7,3291
15765,1,N,15208660,6,5031
15766,1,N,24966176,10,5800
15767,1,Y,40304241,,8748
15768,1,N,43744072,6,8792
15769,1,N,13421730,,4806
15770,1,N,37741045,4,8603
15771,1,N,24295499,6,4738
15772,2,,35439891,,4204
15773,1,N,10216630,2,7579
15774,1,N,,,7887
15775,1,Y,38476280,,5630
15776,2,,35974184,,7017
15777,1,N,46786554,,
15781,1,Y,,,2595
15785,1,N,32114050,6,0
15822,1,N,5110545,,1847
15823,1,N,1478160,,
15824,1,N,1875522,,
15825,1,N,5090171,,1048
15829,1,Y,21585500,8,1611
15833,1,N,11012287,,1650
15834,1,N,34436976,,2142
15835,1,N,12700400,,1378
15836,1,N,49823064,,2394
15837,1,N,10614480,,1586
15838,1,Y,7207686,,1697
15839,1,N,23933190,,1561
15840,1,N,4352910,,728
15841,1,N,1659938,,1535
15842,1,N,19500000,6,1526
15843,2,,1354700,6,2210
15844,1,N,20505175,,2363
15845,1,N,20335753,6,1719
15846,1,N,33278968,,1607
15847,1,N,7307892,,2393
15848,1,N,4754265,,2435
15849,1,N,7655696,6,0
15850,1,N,117831918,6,2364
15851,1,N,,6,1769
15852,1,N,,,1839
15853,1,N,41050818,6,3908
15855,1,N,3904782,6,
15856,1,N,18114000,,0
15857,1,N,3702000,,1717
15858,1,N,1866299,,
15861,1,N,344630,,4619
15863,1,N,8946805,,4828
15864,1,N,62943560,6,0
15865,1,N,5780754,,3996
15866,1,N,534987200,,1551
15867,1,N,12801233,,2695
15869,2,,30188221,6,1738
15870,1,N,19734678,6,1897
15872,1,N,26868612,,4923
15873,1,N,50570485,,0
15875,1,N,29216000,,
15876,1,N,78310702,6,2720
15877,1,Y,10158944,,2031
15878,2,,3543804,,1777
15879,1,N,28655460,,2885
15880,1,N,10505975,6,3988
15882,2,,13632992,,0
15883,1,N,10491178,,2704
15885,1,N,30330621,6,
15886,1,N,9554340,,0
15887,1,N,119403843,6,3880
15888,1,N,26604430,,0
15889,1,N,30939803,6,2869
15890,1,N,38444201,6,3425
15891,1,N,60309445,,2254
15892,1,N,19314951,,9215
15893,1,N,681260,,
15894,1,N,3435500,,3087
15895,1,N,50968834,4,6922
15896,1,N,29716143,6,2107
15897,1,N,76469606,6,3288
15898,1,N,7384670,,3981
15899,1,N,234197294,6,3517
15901,1,N,25552099,6,2970
15902,1,N,12838906,6,5611
15903,1,N,65192704,,2203
15904,2,,10593700,,
15905,1,N,8639870,6,6411
15906,1,N,49750301,,3765
15907,1,N,8601460,,4980
15909,1,N,8706470,3,2865
15911,1,N,8357322,,7351
15913,1,N,24000000,,0
15914,1,N,,,
15915,1,N,74156874,,4652
15917,1,N,31653784,,2993
15918,1,N,29772823,6,1996
15919,1,N,44254760,1,10430
15920,2,,82562577,6,3170
15922,1,N,20000000,6,4557
15923,1,Y,,,4419
15924,1,N,5986014,6,3384
15925,1,N,33830640,6,10455
15926,2,,30452002,6,3762
15927,1,N,43196650,,4702
15928,1,Y,13381340,,5029
15929,1,N,20389686,,8030
15930,1,N,19829697,6,3237
15931,1,N,47708781,,8934
15932,1,N,4042572,6,0
15933,1,N,10305840,,3265
15934,1,N,15005930,,9787
15935,1,N,19089765,3,3249
15936,1,N,33260301,2,4423
15937,1,N,57290199,,3445
15938,1,N,17520040,6,3682
15939,1,N,2842434,6,3522
15940,1,N,8295392,,3206
15941,1,N,25305764,,3561
15942,1,N,45183081,6,3509
15943,1,N,223059236,3,
15944,1,N,15319472,,6572
15945,1,N,41955422,6,7833
15947,1,N,17328576,6,4169
15948,1,N,,,3892
15949,1,N,49343938,6,0
15951,1,N,96013080,6,6394
15952,1,Y,594800,9,4080
15953,2,,52400320,,8703
15954,1,N,28013693,,6233
15955,1,N,193900288,,0
15956,1,N,14607708,,6921
15957,1,N,1784304,6,3965
15958,1,N,9976441,,6754
15959,1,N,18172251,,4570
15960,1,N,21643802,,3925
15962,1,N,13144605,,4379
15963,1,Y,37311524,6,10025
15964,1,N,27951924,,0
15966,1,N,54621107,5,6119
15968,1,N,24705662,,6436
15969,1,N,10839650,6,3814
15970,2,,2562000,6,
15971,1,N,31004890,6,4004
15973,1,N,26564533,6,3881
15974,2,,16748851,6,0
15975,1,N,9650083,,6462
15976,1,N,,,
15977,1,N,4375000,6,7933
15978,1,N,5665069,6,0
15980,1,N,16758459,,3598
15981,1,N,26133483,6,
15982,1,N,24164733,,5863
15983,1,Y,10096034,,5919
15984,1,N,51255996,6,4152
15985,1,N,22529287,,5438
15986,1,N,,6,4238
15987,2,,13608707,,4396
15988,1,N,42201960,3,3522
15989,1,Y,19625380,6,3693
15990,1,N,,6,4569
15991,1,N,3070021,,3549
15993,1,N,29468500,8,
15994,1,N,34433135,,3457
15995,1,N,25091366,6,
15996,1,N,5000000,1,
15997,1,N,2586055,6,7007
16000,1,N,26275910,10,
16001,1,N,5885878,2,3760
16002,1,Y,39807934,6,0
16003,1,N,35580152,7,7078
16004,1,N,26337362,6,9272
16005,1,Y,51295341,,6362
16006,1,N,80043161,8,11052
16007,1,N,13220847,2,4163
16008,1,N,53944012,4,3546
16010,1,N,28545438,,5953
16011,1,Y,34126778,,9880
16012,1,Y,19172827,8,5368
16013,1,Y,13902125,6,10496
16014,1,N,24997398,6,2567
16015,1,N,,,5106
16016,1,N,26889752,,4269
16017,1,N,6573592,,0
16018,1,N,9442319,6,9272
16019,1,Y,185593739,2,4213
16020,1,N,21191864,,6812
16021,1,N,26620149,6,4689
16022,1,N,42422872,6,10854
16025,1,N,17963738,1,
16026,1,N,46418000,6,0
16027,1,N,13050000,,
16028,1,N,31518894,6,5100
16029,1,N,8454012,,0
16031,2,,21628000,,8869
16032,1,Y,77156800,6,4470
16033,1,N,1874737,,4359
16034,1,N,11678905,,6875
16036,1,N,15635800,,0
16037,1,N,11982108,7,5689
16038,1,N,137727887,0,6565
16039,1,N,9172214,,7676
16040,1,N,34658284,6,8021
16041,1,N,19010298,6,7627
16042,1,N,7775991,6,0
16043,2,,36016072,,4805
16045,1,N,10221120,,8373
16046,1,N,29404920,6,12320
16047,1,N,22013206,6,6032
16048,1,N,10098020,1,4016
16049,1,N,24907300,,6719
16050,1,N,80755086,6,0
16052,2,,41492770,6,5945
16053,1,N,35175704,,
16054,1,N,64967650,6,
16056,1,N,53830654,,3992
16057,2,,20535798,,9817
16058,1,N,2380200,,0
16059,1,N,15207680,,6031
16060,1,N,8965500,6,7827
16061,1,N,22789352,,4679
16064,1,N,15151904,6,4581
16065,2,,9328128,6,4862
16066,1,N,39977475,4,5477
16067,1,N,28370521,6,4144
16068,1,N,12739005,,6763
16069,1,N,241874482,6,6688
16070,1,N,8212000,,4759
16071,1,N,34329855,6,7267
16073,1,N,11259573,7,3332
16074,1,N,71082382,6,5102
16076,1,N,3329028,,1451
16077,1,N,10634334,2,7207
16078,1,N,34045257,6,6114
16079,1,N,22505377,6,5200
16080,2,,23509612,,0
16084,1,N,70189905,6,4389
16086,1,N,476373,10,9295
16087,1,N,9792215,8,2421
16088,1,N,9772500,,10035
16089,1,N,9158498,,
16090,1,N,4142600,,9690
16091,1,N,19879154,,4829
16092,1,Y,64058656,6,5048
16094,1,N,7777148,6,3688
16097,1,N,9402715,6,3904
16098,1,N,10126318,7,4686
16100,1,N,14201408,,
16101,1,N,34527288,10,4953
16102,1,N,12670846,6,4374
16104,1,Y,163358867,6,8329
16105,1,N,72510102,6,6124
16107,1,Y,1800000,10,4631
16108,1,N,6060575,6,4937
16109,1,N,8769129,6,5542
16112,1,Y,121800,7,5368
16114,1,N,4387934,6,4297
16116,1,N,37300479,6,5198
16117,1,N,7772894,,4301
16118,1,N,21432382,8,0
16119,1,Y,10042840,8,5001
16120,1,N,17802967,6,4942
16121,1,Y,48885078,6,4548
16122,1,N,10335903,6,11135
16123,2,,502880,,3303
16124,1,Y,23027083,6,6301
16125,1,N,38582145,,10252
16126,2,,11285192,,6069
16127,1,N,145650464,6,8844
16128,1,N,34076024,,4452
16129,1,N,25205962,7,4253
16130,1,N,87163905,,4292
16131,1,N,37719944,,9601
16132,1,N,23405758,1,3432
16133,1,N,3148469,,3779
16134,1,N,29058476,,3741
16136,1,N,29454955,6,5012
16137,1,N,2397363,,4335
16138,1,N,101029541,6,8839
16139,1,Y,41111303,6,9548
16140,1,N,165225018,4,8552
16141,1,N,99554553,6,5018
16142,1,N,60111577,6,4141
16143,1,Y,65055003,10,5051
16144,1,N,36908357,6,6222
16145,1,N,33889187,,4785
16146,1,N,101044804,,5783
16148,1,N,73248744,6,6583
16149,1,N,40838741,6,5419
16152,1,N,48034758,5,5776
16155,1,N,9850979,6,4879
16156,1,N,9445104,,4680
16157,1,N,20316352,6,4555
16158,1,N,5311200,6,4704
16159,1,N,13279488,,9241
16160,1,Y,20531679,8,4104
16161,1,N,81612226,,6122
16162,1,N,27965947,9,4094
16164,1,N,13217200,,10348
16165,1,N,143941559,6,10052
16166,1,N,50563728,7,5926
16167,1,N,51667615,,3359
16168,1,N,29141985,,11689
16169,1,N,101166430,3,7707
16170,1,N,,,6294
16171,1,N,13053441,,3648
16173,1,N,15388065,6,7002
16175,1,N,100545153,,5562
16176,1,N,27977182,7,8405
16177,2,,,6,10105
16178,1,N,211859982,6,9442
16179,1,N,29793124,,9750
16180,1,N,47396823,6,6999
16181,1,N,6102873,,5194
16182,1,N,17529946,6,10119
16183,1,Y,35558074,,4063
16184,1,N,7739965,,3286
16185,1,N,11699420,6,6102
16187,1,N,86239950,6,10868
16188,1,N,13010886,6,4716
16190,1,N,23666089,6,8891
16191,1,N,24473420,,7915
16193,1,Y,32566286,8,5234
16194,1,N,9328075,7,4481
16195,1,N,21547407,10,8699
16197,2,,51915000,6,11587
16198,1,N,6739290,1,8636
16199,1,N,27360496,,5747
16200,1,N,6301577,,4667
16201,1,N,318442818,1,4267
16202,2,,10864797,6,5951
16203,1,N,16323104,5,5752
16204,2,,19057619,6,3449
16205,1,Y,10471655,6,7772
16206,2,,28042858,7,5015
16207,1,N,12603802,,7443
16208,1,N,27520617,6,5002
16209,1,N,4391003,6,4702
16210,1,N,2530000,,7064
16213,1,N,8904896,,3569
16214,1,N,31159853,7,8262
16215,1,N,83488599,6,5388
16217,1,N,12849801,10,3856
16218,1,N,19491523,,9782
16219,1,N,36631404,,4419
16220,1,N,24192996,,7668
16221,1,N,25576542,6,9357
16222,1,N,18722618,,4415
16224,1,N,82476280,6,10308
16225,1,N,34349029,,2607
16226,1,N,16432305,2,9284
16227,1,N,9490692,,4675
16229,1,N,149083923,6,12165
16230,2,,21765808,,3060
16231,1,N,5555342,6,5192
16232,1,N,96172842,2,10765
16233,1,N,42605305,6,8205
16234,1,N,74779604,4,6376
16235,1,N,80153473,,4722
16236,1,N,25797392,,3445
16237,1,Y,4735809,8,5416
16238,1,N,12938448,,6497
16239,1,N,24226284,,4579
16242,1,N,22238740,6,12784
16243,1,N,20821423,7,3552
16244,1,N,11624576,6,5421
16245,1,Y,32327216,,2931
16246,1,N,23286488,,5809
16247,2,,8642725,6,4033
16248,1,N,204860159,6,9401
16249,1,N,17352902,8,6802
16250,1,N,1150684,10,10136
16252,1,Y,67486951,6,5039
16253,1,N,108112883,6,5513
16254,1,N,12953818,6,4270
16255,1,N,46195561,6,5694
16256,1,N,168790,5,6950
16257,1,N,56461280,6,4552
16259,1,N,40752901,,8657
16260,1,N,9105210,6,11028
16261,1,N,18144077,,4764
16262,1,N,86236503,6,4816
16263,1,N,42356797,,7152
16264,1,N,184938819,4,5616
16265,1,N,6645010,6,4846
16266,1,N,11542286,10,7983
16267,1,N,505452668,2,9644
16269,1,N,34727275,,8748
16270,1,N,53643299,6,4148
16271,1,N,6399721,6,5569
16272,1,N,18569326,6,4892
16273,1,N,2295680,,6691
16275,1,N,8306760,,5970
16276,1,N,23238556,,5095
16277,1,N,106752458,4,5417
16278,1,N,,,
16279,2,,33179127,,8495
16280,1,N,105551413,1,6034
16281,1,N,5251762,6,5978
16282,1,N,29156020,6,8232
16283,1,N,19497313,8,3993
16284,1,Y,1089150,,6018
16285,1,N,61417049,7,8131
16286,1,N,52072825,6,8668
16287,1,N,34095586,,4481
16288,1,N,8632609,4,4912
16289,1,N,4069416,,3991
16291,1,N,39629351,1,9058
16292,2,,52769266,,9260
16293,1,N,4771959,7,4514
16294,1,N,34111074,6,4138
16295,1,N,16070050,,3661
16296,1,Y,12438309,9,4548
16297,1,N,31606039,8,6508
16298,1,N,11720190,10,4323
16299,1,N,110995036,,8676
16301,1,N,45244460,,10928
16302,1,N,23718669,,4177
16303,1,N,21276443,6,0
16304,1,N,24342097,6,4742
16306,1,N,472823,,
16308,1,N,3417570,,4601
16309,1,N,191613546,6,9438
16310,1,N,3087012,8,6377
16311,1,N,26832687,2,8461
16313,1,N,12186907,6,8719
16315,1,N,67119692,6,10484
16316,1,N,30045468,6,4875
16317,1,N,27691049,,9444
16318,1,N,35603620,,4326
16319,1,N,20632522,,5255
16320,1,N,44286251,,5338
16321,1,N,5620980,6,0
16322,1,N,52544848,,5085
16323,1,N,45361003,6,9707
16324,1,N,24384998,,3581
16325,1,N,140017774,6,4289
16326,1,Y,38171030,6,5857
16328,1,N,26227244,6,4701
16330,1,N,24080598,,8098
16331,1,N,5228925,,5012
16332,1,N,124109835,1,8021
16333,1,N,193580715,6,3817
