,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MAIN_INSR_AMT_SUM,EXPR_SUM,WORK_YEARS_MIN,EXPR_COUNT
4607,0,1,6,0,8,4,2004,6,72862540.0,4,27,4
4608,0,2,4,0,5,1,2013,4,212000000.0,4,1,6
4609,0,1,4,0,8,0,2000,7,701157490.0,14,0,21
4611,0,2,5,0,3,2,2016,6,211700000.0,4,6,5
4612,1,2,4,0,3,22,2012,8,857612760.0,14,1,18
4613,0,2,6,0,3,0,2009,2,5000000.0,0,1,1
4614,0,1,6,0,16,0,2016,6,6000000.0,0,1,2
4615,0,1,6,0,3,1,2007,2,56559130.0,2,25,3
4616,0,2,5,0,2,14,2016,6,1113000000.0,12,12,14
4617,0,2,6,0,7,1,2006,8,20000000.0,1,2,1
4619,0,1,5,0,6,0,2007,2,55500000.0,1,2,3
4620,0,1,5,0,1,2,2007,2,20000000.0,1,4,1
4621,0,2,4,0,3,0,2003,5,35000000.0,0,1,2
4622,1,2,3,0,3,0,2001,9,248999344.0,2,0,10
4623,0,2,4,0,3,0,2007,2,501300000.0,8,0,15
4625,0,2,4,0,3,2,2016,6,122000000.0,3,1,5
4626,0,2,3,0,15,0,2011,12,38000000.0,0,6,3
4627,0,2,4,1,3,0,2008,9,220000000.0,3,0,3
4628,0,2,3,1,3,1,2016,5,197000000.0,4,3,7
4629,1,1,5,0,8,1,2007,6,131000000.0,2,1,6
4630,1,2,6,0,2,0,2013,5,256000000.0,5,1,6
4631,1,2,5,0,3,4,2014,5,407859650.0,6,1,6
4632,1,2,5,0,3,6,2004,12,270000000.0,4,0,4
4633,0,1,6,0,1,5,2003,5,93213420.0,3,4,5
4634,0,1,3,0,1,0,2009,10,76000000.0,2,4,4
4635,0,2,4,0,4,4,2010,4,163000000.0,5,1,6
4636,0,2,5,0,3,6,2010,2,140000000.0,1,8,6
4637,0,1,3,0,8,1,2012,2,120595070.0,4,3,4
4638,1,2,6,0,3,14,2010,4,283674720.0,10,24,10
4639,0,2,3,0,24,5,2013,11,169000000.0,5,2,6
4640,0,1,6,0,2,11,2016,6,393772250.0,6,3,10
4641,1,2,4,0,19,0,2013,9,50000000.0,1,1,1
4642,0,2,5,0,3,2,2004,10,283321890.0,5,0,8
4643,0,2,3,1,2,1,2011,9,433701000.0,7,0,9
4644,0,2,5,0,19,1,2011,8,20000000.0,1,4,1
4645,0,2,5,0,3,1,2011,12,63000000.0,2,6,2
4646,0,1,5,0,9,1,2013,3,260000000.0,3,5,4
4647,0,2,5,0,8,1,2012,5,120000000.0,3,1,3
4648,0,2,5,0,9,1,2013,11,177000000.0,4,1,5
4649,0,2,4,0,3,2,2002,1,146000000.0,2,1,7
4650,0,1,5,0,1,6,2014,11,155000000.0,4,5,4
4651,0,2,4,0,2,1,2003,5,155000000.0,3,0,5
4652,0,2,3,1,9,7,2016,4,424442126.0,7,4,8
4653,0,1,6,0,12,1,2016,6,126566866.0,5,5,5
4654,0,2,4,0,3,4,2014,6,157000000.0,5,4,6
4655,0,1,4,0,9,1,2005,11,106000000.0,4,6,4
4656,0,1,5,0,8,21,2010,1,407000000.0,10,2,10
4657,0,1,5,0,18,7,2007,6,99263529.0,2,3,3
4659,0,2,4,0,20,38,2014,5,1023578377.0,20,1,21
4660,0,2,5,0,3,1,2016,4,205607044.0,1,4,7
4662,0,2,5,0,3,2,2002,4,70000000.0,2,4,6
4663,0,1,7,0,7,1,2001,1,36000000.0,0,8,3
4665,0,2,5,0,3,3,2006,9,50000000.0,1,2,2
4666,0,2,6,1,3,9,2003,5,182000000.0,1,3,10
4667,0,1,4,0,8,0,2003,5,115000000.0,3,7,5
4668,0,1,7,0,2,2,2003,5,10000000.0,0,8,1
4669,0,1,5,0,9,1,2003,5,182000000.0,3,1,6
4670,0,2,4,0,9,12,2015,10,889000000.0,14,2,18
4671,0,1,3,0,1,1,2011,12,70000000.0,2,16,2
4672,0,2,3,0,24,1,2005,1,50000000.0,1,6,1
4674,0,2,5,0,2,3,2009,9,85000000.0,2,19,2
4675,0,2,3,0,3,1,2010,2,112000000.0,1,1,4
4676,0,1,5,0,1,6,2007,9,176400000.0,5,0,5
4677,0,2,4,0,3,3,1999,4,141544108.0,1,5,8
4678,0,2,5,0,3,15,2016,5,535416910.0,11,9,19
4679,0,2,5,0,3,5,2008,2,228000000.0,5,3,6
4680,0,2,4,0,19,9,2012,10,460852883.0,11,1,13
4682,0,2,4,1,15,3,2016,6,252500000.0,3,2,8
4683,0,2,5,0,3,0,2005,10,37000000.0,1,9,2
4684,0,1,4,0,8,5,2000,12,273479116.0,3,11,8
4685,0,1,4,0,18,1,2006,2,50000000.0,1,11,1
4686,0,2,6,0,9,3,2016,5,65000000.0,2,31,2
4687,0,2,5,0,3,3,2008,8,244881070.0,6,6,10
4688,0,1,3,0,6,3,2011,1,116800000.0,3,1,3
4690,0,2,3,0,3,0,2013,4,96000000.0,4,3,4
4691,0,2,4,0,19,5,2008,3,52000000.0,1,7,3
4693,0,2,4,0,3,1,2007,3,50000000.0,1,8,2
4695,0,1,4,0,6,2,2011,6,278850930.0,5,3,8
4696,0,2,5,0,9,2,2007,7,63000000.0,3,1,3
4697,0,2,4,0,7,1,2009,5,50000000.0,1,1,2
4698,0,2,4,0,9,3,2008,2,400000000.0,4,0,5
4699,0,2,4,0,3,1,2007,2,76000000.0,0,1,3
4700,0,2,6,0,3,2,2005,12,320248650.0,8,2,9
4701,0,1,4,0,19,0,2012,10,361000000.0,6,5,7
4702,0,1,5,0,8,0,2002,1,151601270.0,6,13,8
4703,0,2,4,0,10,1,2014,7,142000000.0,4,1,4
4704,1,2,5,1,3,0,1998,8,105000000.0,3,0,5
4705,1,2,5,0,3,6,2010,10,288000000.0,4,28,5
4706,0,2,5,0,20,4,2013,10,1018588000.0,16,7,19
4707,0,2,4,0,3,7,2016,6,398000000.0,8,1,11
4708,0,2,4,0,9,4,2013,11,452482947.0,8,1,10
4709,0,2,5,0,12,0,2008,5,267991930.0,5,0,7
4710,0,2,5,0,3,6,2010,3,363226420.0,6,9,6
4711,0,1,5,0,10,2,2003,5,140000000.0,3,8,3
4712,0,1,4,0,1,0,2001,8,100000000.0,2,3,5
4713,0,2,3,0,3,0,2010,1,130000000.0,1,1,3
4714,0,2,4,0,3,3,2015,6,283727270.0,7,1,9
4715,0,2,4,0,9,9,2011,1,433200000.0,7,0,10
4716,0,1,5,0,2,3,2006,7,147003170.0,5,9,6
4717,0,2,5,0,9,0,2014,7,80000000.0,1,7,4
4718,0,1,4,0,1,3,2010,11,310594522.0,7,16,9
4719,0,2,6,0,3,0,2003,2,83000000.0,1,1,5
4720,0,2,4,0,3,1,2012,4,458000000.0,7,7,7
4721,0,2,4,0,3,1,2016,4,74000000.0,3,1,3
4722,0,2,4,0,18,1,2016,6,141600000.0,4,3,6
4723,0,1,6,0,1,11,2015,1,329200000.0,4,7,6
4724,0,2,5,0,8,0,2016,6,20000000.0,1,6,1
4725,0,2,5,0,3,7,2015,7,437839604.0,11,5,14
4726,0,2,5,0,3,2,2013,1,102000000.0,1,2,4
4727,0,2,3,0,2,0,2013,2,225000000.0,2,3,4
4728,0,2,4,0,9,0,2013,8,84000000.0,3,3,3
4729,0,2,4,0,3,1,2016,6,30000000.0,1,4,2
4730,0,2,4,0,19,0,2013,6,55000000.0,1,2,2
4731,0,2,4,0,8,1,2015,6,343000000.0,7,0,9
4732,0,2,5,0,3,27,2011,5,539104355.0,15,3,17
4733,0,1,5,0,8,1,2003,5,42100000.0,1,5,3
4735,0,2,6,0,3,2,2003,2,50000000.0,0,8,3
4736,0,2,6,0,12,11,2011,3,274000000.0,5,6,6
4738,0,2,4,0,3,6,2007,3,719795992.0,11,1,18
4739,0,2,5,0,3,0,2003,5,20000000.0,0,11,1
4740,0,1,5,0,1,9,2016,6,195000000.0,2,3,7
4741,0,2,5,0,3,7,2013,7,366000000.0,4,0,16
4742,0,1,4,0,1,8,2016,2,118000000.0,4,0,5
4743,1,2,5,0,3,0,2003,1,25000000.0,0,4,2
4744,0,1,5,0,8,0,2003,5,20000000.0,0,2,1
4745,0,2,4,0,3,5,2010,7,206949730.0,4,0,9
4746,0,1,6,0,10,5,2016,6,109485464.0,2,0,6
4747,1,1,4,0,5,0,2003,5,10000000.0,0,0,1
4748,0,2,5,0,3,1,2004,9,36000000.0,1,1,2
4749,0,1,6,0,1,2,2003,5,55000000.0,1,2,1
4750,0,1,5,0,10,0,2003,6,120000000.0,2,3,3
4751,0,1,7,0,8,0,2005,7,50000000.0,0,27,3
4752,1,2,4,1,24,1,2002,6,893000000.0,6,1,15
4753,0,1,5,0,8,3,2016,6,77000000.0,2,1,2
4754,0,2,5,0,3,3,2014,3,219000000.0,6,15,9
4755,0,2,4,0,1,1,2007,2,80000000.0,2,12,2
4756,0,2,4,1,3,4,2012,7,527363000.0,9,1,13
4757,0,2,5,0,3,1,2006,7,215200000.0,6,2,9
4758,0,1,6,0,6,3,2015,8,60000000.0,0,9,2
4759,0,2,5,0,2,3,2015,9,736838096.0,18,0,23
4760,0,2,6,1,9,25,2010,11,723108078.0,14,6,43
4761,0,1,4,0,8,0,2016,6,10000000.0,0,6,2
4762,0,1,5,0,8,1,2006,6,314000000.0,2,2,2
4763,0,1,4,0,1,0,2003,5,208292994.0,2,0,6
4764,1,2,5,1,3,5,2010,2,632053850.0,9,3,12
4765,0,2,5,0,8,1,2014,4,165000000.0,3,13,3
4766,0,1,4,0,1,1,2001,8,113000000.0,1,1,4
4768,1,1,6,0,8,1,2002,4,230482556.0,3,1,9
4769,0,2,5,1,3,20,2016,3,1265356491.0,20,2,26
4770,1,1,6,0,17,1,2014,9,33400000.0,2,10,3
4771,1,2,6,0,3,6,2010,9,245000000.0,5,1,5
4773,0,2,4,0,3,0,2009,6,337250000.0,3,2,7
4774,0,2,3,0,3,2,2010,11,295463400.0,6,6,11
4775,0,2,5,0,9,8,2009,5,344719960.0,9,4,11
4776,0,2,5,0,9,7,2010,10,410585231.0,7,5,12
4778,0,1,3,0,15,2,2007,12,494134000.0,4,9,7
4779,0,2,4,0,3,0,2005,5,23000000.0,0,2,2
4780,1,2,5,0,3,11,2009,8,150000000.0,2,8,2
4781,0,2,5,0,3,1,2016,1,40000000.0,2,8,2
4782,1,2,3,0,3,10,2011,2,421720000.0,7,0,8
4783,0,1,3,0,8,0,2010,7,50000000.0,1,12,1
4784,0,2,5,0,2,3,2010,8,132600000.0,3,3,4
4786,0,2,3,0,3,0,2016,6,30000000.0,1,2,1
4788,0,1,5,0,1,0,2002,11,150000000.0,2,1,4
4789,0,2,4,0,3,1,2003,1,140000000.0,2,0,5
4790,0,2,4,0,3,0,2014,6,62129080.0,1,5,1
4791,0,2,4,0,9,1,2014,2,80000000.0,4,2,4
4792,0,1,6,0,15,3,2014,11,234179012.0,6,0,7
4793,0,2,4,0,3,3,2010,6,459662870.0,8,3,11
4794,0,2,5,0,3,0,2014,4,20000000.0,2,3,2
4795,1,2,3,1,9,15,2014,7,459741540.0,16,3,24
4796,0,2,5,0,3,12,2003,5,615000000.0,7,6,7
4797,0,1,6,0,1,2,2016,6,55000000.0,1,11,2
4798,0,2,7,0,3,5,2006,9,60000000.0,0,5,4
4799,0,2,4,0,9,1,2015,6,152500000.0,2,0,5
4800,0,2,6,1,3,1,2003,5,50000000.0,0,3,3
4801,1,2,4,1,3,3,2004,3,98376070.0,4,1,5
4802,0,2,5,0,3,0,2003,5,20000000.0,0,26,1
4803,0,2,6,0,25,4,2001,8,100000000.0,1,20,4
4804,0,1,7,0,25,2,2003,5,62000000.0,1,10,2
4805,1,2,6,0,3,1,2004,5,75314030.0,2,1,4
4806,0,2,4,1,3,0,1998,12,97400000.0,4,1,6
4807,0,1,6,0,2,0,2003,6,20000000.0,0,21,1
4808,0,1,5,0,8,0,2011,1,78000000.0,1,4,5
4809,1,1,6,0,1,4,2003,5,97600000.0,1,3,5
4810,0,1,6,0,8,0,2003,5,20000000.0,0,4,1
4811,0,2,6,0,1,6,2003,2,144600000.0,1,16,3
4812,0,2,5,1,3,12,2003,5,101585281.0,1,1,4
4813,0,2,4,0,3,0,2003,6,20885246.0,0,14,2
4814,0,2,4,0,3,4,2014,5,399000000.0,6,1,12
4815,1,1,5,0,1,2,2003,5,70812468.0,0,2,7
4816,0,1,6,0,8,0,2003,5,5000000.0,0,12,1
4817,0,2,5,0,1,3,2010,2,160000000.0,3,3,8
4818,1,2,6,0,25,0,2001,1,87000000.0,1,8,3
4819,1,2,5,1,3,7,2013,9,374500000.0,9,1,19
4820,0,2,5,0,9,2,2003,5,31400000.0,0,21,2
4821,0,2,5,0,2,1,2016,6,50000000.0,0,4,3
4822,0,1,6,0,6,5,2013,1,26800000.0,2,2,2
4823,0,2,4,0,3,1,2016,6,60000000.0,2,4,3
4824,0,2,5,0,8,3,2009,11,233660000.0,8,5,10
4825,0,2,5,0,3,25,2013,2,1493188179.0,24,15,27
4827,1,2,6,0,25,0,2016,6,75000000.0,0,22,3
4828,0,1,3,0,1,1,2003,5,193173340.0,3,1,5
4829,0,2,5,1,3,0,2016,6,7200000.0,0,6,1
4830,0,2,6,0,3,3,2002,4,458000000.0,6,3,8
4831,0,2,4,0,8,6,2014,7,188000000.0,3,0,7
4832,0,2,5,1,3,4,2005,10,315648000.0,5,13,11
4834,1,2,5,0,19,1,2003,4,160000000.0,3,1,7
4835,0,2,5,0,3,2,2005,12,50000000.0,1,6,1
4837,0,2,4,0,9,1,2014,10,160000000.0,2,0,6
4839,0,2,4,0,24,0,2016,6,20000000.0,0,1,4
4840,0,1,3,0,6,1,2007,11,140000000.0,3,2,4
4841,0,2,4,1,9,6,2012,7,328000000.0,8,3,9
4842,0,2,5,0,2,4,2016,6,232692790.0,4,27,8
4843,1,2,5,0,9,11,2013,1,446000000.0,11,2,12
4844,0,1,6,0,1,2,2016,4,157828947.0,2,4,8
4845,0,2,3,0,3,0,2008,2,45000000.0,1,37,2
4846,0,2,6,0,4,8,2009,7,95000000.0,2,11,3
4847,0,2,6,0,7,2,2014,6,26800000.0,1,6,2
4848,0,1,5,0,2,0,2008,8,135000000.0,3,3,3
4849,0,2,4,1,3,7,2008,9,1107355410.0,27,4,32
4850,0,1,4,0,2,3,2015,5,256000000.0,8,1,8
4851,0,1,3,0,8,1,2003,5,150000000.0,3,6,3
4852,0,1,5,0,13,38,2008,4,756931450.0,11,6,13
4853,0,2,4,1,3,14,2012,2,408600000.0,6,1,7
4854,0,2,5,0,9,1,2009,6,184200000.0,6,6,10
4855,0,1,4,0,10,1,2008,9,50000000.0,1,1,1
4856,0,2,3,0,3,1,2008,11,48000000.0,2,0,3
4857,0,1,3,0,9,1,2010,8,154000000.0,2,3,5
4858,0,2,4,1,3,3,2003,5,240000000.0,4,0,7
4859,0,1,5,0,4,9,2010,12,108000000.0,3,5,3
4860,0,1,4,0,1,1,2009,4,22176610.0,0,10,3
4861,1,2,5,1,24,23,2010,12,205814810.0,6,5,6
4862,0,2,6,0,3,1,2003,5,15000000.0,1,12,1
4863,0,2,4,0,3,3,2002,2,202000000.0,2,0,8
4864,0,2,3,1,3,1,2010,2,360205130.0,10,0,12
4865,0,1,5,0,10,0,2001,4,94200980.0,3,0,4
4866,0,2,3,0,9,0,2012,5,140000000.0,2,9,2
4867,0,2,4,0,3,0,2016,6,47229480.0,2,0,2
4868,0,2,5,0,3,0,2015,9,190000000.0,3,28,3
4869,0,2,4,0,2,1,2002,2,82000000.0,1,8,3
4870,0,2,5,0,8,5,2011,12,226000000.0,5,1,8
4871,0,1,4,0,1,1,2011,4,115200000.0,3,8,3
4872,0,1,3,0,9,1,2011,6,77000000.0,1,2,2
4873,0,2,3,0,3,6,2012,8,728000000.0,15,1,15
4874,0,1,5,0,8,4,2007,12,1015548817.0,22,1,27
4875,0,1,4,0,9,0,2012,11,20000000.0,1,1,1
4876,0,2,5,0,3,6,2006,5,164192100.0,4,10,10
4877,0,2,4,1,3,2,2003,2,518450000.0,8,1,17
4878,0,2,5,0,7,1,2012,9,40000000.0,2,4,2
4879,0,2,5,0,24,5,2013,8,357050380.0,13,8,16
4880,1,2,6,0,2,0,2003,5,15000000.0,0,7,2
4881,1,2,5,0,3,8,2012,10,276270320.0,6,6,13
4882,0,1,5,0,8,2,2003,5,100000000.0,1,6,1
4883,0,1,7,0,8,0,2003,5,27000000.0,0,1,2
4884,0,1,6,0,2,2,2007,2,156000000.0,2,9,5
4886,0,2,4,1,9,19,2005,12,684608134.0,10,1,27
4887,0,1,6,0,15,0,2007,10,15000000.0,1,1,2
4889,0,1,6,0,2,2,2001,2,75000000.0,1,1,4
4890,0,1,5,0,8,1,2001,5,40000000.0,0,5,2
4891,0,2,4,0,1,3,2010,10,132600000.0,3,2,5
4892,0,2,5,0,3,2,2011,11,130000000.0,3,2,6
4893,0,2,6,0,3,2,2006,8,32111060.0,2,12,2
4894,0,2,6,0,9,2,2002,7,400000000.0,5,1,12
4895,0,2,3,0,9,1,2004,3,50000000.0,1,20,1
4896,0,2,6,0,3,1,2003,5,14000000.0,0,2,2
4898,0,2,5,0,2,12,2005,8,363001830.0,5,6,10
4899,0,2,5,0,3,1,2016,3,41000000.0,1,2,3
4900,0,2,6,0,2,1,2003,5,17000000.0,0,3,2
4901,0,1,4,0,10,3,2016,6,182140000.0,4,3,6
4902,0,2,3,0,3,2,2013,3,176864950.0,4,1,9
4903,1,2,4,0,18,4,2001,7,205200000.0,0,1,9
4904,0,2,4,0,3,1,2003,9,95000000.0,1,2,4
4905,0,1,5,0,15,2,2019,10,141578314.0,2,2,2
4906,0,2,3,0,18,1,2015,4,187873303.0,2,4,3
4907,1,2,4,0,9,0,2004,6,133000000.0,1,0,6
4908,0,2,5,0,3,3,2006,2,40000000.0,2,17,2
4909,0,2,3,0,24,1,2006,7,106000000.0,3,1,4
4910,0,2,4,0,24,1,2014,7,80000000.0,2,3,2
4911,0,2,6,0,3,4,2006,6,114366470.0,5,4,7
4912,0,1,6,0,6,1,2016,6,89000000.0,4,10,5
4913,0,2,4,0,3,4,2005,11,267500000.0,6,8,8
4914,0,2,5,0,3,2,2006,8,32596760.0,2,28,2
4915,0,2,5,0,8,1,2009,3,145000000.0,5,6,5
4916,0,2,4,0,3,2,2008,10,119000000.0,1,2,5
4917,0,2,3,0,16,0,2008,12,119678600.0,3,9,8
4918,0,2,4,0,2,2,2012,9,64000000.0,1,4,2
4919,0,2,4,0,3,2,2016,6,55000000.0,3,1,5
4920,0,2,5,0,3,2,2016,6,150000000.0,3,20,3
4921,0,2,4,0,3,5,2009,2,235000000.0,6,10,8
4922,0,1,4,0,8,1,2008,10,70000000.0,1,20,2
4923,0,2,3,0,3,2,2015,8,116500000.0,3,16,5
4924,0,2,4,0,19,1,2013,5,30000000.0,1,1,1
4925,0,2,5,1,3,3,2003,5,438000000.0,8,1,13
4926,1,1,5,0,2,6,2009,8,523000000.0,15,1,19
4927,0,2,6,0,25,2,2002,2,25558644.0,0,28,2
4928,0,2,5,0,9,0,2012,6,85000000.0,2,13,3
4929,0,2,5,0,3,1,2014,9,120000000.0,2,9,4
4930,0,1,4,0,10,0,2009,7,115000000.0,3,2,5
4931,0,2,3,0,1,0,2016,6,50000000.0,1,5,1
4932,0,2,5,0,8,5,2016,6,84000000.0,3,2,3
4933,0,2,4,0,3,1,2012,11,255000000.0,2,6,6
4934,0,1,4,0,8,1,2012,4,35000000.0,1,0,1
4935,0,2,3,0,9,2,2011,12,169000000.0,5,0,5
4936,0,2,3,0,2,2,2016,6,60000000.0,2,6,2
4937,0,2,5,0,2,1,2009,4,30000000.0,1,7,1
4938,0,2,5,0,3,0,2010,1,80000000.0,1,2,2
4939,0,1,4,0,8,1,2014,11,110000000.0,2,3,2
4940,0,2,4,0,9,1,2010,3,319535800.0,4,5,4
4941,0,2,5,0,3,2,2016,6,156950000.0,4,5,6
4943,0,1,4,0,8,16,2015,2,999823966.0,19,1,21
4945,0,1,4,0,8,3,2003,11,153904426.0,3,1,4
4946,0,2,5,0,3,9,2005,9,895126730.0,23,2,30
4947,0,2,5,0,3,1,2015,2,170000000.0,4,6,4
4948,0,2,4,0,1,1,2014,1,95000000.0,2,3,3
4949,0,2,4,0,1,9,2013,9,496971753.0,7,1,11
4950,0,2,4,0,18,4,2014,4,763844639.0,17,0,28
4951,0,2,5,1,9,9,2012,7,2064226910.0,40,1,58
4952,0,2,4,0,19,1,2016,3,143000000.0,3,6,5
4953,0,1,4,0,2,0,2003,4,110000000.0,2,2,5
4954,0,2,5,0,3,2,2004,7,160500000.0,3,6,5
4955,0,2,3,0,21,3,2007,11,2284381165.0,30,1,32
4956,0,2,5,1,9,3,2014,3,700600000.0,12,3,15
4957,0,2,4,0,3,5,2012,2,262867291.0,5,1,8
4958,0,2,4,0,2,0,2014,2,90000000.0,1,1,4
4959,0,2,3,1,18,5,2013,2,1393762920.0,11,0,19
4961,0,2,4,0,3,0,1999,8,60400000.0,0,2,4
4962,0,2,5,0,3,0,2003,5,62000000.0,0,22,3
4963,0,1,5,0,10,0,1998,4,171200000.0,2,0,7
4964,0,1,4,0,1,3,2003,5,141600000.0,1,2,6
4965,0,1,6,0,2,0,2003,3,20000000.0,0,5,1
4966,0,1,3,1,15,10,2014,10,394000000.0,6,1,12
4967,0,2,6,0,3,6,2009,12,296800000.0,9,4,10
4968,0,2,6,1,2,1,2003,5,24000000.0,0,1,2
4969,0,2,6,1,3,3,2002,11,170000000.0,2,6,3
4971,0,2,4,0,2,1,2015,5,134000000.0,1,7,4
4972,0,2,5,0,3,2,2003,5,40000000.0,0,16,3
4973,0,2,4,1,2,3,2001,7,409610640.0,3,1,21
4974,0,2,5,0,8,2,2003,2,100000000.0,1,1,4
4975,0,2,4,0,15,0,2003,5,12900000.0,0,17,1
4976,0,1,5,0,6,0,2000,3,93000000.0,2,0,3
4978,0,1,4,0,1,1,2002,5,53114750.0,1,0,3
4979,0,1,5,0,2,1,2003,5,38000000.0,0,3,2
4980,0,1,5,0,11,0,2002,2,152524096.0,2,2,9
4981,0,2,6,0,3,0,2001,2,90000000.0,0,5,3
4982,0,1,6,0,7,1,2003,5,20000000.0,0,3,1
4983,0,1,7,0,7,2,2003,9,20000000.0,0,16,1
4985,0,1,4,0,8,2,2004,7,176008780.0,3,0,5
4986,0,1,4,0,16,0,2003,5,90000000.0,1,3,3
4987,1,1,6,0,1,1,2003,5,20000000.0,1,1,2
4988,0,2,4,0,3,2,2004,4,110000000.0,1,0,4
4990,0,2,5,0,3,0,2015,8,61500000.0,1,7,4
4991,0,2,5,0,8,14,2016,1,840036302.0,9,0,11
4992,0,1,6,0,2,0,2005,10,5000000.0,0,13,1
4993,0,2,5,0,2,23,2008,6,1177915560.0,9,7,10
4994,0,1,5,0,1,8,2010,12,421352000.0,7,0,11
4995,0,2,4,0,9,0,2003,4,33000000.0,0,0,3
4996,0,2,5,0,3,9,2016,6,482600000.0,10,0,12
4997,1,1,6,0,2,2,2011,9,93050000.0,1,1,4
4998,1,2,5,0,9,2,2003,5,60000000.0,1,3,1
4999,0,2,4,0,8,1,2015,8,80002720.0,3,1,3
5000,0,2,5,0,9,2,2001,2,70003550.0,2,1,4
5001,0,2,6,0,8,2,2008,4,145000000.0,4,2,4
5004,0,1,5,0,1,2,2002,10,484675956.0,6,2,20
5005,0,2,4,1,3,4,2001,7,518002730.0,5,2,11
5006,0,2,4,0,3,0,2003,11,16000000.0,0,1,1
5007,0,2,4,0,3,1,2005,7,46908090.0,2,14,3
5008,0,2,5,1,1,0,2008,4,75885417.0,0,4,4
5009,0,1,5,0,10,5,2006,3,268948380.0,6,17,10
5010,0,2,5,1,3,7,2007,6,345198473.0,6,1,13
5011,0,2,5,0,3,2,2004,5,250000000.0,4,19,4
5012,0,2,4,0,3,1,2004,3,74000000.0,1,5,2
5013,0,1,3,0,8,0,2004,3,48000000.0,1,30,2
5014,0,2,5,0,4,7,2015,4,248340310.0,10,5,11
5015,0,2,6,0,19,4,2010,3,147500000.0,4,0,6
5017,0,2,6,0,3,2,2003,5,370589690.0,7,0,10
5018,0,2,4,0,3,0,2004,12,130000000.0,2,19,4
5019,0,2,4,0,9,2,2011,2,125792000.0,2,1,2
5020,0,2,4,0,9,3,2007,3,189283170.0,5,1,9
5021,1,2,6,1,9,3,2007,1,323600000.0,12,3,14
5022,0,2,5,0,5,4,2015,11,184157572.0,7,4,7
5023,0,1,5,0,20,4,2004,11,100000000.0,1,13,1
5024,0,1,6,0,10,3,2005,2,50000000.0,0,2,4
5025,0,1,4,0,15,0,2011,3,70000000.0,3,1,4
5026,0,2,4,0,10,1,2005,3,40000000.0,1,10,2
5027,0,2,4,0,19,9,2012,7,386582556.0,8,2,12
5029,0,1,3,0,8,2,2016,5,334000000.0,8,1,8
5030,0,2,4,0,3,0,2012,11,45000000.0,2,2,3
5031,0,2,7,1,3,8,2005,9,75600000.0,1,4,4
5032,0,2,4,0,1,1,2006,5,85000000.0,1,3,3
5033,0,1,7,0,5,0,2016,6,50000000.0,0,15,1
5034,1,1,3,0,2,0,2003,6,178000000.0,3,0,4
5035,0,1,4,0,2,1,2010,11,68000000.0,2,1,2
5037,0,2,4,1,9,8,2015,11,774013693.0,14,0,20
5038,0,2,4,0,3,5,2006,5,105000000.0,2,0,4
5039,0,2,4,0,3,1,2002,10,150000000.0,2,1,3
5040,0,2,4,1,18,2,1999,10,169170203.0,3,1,9
5041,0,1,3,0,1,4,2012,10,467854083.0,5,30,6
5042,1,2,4,0,3,2,2007,8,131800000.0,3,15,5
5043,0,1,5,0,1,1,2006,11,40000000.0,1,9,1
5045,0,1,6,0,8,1,2007,3,20000000.0,1,1,2
5046,0,2,4,0,2,1,2008,12,215000000.0,4,2,5
5047,0,2,6,0,3,5,2014,8,249652222.0,7,21,10
5048,0,2,4,0,9,1,2013,9,64000000.0,3,2,3
5049,0,1,4,0,8,1,2007,10,110000000.0,2,3,3
5050,0,1,4,0,7,1,2011,4,50000000.0,3,2,3
5051,0,1,4,0,6,3,2013,6,194500000.0,3,1,5
5052,0,2,3,0,18,1,2016,6,160460990.0,3,13,4
5053,0,2,5,0,19,6,2013,7,150000000.0,4,6,4
5054,0,2,4,0,3,2,2015,8,295000000.0,2,6,11
5055,0,2,5,0,3,0,2010,6,91000000.0,3,14,5
5056,0,2,5,0,3,2,2012,8,122000000.0,4,1,4
5057,0,1,4,0,7,2,2009,5,214400000.0,7,7,8
5058,0,2,4,0,3,2,2010,6,183695650.0,2,4,3
5059,0,1,4,0,8,0,2015,12,184134615.0,2,1,2
5060,0,1,4,0,2,0,2003,9,175000000.0,5,1,5
5061,0,1,5,0,1,0,2016,6,20000000.0,2,1,2
5062,0,1,4,0,7,6,2011,5,243700000.0,6,0,8
5063,0,1,3,1,2,0,2011,7,301200000.0,4,0,4
5064,0,1,5,0,1,3,2016,6,157437000.0,4,4,6
5066,0,2,4,0,3,1,2003,5,62000000.0,1,0,3
5067,0,2,6,1,2,1,2016,6,60000000.0,2,0,3
5068,0,1,4,0,1,2,2012,2,154137380.0,5,1,8
5069,0,2,4,0,3,2,2007,1,60000000.0,1,3,4
5070,0,2,5,1,8,2,2005,5,90000000.0,1,1,6
5071,0,2,5,0,24,2,2003,5,170000000.0,3,0,5
5072,0,2,5,0,3,1,2003,5,30000000.0,0,0,2
5073,0,2,4,0,3,2,2007,2,167712270.0,6,0,8
5074,0,2,5,1,2,8,2001,2,261577124.0,4,12,9
5075,0,2,5,0,3,0,2003,5,47464000.0,0,1,2
5076,0,2,4,0,1,4,2003,4,134605160.0,1,0,8
5078,0,1,4,0,8,3,2016,6,145000000.0,2,1,2
5079,0,1,5,0,2,11,2015,3,284690447.0,3,5,3
