,INCB_DVSN,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MNTH_INCM_AMT_AVG,MAIN_INSR_AMT_SUM,SUM_ORIG_PREM_SUM,EXPR_SUM,CNTT_TERM_AVG,WORK_YEARS_MAX,WORK_YEARS_MIN,EXPR_COUNT
3856,1,0,2,6,0,3,1,1,3,2013,2,2015,1,2360000.0,61000000.0,298233.0,3,3.0,2,2,5
3857,1,0,2,5,0,2,0,1,1,1,1,2015,5,5833333.333333333,87508386.0,368951.0,3,0.0,3,3,6
3858,2,0,2,4,0,3,1,1,4,2003,6,2016,1,1966666.6666666667,150637930.0,443114.0,5,0.1666666666666666,8,4,6
3859,2,0,1,5,0,10,6,1,2,2003,6,2015,2,1450000.0,112241788.0,13504304.0,3,0.5,3,2,4
3860,2,0,2,4,1,3,9,1,4,2003,6,2003,10,1464736.8421052631,494000000.0,1494879.0,8,9.894736842105264,11,1,19
3861,2,0,1,5,0,2,1,1,1,2010,7,2016,1,1875000.0,113601980.0,655725.0,4,0.25,4,2,4
3863,1,1,1,5,0,1,3,1,4,2001,10,2005,12,1382926.8292682928,503893726.0,5966424.0,7,0.1219512195121951,8,8,41
3864,1,0,2,7,0,3,7,1,2,2003,6,2006,7,566666.6666666666,33500000.0,20092830.0,0,0.3333333333333333,25,3,3
3865,1,0,2,5,0,21,0,1,0,2003,6,2006,7,1000000.0,10000000.0,41100.0,0,0.0,4,4,1
3866,1,0,2,4,0,3,1,1,1,2003,6,2014,12,2875000.0,84000000.0,465978.0,1,0.25,11,1,4
3867,1,0,2,6,0,2,1,1,1,2003,6,2003,5,1150000.0,29000000.0,252400.0,0,0.0,11,3,2
3868,1,0,2,6,0,1,0,1,1,2003,6,2003,5,1000000.0,25000000.0,212900.0,0,0.5,3,1,2
3870,1,0,2,6,0,9,3,1,1,2003,6,2004,7,1650000.0,150399520.0,4222483.0,4,0.0,17,1,5
3871,1,0,1,6,0,2,1,1,1,2003,6,2006,3,833333.3333333334,70000000.0,1846400.0,0,0.0,12,12,3
3872,1,0,2,4,0,2,17,1,3,2003,6,2004,2,1480000.0,480000000.0,2174920.0,6,1.4,7,1,10
3873,1,0,2,5,0,2,2,1,2,2001,9,2014,2,1737500.0,230500000.0,721255.0,2,0.375,28,10,8
3874,1,0,1,5,0,1,9,1,7,2003,6,2007,2,1985769.2307692308,334794680.0,11544409.0,8,0.7692307692307693,22,3,13
3875,1,0,2,7,0,2,7,1,3,2003,6,1999,9,2337500.0,118337965.0,614970.0,1,3.375,23,0,8
3876,1,0,2,6,0,9,1,1,2,2003,6,2002,5,1750000.0,31000000.0,223950.0,0,0.0,23,3,2
3877,2,0,2,5,0,3,1,1,0,2003,6,2003,5,1500000.0,10000000.0,60600.0,0,0.0,22,22,1
3878,1,0,2,6,1,9,3,1,4,2000,4,2000,12,1340000.0,130877674.0,549400.0,2,0.0,0,0,5
3879,1,0,2,6,0,3,2,1,3,2001,12,2011,9,666666.6666666666,124000000.0,419900.0,2,0.0,12,0,3
3880,1,0,2,3,0,3,7,1,9,2003,6,2016,6,1750000.0,256000000.0,1577252.0,4,0.0,11,4,6
3882,1,0,1,6,0,8,2,1,1,2003,6,2003,5,1750000.0,92000000.0,12274050.0,1,0.0,1,1,4
3883,1,0,2,5,0,3,2,1,1,2003,6,2003,5,1250000.0,74500000.0,269070.0,0,0.0,6,1,4
3884,2,0,2,5,0,3,2,1,1,2003,6,2004,10,1200000.0,65776190.0,2096740.0,2,0.0,20,20,3
3885,1,0,1,4,0,9,1,1,1,2003,6,2003,5,2000000.0,206000000.0,287220.0,2,0.0,1,1,2
3886,1,0,2,6,0,3,0,1,1,2003,6,2003,5,3000000.0,5003336.0,150000.0,0,0.0,2,2,1
3887,1,0,2,4,0,9,0,1,1,2003,6,2006,5,1875000.0,121568750.0,2714179.0,3,1.0,27,4,4
3888,1,0,1,6,0,8,1,1,2,1999,10,2003,5,600000.0,22000000.0,229500.0,0,0.0,13,3,2
3889,1,0,2,6,0,3,1,1,1,2003,6,2003,5,2500000.0,40000000.0,114940.0,1,0.0,6,6,1
3890,1,0,1,6,0,7,0,1,0,2003,6,2009,1,1000000.0,20000000.0,149160.0,0,0.0,11,3,2
3891,1,0,2,4,0,24,3,1,1,2003,6,2001,12,0.0,91400000.0,2733322.0,2,1.0,7,7,2
3893,1,0,1,5,0,1,42,1,45,2003,6,2004,4,2476923.076923077,787789788.0,46983360.0,8,0.6153846153846154,9,4,13
3894,1,0,1,5,0,8,6,1,7,2003,6,2011,11,2888888.888888889,275000000.0,971752.0,5,0.7777777777777778,17,2,9
3895,1,0,2,3,0,18,2,1,3,2003,7,2014,4,1471428.5714285714,272036870.0,650235.0,6,0.5714285714285714,5,0,7
3896,1,0,2,4,1,3,12,1,14,2003,6,2012,10,1315384.6153846155,351339400.0,12258340.0,4,0.3846153846153846,26,11,13
3897,1,0,2,5,0,9,4,1,4,2003,6,2016,6,2171428.571428572,332363704.0,23026620.0,9,3.2857142857142856,21,4,14
3900,1,0,2,5,0,9,1,1,0,2003,6,2003,5,750000.0,11000000.0,31730.0,0,6.0,3,2,2
3901,1,0,2,4,0,3,0,1,0,2003,6,2007,11,0.0,24000000.0,34760.0,0,3.0,1,1,2
3902,2,1,2,5,1,9,39,1,175,1999,2,2014,8,3637500.0,1516770449.0,105501983.0,28,0.075,18,18,40
3903,2,0,1,4,0,2,0,1,1,2003,6,2003,5,2562500.0,439054390.0,1370336.0,7,2.0,18,1,8
3904,2,1,2,4,0,3,5,1,3,2003,6,2005,9,1840000.0,240253820.0,2101223.0,4,0.8,18,3,5
3905,1,0,2,5,0,3,2,1,0,2003,6,2004,1,723333.3333333334,60000000.0,151850.0,0,0.0,6,0,3
3906,1,0,1,4,0,6,0,1,1,2003,6,2007,5,2000000.0,83839820.0,1568400.0,3,0.0,6,6,3
3907,1,0,2,4,0,18,1,1,1,2004,1,2004,2,200000.0,70000000.0,120450.0,1,1.0,4,4,1
3908,1,0,2,5,1,3,5,1,3,2001,6,1998,10,418461.5384615384,328720000.0,11193955.0,4,1.7692307692307692,9,1,13
3910,2,0,1,4,0,8,2,1,4,1995,2,2013,12,3800000.0,229080000.0,784602.0,5,0.8,17,2,5
3911,2,0,2,5,0,2,10,1,12,2003,6,2011,12,3800000.0,178340000.0,1361891.0,4,2.2,17,1,5
3912,1,0,2,7,1,9,9,1,16,1999,10,2003,4,1591176.4705882352,491278304.0,4369473.0,9,0.4705882352941176,19,2,34
3913,1,0,2,4,0,3,1,1,1,2003,6,2004,8,2750000.0,75000000.0,91100.0,1,0.5,1,1,2
3914,1,0,2,4,0,3,1,1,0,2003,6,2005,1,2333333.333333333,55891860.0,1042300.0,2,0.0,5,5,3
3915,1,0,1,5,0,8,2,1,5,2004,3,2006,8,2250000.0,120000000.0,574520.0,3,2.5,5,5,4
3916,1,0,2,6,1,3,2,1,2,1986,6,2016,6,3250000.0,50000000.0,304128.0,2,0.5,9,3,2
3917,2,0,2,4,0,3,3,1,3,2003,6,2011,7,2250000.0,218000000.0,4183647.0,3,0.5,26,26,6
3918,2,0,2,4,0,3,4,1,3,2003,6,2004,3,1006666.6666666666,368541070.0,10606292.0,8,0.1333333333333333,18,5,15
3919,1,0,2,5,0,3,2,1,6,2003,6,2007,10,2740000.0,105000000.0,1090350.0,3,0.2,12,2,5
3920,2,0,2,4,0,10,0,1,1,2003,6,2009,5,2000000.0,25000000.0,74510.0,1,0.0,13,13,1
3921,2,0,2,3,0,3,1,1,0,2004,10,2005,2,2000000.0,100000000.0,171000.0,2,2.5,13,13,2
3922,2,0,2,5,1,9,1,1,3,2003,6,2009,2,3315384.6153846155,348043480.0,957654.0,12,0.2307692307692307,16,1,13
3924,2,0,1,3,0,2,1,1,3,2009,8,2010,2,5000000.0,278000000.0,897674.0,5,3.0,24,9,5
3925,2,0,2,3,0,3,2,1,4,2004,2,2014,5,2215384.6153846155,478205730.0,1083277.0,9,0.6923076923076923,8,3,13
3926,1,0,2,4,1,9,6,1,12,2003,6,2007,10,3800000.0,581191150.0,2729827.0,13,1.0,8,1,15
3927,1,0,2,4,1,3,2,1,2,1999,7,2002,6,2750000.0,60970927.0,378967.0,1,0.0,2,2,2
3929,1,1,1,3,0,2,0,1,0,2001,10,2003,10,2000000.0,64000000.0,312954.0,1,0.2,26,2,5
3930,1,0,2,3,0,3,1,1,2,2009,6,2016,5,3375000.0,137000000.0,471907.0,4,0.0,8,1,4
3931,1,1,1,5,0,2,0,1,0,2003,6,2005,1,66666.66666666667,55000000.0,117700.0,0,2.333333333333333,14,4,3
3932,1,0,2,4,0,3,0,1,0,2002,8,2012,1,0.0,15000000.0,72352.0,1,0.0,2,2,2
3933,1,0,2,4,0,3,0,1,1,2003,6,2003,5,250000.0,238000000.0,393522.0,8,0.0,15,0,8
3934,1,0,2,5,0,3,3,1,7,2003,3,2016,6,0.0,39190969.0,818587.0,1,2.5,6,2,4
3935,1,0,2,4,0,24,0,1,1,2000,11,2012,2,4000000.0,32000000.0,174889.0,2,1.0,3,1,2
3936,2,0,2,5,0,2,9,1,6,2003,6,2003,5,2454545.4545454546,361835940.0,10583324.0,9,0.1818181818181818,15,6,11
3937,1,0,1,3,0,15,0,1,1,2008,9,2010,8,5900000.0,90000000.0,218560.0,2,5.0,1,0,2
3939,2,0,2,6,0,8,0,1,0,2003,6,2014,7,1500000.0,10000000.0,30100.0,1,5.0,30,30,1
3940,2,0,2,4,0,3,3,1,9,2003,6,2006,8,2318181.8181818184,395837820.0,1552453.0,7,0.4545454545454545,5,1,11
3941,1,0,2,6,1,3,2,1,0,1992,5,2000,9,0.0,40000000.0,71800.0,0,0.0,13,7,3
3942,1,0,2,4,1,9,13,1,11,1997,5,2016,5,1872666.6666666667,717564283.0,3591634.0,13,1.4666666666666666,27,1,30
3943,1,0,1,4,0,15,0,1,0,2003,6,1998,6,2000000.0,154000000.0,590930.0,3,4.0,25,1,5
3944,1,0,1,6,0,1,6,1,7,2003,6,2007,12,2961538.461538461,322486213.0,54639940.0,8,0.1538461538461538,21,8,13
3945,1,1,2,4,0,3,4,1,4,2003,6,1999,12,250000.0,102000000.0,531220.0,1,0.25,3,2,8
3946,1,0,1,5,0,1,0,1,1,2003,6,2006,11,1500000.0,44565010.0,1554251.0,2,0.0,25,1,4
3947,1,0,2,6,0,3,1,1,2,2003,6,2001,2,333333.3333333333,74000000.0,1347270.0,1,0.0,15,2,6
3948,1,0,2,4,0,2,10,1,7,2003,6,2004,5,1277777.7777777778,261000000.0,1012560.0,4,1.0,11,3,9
3949,1,0,1,6,0,2,2,1,2,2003,6,2013,2,2857142.8571428573,150000000.0,1768132.0,4,2.857142857142857,24,6,7
3950,1,0,1,4,0,1,2,1,1,2003,6,2005,10,15000000.0,50000000.0,181600.0,1,1.0,8,7,2
3951,1,1,2,5,0,3,5,1,3,2003,6,2015,2,2200000.0,210000000.0,715226.0,3,1.4,15,2,5
3952,1,0,1,4,0,1,0,1,1,2003,6,2003,5,0.0,30000000.0,158500.0,1,3.0,6,6,1
3953,1,0,1,4,0,8,1,1,1,2003,6,2005,6,1440000.0,120003720.0,2871809.0,3,0.6,2,0,5
3954,1,1,2,5,0,9,9,1,108,2003,6,2011,8,1915384.6153846155,372964650.0,2463306.0,9,0.0,20,2,13
3955,1,1,2,4,1,3,4,1,6,1999,5,2000,9,1408333.3333333333,242306129.0,11756170.0,2,0.0,12,0,12
3956,1,0,1,7,0,1,8,1,3,1999,10,2001,4,1666666.6666666667,58943717.0,30173293.0,0,0.0,6,6,3
3957,1,0,2,5,0,3,2,1,2,2003,6,2003,8,1100000.0,105460000.0,231917.0,1,1.0,11,5,2
3958,1,0,2,4,0,15,4,1,19,2003,6,2005,11,2800000.0,144000000.0,418150.0,0,0.0,27,1,5
3959,1,0,1,4,0,2,3,1,3,2003,6,2007,9,1484615.3846153845,419259900.0,3373340.0,6,14.153846153846152,8,1,13
3960,2,0,2,5,0,4,4,1,4,2003,6,2003,5,2133333.333333333,132899106.0,567200.0,1,0.1666666666666666,21,4,6
3961,1,0,2,3,0,3,1,1,2,2003,6,2009,5,2020000.0,210000000.0,393060.0,2,0.0,4,1,5
3962,1,0,1,4,0,18,2,1,1,2003,6,2004,11,1433333.3333333333,70000000.0,233780.0,1,0.0,3,2,3
3963,1,1,2,4,0,1,0,1,1,2003,6,2011,7,1200000.0,225000000.0,538330.0,2,0.6,20,0,5
3964,1,0,2,4,0,3,0,1,1,2003,6,2003,5,2500000.0,20000000.0,103500.0,0,0.0,3,3,2
3965,1,0,2,5,1,3,6,1,8,2000,5,2002,7,1492857.142857143,209537677.0,11288486.0,3,0.0,15,0,7
3966,2,0,2,6,0,25,4,1,5,2003,6,2003,5,1750000.0,33427318.0,565680.0,0,0.0,26,26,2
3967,1,0,1,7,0,25,3,1,2,2003,6,2007,11,4666666.666666667,62549161.0,50344700.0,3,1.0,35,2,3
3968,1,0,2,5,0,2,1,1,1,2003,6,2008,8,1666666.6666666667,90000000.0,228565.0,1,0.0,13,8,3
3969,1,0,2,4,0,6,1,1,2,2003,6,2011,4,1333333.3333333333,40000000.0,231751.0,2,0.0,17,3,3
3970,1,0,1,5,0,1,4,1,5,2001,6,2004,5,3000000.0,137730248.0,861850.0,3,0.0,4,0,6
3971,1,0,2,5,1,3,8,1,7,2003,6,2016,6,3444444.4444444445,264634000.0,5167902.0,5,0.2222222222222222,16,1,9
3972,1,0,2,6,1,3,11,1,8,1999,10,2001,7,1923076.923076923,215120000.0,8197440.0,4,1.0,9,0,13
3973,1,0,2,3,1,3,0,1,1,2002,4,2002,9,4250000.0,185000000.0,418050.0,3,0.75,13,0,4
3974,1,0,2,5,0,2,2,1,1,2003,6,2004,5,1000000.0,44000000.0,171120.0,0,7.25,4,1,4
3975,1,0,2,3,0,3,3,1,7,2003,6,2009,9,1825000.0,210063445.0,1270599.0,6,1.0,7,2,8
3976,1,0,1,6,0,2,2,1,5,2003,6,2004,2,5000000.0,105250000.0,849080.0,4,3.25,16,4,4
3977,1,0,2,5,0,9,0,1,0,2003,6,2003,5,2000000.0,14700000.0,61397.0,0,0.0,1,1,1
3978,1,0,1,4,0,1,3,1,2,2003,2,2003,5,1500000.0,100000000.0,208950.0,1,0.0,12,12,1
3979,1,0,2,5,1,3,0,1,4,2002,10,2011,8,1000000.0,110000000.0,352895.0,2,0.0,13,1,3
3980,1,0,1,6,0,6,2,1,1,2003,6,2007,1,2000000.0,25886440.0,3063100.0,2,1.0,4,4,2
3981,1,0,2,7,0,3,2,1,2,2003,6,2007,6,1100000.0,61850070.0,1577950.0,2,0.0,10,4,5
3982,1,0,2,5,0,8,2,1,2,2003,6,2006,7,2357142.8571428573,135059280.0,983210.0,4,0.0,11,4,7
3983,2,0,1,5,0,15,2,1,6,2003,6,2008,9,0.0,122800000.0,774945.0,0,2.5,14,0,8
3984,2,0,2,6,0,12,1,1,1,2003,6,2007,11,1560000.0,56000000.0,501900.0,3,5.6,16,4,5
3985,1,1,2,4,1,9,9,1,6,2003,6,2009,2,2760000.0,814637640.0,4555698.0,10,1.55,16,1,20
3986,1,0,2,4,0,2,0,1,5,2006,6,2015,2,2000000.0,40000000.0,127700.0,1,0.0,11,11,1
3987,1,0,2,5,1,3,2,1,3,1986,8,1999,7,1666666.6666666667,289185450.0,1896185.0,8,0.5333333333333333,11,7,15
3988,1,0,1,3,0,1,1,1,1,2003,6,2012,7,1650000.0,70000000.0,156450.0,1,0.0,6,1,2
3989,2,0,1,5,0,2,5,1,10,2003,6,2011,7,3750000.0,346439426.0,2058201.0,6,0.7,20,0,10
3990,1,0,1,7,0,1,9,1,42,2003,6,2006,8,2250000.0,234400000.0,22887320.0,2,0.0,4,1,8
3991,2,0,2,6,0,2,1,1,3,2003,6,2004,10,2333333.333333333,335000000.0,8726810.0,5,0.1666666666666666,14,3,6
3992,2,0,1,4,0,8,1,1,3,2003,6,2001,2,740000.0,52254902.0,485920.0,0,0.0,19,1,5
3993,2,0,2,5,1,9,36,1,29,2003,6,2006,5,5545454.545454546,519600000.0,102859434.0,10,0.0909090909090909,14,1,11
3994,2,0,2,4,0,3,4,1,2,2003,6,2005,6,900000.0,57000000.0,3751340.0,1,0.0,14,12,4
3995,2,0,1,4,0,1,0,1,1,2003,9,2006,8,2800000.0,158263620.0,549483.0,4,0.6,14,5,5
3996,2,0,1,4,0,1,4,1,4,2003,10,2011,7,2000000.0,181000000.0,634578.0,2,4.2,14,3,5
3997,2,0,2,5,0,3,1,1,4,2003,6,2009,6,2400000.0,160000000.0,560670.0,4,0.2,14,9,5
3998,2,0,2,4,0,8,3,1,3,2003,6,2015,12,2433333.333333333,290500000.0,1220094.0,9,3.4,21,7,15
3999,2,0,2,4,0,3,3,1,3,2003,6,2012,8,2000000.0,114400000.0,650672.0,4,0.5,17,4,6
4000,2,0,1,5,0,2,0,1,5,2001,5,2004,10,0.0,170000000.0,1453200.0,1,1.0,18,14,3
4001,2,0,1,6,0,10,2,1,1,2003,6,2003,5,500000.0,44764735.0,335600.0,0,0.0,25,14,2
4002,2,0,2,5,0,3,9,1,5,2003,6,2001,7,2250000.0,190031805.0,959042.0,3,0.0,14,0,6
4003,2,0,2,4,0,3,1,1,1,1999,8,2014,11,1333333.3333333333,66000000.0,320200.0,2,0.6666666666666666,14,3,3
4004,2,0,2,5,0,3,0,1,3,2003,6,2016,5,0.0,60000000.0,393650.0,0,0.0,14,9,2
4005,2,0,1,5,0,10,2,1,1,2003,6,2016,6,750000.0,55000000.0,298027.0,1,0.0,14,6,4
4006,2,0,2,4,0,1,0,1,1,2003,6,2004,10,1875000.0,45000000.0,178100.0,0,0.0,14,9,4
4007,2,0,2,5,1,3,2,1,4,1997,8,1998,5,1857142.857142857,502493777.0,2434990.0,5,0.3333333333333333,14,0,21
4008,2,0,2,5,0,3,0,1,1,2003,3,2016,6,2500000.0,130000000.0,100150119.0,1,1.0,21,14,2
4009,2,0,2,4,0,3,5,1,6,2003,6,2009,2,1800000.0,151003630.0,3734665.0,4,0.2,14,1,5
4010,1,1,2,5,0,3,1,1,5,2005,10,2015,8,2500000.0,150000000.0,301929.0,1,9.333333333333334,15,9,3
4011,1,0,1,5,0,6,3,1,2,2003,6,2016,6,2444444.4444444445,225855598.0,9001442.0,3,2.555555555555556,16,1,9
4012,2,0,2,4,0,2,7,1,9,2003,6,2007,1,1793750.0,808487600.0,2102119.0,9,2.5625,14,1,16
4014,2,0,2,5,1,3,0,1,0,1997,6,2016,6,2000000.0,10000000.0,68500.0,0,0.0,14,14,1
4015,1,0,2,4,0,3,3,1,4,2003,6,2009,12,933333.3333333334,104000000.0,433654.0,2,0.6666666666666666,9,3,3
4016,1,0,2,5,0,3,4,1,2,2001,9,2016,6,2428571.4285714286,174915059.0,5810250.0,5,0.2857142857142857,21,9,7
4017,2,0,2,5,0,2,6,1,15,2003,6,2014,12,7000000.0,256160000.0,1793130.0,2,2.75,21,6,4
4018,1,0,1,6,0,8,9,1,9,2003,6,2001,6,1686956.5217391304,673558664.0,4315588.0,15,0.0869565217391304,16,16,23
4019,2,0,1,5,0,1,0,1,3,2003,6,2014,3,2280000.0,515000000.0,1392487.0,11,0.2,16,0,15
4020,2,0,2,6,0,3,2,1,3,2006,10,2009,7,2666666.6666666665,62000000.0,440000.0,3,1.3333333333333333,16,16,3
4021,2,0,1,6,0,1,1,1,2,2004,1,2010,11,3700000.0,162500000.0,554885.0,3,0.2,16,2,5
4023,2,0,2,3,0,3,8,1,8,2003,6,2013,7,3187500.0,700400000.0,2228309.0,11,0.9375,28,3,16
4025,2,0,2,5,0,2,1,1,2,2003,6,2016,6,1950000.0,62000000.0,208200.0,2,0.0,17,17,2
4026,1,0,2,5,0,3,2,1,3,2004,8,2006,12,3666666.6666666665,112000000.0,378125.0,2,1.3333333333333333,3,3,3
4027,1,0,2,4,0,3,2,1,2,2004,1,2008,2,3142857.1428571427,214685000.0,751943.0,5,0.1428571428571428,10,10,7
4028,1,0,2,6,1,9,2,1,3,2001,9,1999,8,1533333.3333333333,265776313.0,1232800.0,2,1.8,16,0,15
4029,1,0,2,4,0,2,1,1,2,2003,6,2005,1,2340000.0,230000000.0,533450.0,3,0.4,10,10,5
4030,2,0,1,4,0,1,4,1,9,2003,6,2011,12,3000000.0,408000000.0,910499.0,5,0.4,16,6,5
4031,2,0,2,6,0,3,0,1,1,1996,11,2014,8,4333333.333333333,150000000.0,355113.0,1,0.6666666666666666,21,21,3
4032,1,0,2,4,0,2,1,1,1,2003,6,2003,5,2666666.6666666665,60000000.0,111600.0,0,0.0,15,2,3
4033,1,1,2,6,0,3,2,1,11,2003,6,2007,4,3500000.0,80000000.0,1125960.0,2,0.0,8,8,2
4034,1,0,2,4,0,3,5,1,5,2003,6,2007,2,1666666.6666666667,46000000.0,515900.0,2,0.0,3,3,3
4035,1,0,2,6,0,3,2,1,1,2005,1,2006,5,1000000.0,18000000.0,171850.0,1,0.0,1,1,1
4036,2,0,1,5,0,9,1,1,3,2003,6,2004,1,2271428.571428572,270000000.0,1007530.0,4,2.142857142857143,13,10,7
4037,2,0,1,5,0,8,1,1,4,2003,6,2014,6,2900000.0,340940104.0,1607118.0,8,3.0,16,3,10
4038,1,0,2,5,0,19,2,1,9,2003,6,2013,2,3500000.0,80000000.0,194900.0,1,0.0,1,1,1
4041,1,0,2,4,0,2,0,1,0,2003,3,2016,6,3000000.0,150000000.0,259193.0,0,0.3333333333333333,3,3,3
4043,1,0,2,6,0,9,0,1,0,2003,6,2012,4,1875000.0,110000000.0,373289.0,4,3.25,4,4,4
4044,1,0,1,5,0,8,1,1,2,2003,6,2011,6,5500000.0,71989380.0,317685.0,2,1.0,3,3,2
4045,1,0,1,5,0,8,4,1,3,2003,6,2013,3,2966666.6666666665,359147510.0,12241459.0,11,0.4666666666666667,13,3,15
4047,2,0,2,5,1,9,10,1,32,2003,6,2015,6,3458333.333333333,632000000.0,3763611.0,7,1.0833333333333333,5,2,12
4048,2,0,1,4,0,1,1,1,1,2003,6,2013,11,2500000.0,66000000.0,235739.0,2,0.25,9,1,4
4049,1,0,2,4,0,19,1,1,2,2003,6,2011,10,0.0,97435910.0,2518301.0,3,0.0,2,1,7
4050,1,0,1,5,0,10,2,1,10,2003,6,2014,11,2500000.0,405495045.0,1669409.0,7,0.2,19,1,10
4051,2,0,2,4,0,19,2,1,1,2007,10,2013,1,2071428.5714285716,231270270.0,779241.0,6,2.571428571428572,6,3,7
4052,1,0,2,3,0,1,5,1,6,2003,6,2012,4,2954545.4545454546,388040125.0,1809647.0,10,0.7272727272727273,16,0,11
4053,2,0,2,5,0,2,4,1,11,2003,6,2010,10,4954545.454545454,514119457.0,4155626.0,9,0.1818181818181818,8,2,11
4054,1,0,2,4,1,18,4,1,8,2001,10,2003,9,2087500.0,223140000.0,1053396.0,5,0.125,3,0,8
4055,1,0,2,5,1,8,1,1,2,1993,4,2001,11,1166666.6666666667,52794272.0,373861.0,1,0.0,21,1,3
4056,1,0,2,6,1,2,8,1,4,1984,5,2016,6,3062500.0,167243990.0,2431112.0,6,0.5,24,3,8
4057,2,0,2,6,1,3,6,1,5,1986,6,2012,5,1640000.0,158183350.0,13313989.0,6,0.8,29,2,10
4058,1,0,2,4,0,3,10,1,17,2002,7,2009,12,3055555.5555555555,261802721.0,2047146.0,4,1.1111111111111112,14,0,9
4059,1,0,2,5,0,3,4,1,3,2003,6,2007,3,2333333.333333333,155000000.0,591380.0,3,0.0,13,3,3
4060,1,0,1,4,0,1,13,1,20,2003,6,2016,6,6444444.444444444,910640000.0,5498818.0,7,2.2222222222222223,6,1,9
4061,1,0,2,5,1,8,4,1,3,1999,12,2015,9,1862500.0,412805766.0,14480445.0,8,0.5625,20,1,16
4062,1,0,2,7,0,25,0,1,0,2002,1,2005,8,700000.0,100000000.0,9619330.0,2,1.4,11,3,5
4063,1,0,2,6,0,3,2,1,1,2003,6,2003,5,1000000.0,31000000.0,132280.0,0,2.5,14,3,2
4064,1,0,2,5,0,9,3,1,1,2003,6,1998,6,886000.0,112961980.0,389465.0,2,1.0,20,1,5
4065,1,0,2,5,0,1,2,1,1,2003,6,2003,3,1000000.0,51000000.0,138960.0,0,0.0,11,11,4
4066,2,0,2,5,1,24,10,1,12,2001,10,2003,11,1450925.9259259258,1263833247.0,10568611.0,24,0.2037037037037037,26,1,54
4067,1,0,2,4,0,3,4,1,5,2002,8,2008,10,800000.0,63600000.0,658400.0,1,0.0,3,1,5
4068,1,0,2,4,0,3,0,1,0,2003,6,2003,5,0.0,60000000.0,140200.0,0,0.0,23,0,4
4069,1,0,2,5,1,8,2,1,4,1996,5,2015,9,1900000.0,112500000.0,393835.0,2,1.6,23,1,5
4070,1,0,2,6,0,9,3,1,5,2003,6,2001,8,3166666.6666666665,159704000.0,1215588.0,4,0.1666666666666666,11,4,6
4071,1,0,2,5,1,19,8,1,5,1999,10,2003,5,1437500.0,145468318.0,703720.0,1,0.125,13,8,8
4072,1,0,2,4,0,3,3,1,6,2003,6,2015,5,1620000.0,266297978.0,4002432.0,5,0.9,19,1,10
4073,1,0,2,4,0,3,1,1,0,2002,8,2003,5,1066666.6666666667,40000000.0,92100.0,0,0.0,7,7,3
4074,1,0,2,4,1,19,9,1,16,2003,6,2013,9,3118181.8181818184,1004000000.0,2936999.0,15,0.2727272727272727,29,2,22
4075,1,0,2,3,0,3,2,1,2,2003,6,2007,12,2581250.0,276544160.0,3986508.0,5,0.375,13,1,8
4076,1,1,1,5,0,8,1,1,3,2003,6,2007,6,2437500.0,418000000.0,1473441.0,5,0.125,10,2,8
4077,1,0,2,5,0,3,0,1,2,2003,6,2002,12,3500000.0,125500000.0,483880.0,2,0.3333333333333333,7,6,3
4078,1,0,2,4,1,3,7,1,9,1997,10,2000,2,1545454.5454545454,267458948.0,21133214.0,4,0.0,6,1,11
4079,1,0,2,5,0,8,3,1,3,2003,6,2004,2,600000.0,110000000.0,353050.0,2,0.0,20,0,3
4080,1,0,2,4,1,9,11,1,9,1999,12,2001,8,1744444.4444444445,669908893.0,2573769.0,4,0.1851851851851851,22,1,27
4081,1,0,1,6,0,6,0,1,0,2003,6,2003,5,2600000.0,30000000.0,90680.0,0,0.0,2,2,2
4082,1,0,2,6,0,9,2,1,3,2003,6,2013,2,2150000.0,52400000.0,430822.0,3,4.75,11,3,4
4083,1,1,2,5,0,3,0,1,3,2003,6,2004,8,3000000.0,186646155.0,630190.0,2,0.1,3,0,10
4084,1,0,1,5,0,12,12,1,4,2003,6,2009,3,1271428.5714285714,206949543.0,32821000.0,1,0.0,4,2,7
4085,1,0,2,5,0,9,3,1,2,2003,6,2004,11,2066666.6666666667,174302920.0,6142285.0,3,0.0,14,1,9
4086,1,1,1,5,0,8,4,1,3,2003,6,2015,7,2000000.0,245000000.0,686425.0,5,0.1666666666666666,9,1,6
4088,1,0,2,5,1,3,4,1,4,2003,6,2009,6,5333333.333333333,344554970.0,2098962.0,4,1.5,5,1,6
4089,1,0,2,3,0,18,1,1,0,2003,6,2015,8,1125000.0,97426540.0,1059150.0,2,91.75,29,2,4
4090,1,0,2,5,1,9,1,1,1,1996,4,2000,2,1380000.0,217900000.0,611064.0,3,1.0,8,0,10
4091,1,0,2,6,0,2,0,1,0,2003,6,2003,6,2666666.6666666665,27015820.0,3040510.0,2,0.6666666666666666,6,1,3
4092,1,0,2,5,0,3,3,1,3,2003,6,2005,3,2390000.0,304543540.0,3118133.0,7,2.4,6,1,10
4093,2,0,2,4,0,3,2,1,2,2003,6,2003,6,460000.0,140000000.0,325500.0,2,0.0,15,1,5
