CLLT_FP_PRNO,INCB_DVSN,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MNTH_INCM_AMT_AVG,MAIN_INSR_AMT_SUM,SUM_ORIG_PREM_SUM,EXPR_SUM,CNTT_TERM_AVG,WORK_YEARS_MAX,WORK_YEARS_MIN,EXPR_COUNT
10455,R,8969,1,N,1,4,N,8,0,Y,1,1999,10,2000,7,1857142.857142857,701157490.0,6052329.0,14,0.3333333333333333,19,0,21
22542,R,12350,2,,1,3,N,8,0,Y,1,2003,6,2007,10,2000000.0,84000000.0,284850.0,1,0.25,15,0,4
7282,P,7415,1,N,2,5,N,3,2,Y,2,2003,6,2016,6,2800000.0,211700000.0,3534459.0,4,2.4,13,6,5
8390,R,21006,1,Y,2,4,N,3,22,Y,28,2003,6,2012,8,4000000.0,857612760.0,7741831.0,14,37.666666666666664,8,1,18
10601,R,18324,1,N,2,6,N,3,0,Y,0,2003,6,2009,2,0.0,5000000.0,81200.0,0,0.0,1,1,1
10601,R,19408,1,N,1,6,N,16,0,Y,0,1,1,2016,6,0.0,6000000.0,44790.0,0,0.0,1,1,2
22364,P,9343,1,N,1,6,N,3,1,Y,2,2003,6,2007,2,2333333.3333333335,56559130.0,3746500.0,2,0.0,25,25,3
9454,P,665,1,N,2,5,N,2,14,Y,20,2003,6,2016,6,4092857.1428571427,1113000000.0,45815950.0,12,0.42857142857142855,12,12,14
9695,R,2556,1,N,2,6,N,7,1,Y,1,2003,6,2006,8,2000000.0,20000000.0,128200.0,1,1.0,2,2,1
9990,R,1912,2,,2,4,N,18,4,Y,5,2006,10,2016,1,2916666.6666666665,255000000.0,1122163.0,5,0.8333333333333334,17,2,12
11912,R,13986,1,N,1,5,N,6,0,Y,2,2003,6,2007,2,3666666.6666666665,55500000.0,322220.0,1,2.0,14,2,3
11130,R,13078,1,N,1,5,N,1,2,Y,2,2006,11,2007,2,6000000.0,20000000.0,176700.0,1,0.0,4,4,1
10284,R,14446,1,N,2,4,N,3,0,Y,0,2003,6,2003,5,1500000.0,35000000.0,105600.0,0,1.0,7,1,2
3063,R,13454,1,Y,2,3,N,3,0,Y,4,2002,9,2001,9,2470000.0,248999344.0,956903.0,2,1.1,11,0,10
12148,R,3166,1,N,2,4,N,3,0,Y,3,2003,6,2007,2,2200000.0,501300000.0,1471298.0,8,0.4,8,0,15
9920,R,4021,2,,2,5,N,3,3,Y,8,2004,8,2011,8,2428571.4285714286,209407000.0,736770.0,5,0.0,6,4,7
12141,R,9959,1,N,2,4,N,3,2,Y,4,2003,6,2016,6,3300000.0,122000000.0,495035.0,3,0.2,7,1,5
12009,R,13099,1,N,2,3,N,15,0,Y,0,2007,2,2011,12,1000000.0,38000000.0,100681.0,0,5.0,7,6,3
13433,R,8285,1,N,2,4,Y,3,0,Y,6,2001,9,2008,9,5666666.666666667,220000000.0,1041465.0,3,0.3333333333333333,0,0,3
4903,R,15399,1,N,2,3,Y,3,1,Y,3,2008,4,2016,5,3785714.285714286,197000000.0,591944.0,4,1.5714285714285714,7,3,7
10598,R,16296,1,Y,1,5,N,8,1,Y,0,2003,6,2007,6,716666.6666666666,131000000.0,367260.0,2,2.6666666666666665,3,1,6
14766,R,2589,1,Y,2,6,N,2,0,Y,7,2003,6,2013,5,3083333.3333333335,256000000.0,853030.0,5,0.0,8,1,6
14766,R,4345,1,Y,2,5,N,3,4,Y,9,2009,2,2014,5,2583333.3333333335,407859650.0,1199680.0,6,0.0,2,1,6
14869,R,16092,1,Y,2,5,N,3,6,Y,4,2003,6,2004,12,2750000.0,270000000.0,908495.0,4,0.0,15,0,4
11547,R,7135,1,N,1,6,N,1,5,Y,3,2003,6,2003,5,2000000.0,93213420.0,24727570.0,3,72.6,11,4,5
15070,R,1230,1,N,1,3,N,1,0,Y,2,2003,6,2009,10,2750000.0,76000000.0,388166.0,2,1.25,15,4,4
15149,P,16621,1,N,2,4,N,4,4,Y,4,2003,6,2010,4,1250000.0,163000000.0,3235998.0,5,1.0,8,1,6
25278,P,669,1,N,2,5,N,3,6,Y,2,2003,6,2010,2,1183333.3333333333,140000000.0,5070330.0,1,0.0,21,8,6
25278,P,19095,1,N,1,3,N,8,1,Y,1,2003,6,2012,2,1800000.0,120595070.0,550918.0,4,0.0,21,3,4
22860,P,452,1,Y,2,6,N,3,14,Y,6,2003,6,2010,4,3100000.0,283674720.0,19996861.0,10,0.2,24,24,10
16540,R,19521,1,N,2,3,N,24,5,Y,8,1999,5,2013,11,3050000.0,169000000.0,856304.0,5,5.166666666666667,8,2,6
14923,R,2614,1,N,1,6,N,2,11,Y,7,2003,6,2016,6,4200000.0,393772250.0,3897654.0,6,1.6,19,3,10
16595,R,13272,1,Y,2,4,N,19,0,Y,2,2010,10,2013,9,2500000.0,50000000.0,151800.0,1,0.0,1,1,1
1252,P,11843,1,N,2,5,N,3,2,Y,5,2003,6,2004,10,1500000.0,283321890.0,3060558.0,5,0.5,17,0,8
9036,P,6205,1,N,2,3,Y,2,1,Y,4,2004,2,2011,9,2722222.222222222,433701000.0,842425.0,7,1.3333333333333333,13,0,9
16992,R,11793,1,N,2,5,N,19,1,Y,0,2003,6,2011,8,3500000.0,20000000.0,77241.0,1,3.0,4,4,1
17239,P,11090,1,N,2,5,N,3,1,Y,1,2011,12,2011,12,4000000.0,63000000.0,246127.0,2,0.0,6,6,2
13600,R,14179,1,N,1,5,N,9,1,Y,4,2003,6,2013,3,3500000.0,260000000.0,892045.0,3,0.0,6,5,4
17719,R,15549,1,N,2,5,N,8,1,Y,4,2012,4,2012,5,3333333.3333333335,120000000.0,753366.0,3,0.6666666666666666,1,1,3
18384,R,11105,1,N,2,5,N,9,1,Y,5,2012,5,2013,11,2300000.0,177000000.0,940872.0,4,4.0,7,1,5
18869,P,7711,1,N,2,4,N,3,2,Y,2,2003,6,2002,1,0.0,146000000.0,478640.0,2,0.8571428571428571,17,1,7
18869,P,20907,1,N,1,5,N,1,6,Y,14,2003,6,2014,11,2000000.0,155000000.0,605718.0,4,4.5,22,5,4
19096,R,21065,1,N,2,4,N,2,1,Y,2,2003,6,2003,5,2840000.0,155000000.0,372442.0,3,0.0,3,0,5
18959,R,3921,1,N,2,3,Y,9,7,Y,6,2003,9,2016,4,4387500.0,424442126.0,51005667.0,7,3.625,16,4,8
19001,P,19844,1,N,1,6,N,12,1,Y,3,2007,2,2016,6,1760000.0,126566866.0,9896829.0,5,0.4,5,5,5
2079,P,14226,1,N,2,4,N,3,4,Y,8,2003,6,2014,6,3333333.3333333335,157000000.0,996740.0,5,1.8333333333333333,18,4,6
18041,P,12940,1,N,1,4,N,9,1,Y,1,2005,3,2005,11,2375000.0,106000000.0,507723.0,4,1.5,8,6,4
19932,P,8260,1,N,1,5,N,8,21,Y,30,1,1,2010,1,7900000.0,407000000.0,4548528.0,10,1.9,27,2,10
19768,P,4589,1,N,1,5,N,18,7,Y,3,2001,4,2007,6,2000000.0,99263529.0,317700.0,2,0.6666666666666666,6,3,3
20277,P,1266,2,,2,3,Y,9,2,Y,6,2003,6,2016,4,3787500.0,323923578.0,3701975.0,7,0.25,3,1,8
20259,P,14492,1,N,2,4,N,20,38,Y,45,2003,6,2014,5,3733333.3333333335,1023578377.0,37978721.0,20,2.4285714285714284,20,1,21
19032,P,4605,1,N,2,5,N,3,1,Y,3,2001,10,2016,4,1185714.2857142857,205607044.0,1055426.0,1,0.14285714285714285,10,4,7
26352,R,858,2,,2,4,N,9,1,Y,2,2003,6,2010,1,1700000.0,151200000.0,364939.0,3,0.2,7,1,5
22893,R,13451,1,N,2,5,N,3,2,Y,3,2002,7,2002,4,1450000.0,70000000.0,379897.0,2,1.0,8,4,6
28714,R,18154,1,N,1,7,N,7,1,Y,0,2003,6,2001,1,0.0,36000000.0,6246000.0,0,0.0,18,8,3
28394,R,9079,2,,2,5,Y,3,7,Y,7,1998,6,2001,6,469565.2173913043,539741349.0,3286037.0,6,0.5652173913043478,11,4,23
25276,R,16316,1,N,2,5,N,3,3,Y,1,2003,6,2006,9,1000000.0,50000000.0,183400.0,1,0.0,3,2,2
23655,R,18046,1,N,2,6,Y,3,9,Y,5,2000,3,2003,5,2480000.0,182000000.0,650840.0,1,0.0,14,3,10
23819,R,5577,1,N,1,4,N,8,0,Y,0,2003,6,2003,5,2300000.0,115000000.0,425892.0,3,4.8,8,7,5
22251,R,18202,1,N,1,7,N,2,2,Y,0,2003,6,2003,5,0.0,10000000.0,47940.0,0,0.0,8,8,1
26395,R,16370,1,N,1,5,N,9,1,Y,1,2003,6,2003,5,2500000.0,182000000.0,5824688.0,3,0.3333333333333333,2,1,6
2460,P,859,1,N,2,4,N,9,12,Y,19,2003,6,2015,10,2972222.222222222,889000000.0,6710676.0,14,0.5555555555555556,16,2,18
2460,P,17711,1,N,1,3,N,1,1,Y,2,2008,8,2011,12,1100000.0,70000000.0,194590.0,2,0.0,16,16,2
4949,R,1791,1,N,2,3,N,24,1,Y,0,2004,12,2005,1,1200000.0,50000000.0,96800.0,1,0.0,6,6,1
8848,R,2244,2,,2,4,Y,3,3,Y,5,2000,2,1999,6,3442500.0,1967874813.0,16374467.0,18,1.125,7,1,40
24710,R,7375,1,N,2,5,N,2,3,Y,2,2003,6,2009,9,2000000.0,85000000.0,252950.0,2,0.5,19,19,2
8721,R,17232,1,N,2,3,N,3,1,Y,2,2000,2,2010,2,2000000.0,112000000.0,331548.0,1,0.25,23,1,4
9262,R,20846,1,N,1,5,N,1,6,Y,20,2003,6,2007,9,7400000.0,176400000.0,2007594.0,5,2.6,14,0,5
25578,P,3136,1,N,2,4,N,3,3,Y,2,2003,6,1999,4,1125000.0,141544108.0,3495010.0,1,0.0,21,5,8
25578,P,9612,1,N,2,5,N,3,15,Y,16,2003,6,2016,5,4421052.631578947,535416910.0,4063856.0,11,1.4210526315789473,21,9,19
25578,P,10836,1,N,2,5,N,3,5,Y,5,2007,1,2008,2,3078333.3333333335,228000000.0,1227897.0,5,0.5,21,3,6
20716,R,5433,1,N,2,4,N,19,9,Y,11,2003,6,2012,10,3153846.153846154,460852883.0,6407962.0,11,0.6923076923076923,25,1,13
26992,R,11999,2,,1,4,N,8,0,Y,1,2003,6,2008,11,2325000.0,178418030.0,695946.0,4,0.125,19,11,8
26992,R,20297,1,N,2,4,Y,15,3,Y,4,1996,9,2016,6,2975000.0,252500000.0,625820.0,3,1.875,19,2,8
5505,R,11752,1,N,2,5,N,3,0,Y,1,2003,6,2005,10,900000.0,37000000.0,143730.0,1,0.0,9,9,2
29103,R,14408,1,N,1,4,N,8,5,Y,9,2003,6,2000,12,2000000.0,273479116.0,1357650.0,3,0.75,11,11,8
25719,R,1859,1,N,1,4,N,18,1,Y,1,2005,11,2006,2,2000000.0,50000000.0,136550.0,1,0.0,11,11,1
20803,P,9321,1,N,2,6,N,9,3,Y,2,2003,6,2016,5,4000000.0,65000000.0,301600.0,2,0.5,31,31,2
5991,P,18583,1,N,2,5,N,3,3,Y,4,2003,6,2008,8,2150000.0,244881070.0,2443417.0,6,1.5,14,6,10
8908,R,12896,1,N,1,3,N,6,3,Y,4,2004,9,2011,1,2000000.0,116800000.0,406918.0,3,1.6666666666666667,1,1,3
9040,P,9449,2,,1,5,N,2,5,Y,6,2003,6,2011,7,2000000.0,65200000.0,770454.0,3,0.0,12,1,5
22979,R,1259,1,N,2,3,N,3,0,Y,1,2000,12,2013,4,2875000.0,96000000.0,365583.0,4,3.25,13,3,4
3066,R,5436,1,N,2,4,N,19,5,Y,2,2003,6,2008,3,1666666.6666666667,52000000.0,233769.0,1,15.666666666666666,7,7,3
24780,R,20255,2,,2,6,Y,12,8,Y,8,1984,4,2014,10,2454545.4545454546,388813580.0,11627439.0,8,0.7272727272727273,12,7,11
9329,P,18961,1,N,2,4,N,3,1,Y,1,2003,6,2007,3,2000000.0,50000000.0,114000.0,1,0.0,12,8,2
5017,R,12981,2,,2,4,N,19,1,Y,5,2005,9,2011,10,1166666.6666666667,344590700.0,3660561.0,4,5.666666666666667,9,6,6
11439,R,8290,1,N,1,4,N,6,2,Y,13,2000,6,2011,6,4500000.0,278850930.0,648101.0,5,2.125,3,3,8
7209,R,15321,1,N,2,5,N,9,2,Y,5,2006,11,2007,7,4000000.0,63000000.0,534567.0,3,1.6666666666666667,3,1,3
11245,R,19816,1,N,2,4,N,7,1,Y,2,2006,9,2009,5,7000000.0,50000000.0,139010.0,1,2.5,16,1,2
10232,R,8658,1,N,2,4,N,9,3,Y,7,2007,1,2008,2,2760000.0,400000000.0,929551.0,4,0.4,4,0,5
11760,R,1162,1,N,2,4,N,3,1,Y,1,2003,6,2007,2,2000000.0,76000000.0,82130.0,0,0.0,3,1,3
7506,R,11611,1,N,2,6,N,3,2,Y,8,2003,6,2005,12,1500000.0,320248650.0,5282140.0,8,0.5555555555555556,20,2,9
29534,P,22097,1,N,1,4,N,19,0,Y,1,2006,11,2012,10,4428571.428571428,361000000.0,1077433.0,6,0.0,18,5,7
22212,R,13909,1,N,1,5,N,8,0,Y,1,2003,6,2002,1,2725000.0,151601270.0,5475393.0,6,0.25,20,13,8
12612,R,16587,1,N,2,4,N,10,1,Y,2,2003,6,2014,7,2875000.0,142000000.0,730000.0,4,2.0,6,1,4
10009,P,13508,1,Y,2,5,Y,3,0,Y,2,2000,10,1998,8,700000.0,105000000.0,464929.0,3,0.2,12,0,5
21332,P,18666,1,Y,2,5,N,3,6,Y,5,2003,6,2010,10,5200000.0,288000000.0,8578925.0,4,0.4,28,28,5
12847,R,20954,1,N,2,5,N,20,4,Y,14,1993,12,2013,10,3484210.5263157897,1018588000.0,3020958.0,16,4.157894736842105,7,7,19
453,P,12098,1,N,2,4,N,3,7,Y,11,2003,6,2016,6,4818181.818181818,398000000.0,1293691.0,8,1.0909090909090908,17,1,11
12867,P,18843,1,N,2,4,N,9,4,Y,10,2003,3,2013,11,8700000.0,452482947.0,1290667.0,8,0.1,10,1,10
12631,P,14085,1,N,2,5,N,12,0,Y,3,2003,6,2008,5,2571428.5714285714,267991930.0,723650.0,5,0.2857142857142857,13,0,7
13844,P,6046,1,N,2,5,N,3,6,Y,15,2001,8,2010,3,3166666.6666666665,363226420.0,1843449.0,6,3.3333333333333335,9,9,6
30985,P,9737,1,N,1,5,N,10,2,Y,2,2003,6,2003,5,2600000.0,140000000.0,416261.0,3,6.333333333333333,18,8,3
14281,R,21003,1,N,1,4,N,1,0,Y,0,2003,6,2001,8,2200000.0,100000000.0,450161.0,2,0.4,10,3,5
15341,R,19998,1,N,2,3,N,3,0,Y,1,2010,1,2010,1,2200000.0,130000000.0,260760.0,1,0.3333333333333333,2,1,3
16097,R,12022,1,N,2,4,N,3,3,Y,9,2003,6,2015,6,3111111.111111111,283727270.0,840454.0,7,0.7777777777777778,2,1,9
15965,R,16612,1,N,2,4,N,9,9,Y,17,2003,6,2011,1,2650000.0,433200000.0,1611078.0,7,4.0,29,0,10
20336,P,18752,1,N,1,5,N,2,3,Y,2,2003,6,2006,7,2500000.0,147003170.0,13456987.0,5,1.8333333333333333,34,9,6
16364,P,17822,1,N,2,5,N,9,0,Y,1,2010,11,2014,7,2250000.0,80000000.0,254778.0,1,0.25,7,7,4
21494,P,3327,1,N,1,4,N,1,3,Y,27,2003,6,2010,11,2388888.888888889,310594522.0,9770104.0,7,0.7777777777777778,28,16,9
16679,R,2643,1,N,2,6,N,3,0,Y,4,2003,6,2003,2,2200000.0,83000000.0,555560.0,1,0.6,3,1,5
15978,P,2145,1,N,2,4,N,3,1,Y,5,2011,9,2012,4,3285714.285714286,458000000.0,1611820.0,7,3.142857142857143,7,7,7
17807,R,7648,1,N,2,4,N,3,1,Y,2,2003,6,2016,4,3500000.0,74000000.0,363700.0,3,2.3333333333333335,2,1,3
17901,R,18956,1,N,2,4,N,18,1,Y,2,2003,6,2016,6,2585166.6666666665,141600000.0,546884.0,4,0.3333333333333333,19,3,6
16070,P,18293,1,N,1,6,N,1,11,Y,10,2003,6,2015,1,5583333.333333333,329200000.0,1330310.0,4,1.1666666666666667,15,7,6
17918,P,14162,1,N,2,5,N,8,0,Y,0,2003,6,2016,6,2000000.0,20000000.0,59373.0,1,3.0,6,6,1
17757,R,14038,1,N,2,5,N,3,7,Y,7,2003,6,2015,7,2928571.4285714286,437839604.0,5256894.0,11,0.2857142857142857,19,5,14
18920,R,16239,1,N,2,5,N,3,2,Y,1,2003,6,2013,1,1125000.0,102000000.0,242505.0,1,0.0,8,2,4
18727,P,12342,1,N,2,3,N,2,0,Y,2,2003,6,2013,2,1325000.0,225000000.0,465390.0,2,0.25,24,3,4
19068,P,10876,1,N,2,4,N,9,0,Y,2,2007,7,2013,8,1666666.6666666667,84000000.0,308880.0,3,0.0,10,3,3
19068,P,21026,1,N,2,4,N,3,1,Y,0,2003,6,2016,6,1750000.0,30000000.0,140539.0,1,0.5,6,4,2
19213,R,1053,1,N,2,4,N,19,0,Y,1,2003,6,2013,6,3500000.0,55000000.0,247342.0,1,6.0,2,2,2
20020,P,12009,1,N,2,4,N,8,1,Y,8,2003,6,2015,6,2511111.111111111,343000000.0,1352255.0,7,1.1111111111111112,4,0,9
19952,P,8431,1,N,2,5,N,3,27,Y,32,2004,3,2011,5,3823529.411764706,539104355.0,82887751.0,15,0.058823529411764705,15,3,17
25469,R,9717,1,N,1,5,N,8,1,Y,0,2003,6,2003,5,1000000.0,42100000.0,287698.0,1,1.3333333333333333,15,5,3
26721,R,2843,2,,2,5,N,2,4,Y,2,2003,6,2006,7,1100000.0,112223030.0,2893100.0,2,0.14285714285714285,14,1,7
24890,R,16061,1,N,2,6,N,3,2,Y,2,2003,6,2003,2,1000000.0,50000000.0,240600.0,0,0.0,8,8,3
23085,R,83,1,N,2,6,N,12,11,Y,10,2002,10,2011,3,2000000.0,274000000.0,1226337.0,5,1.0,28,6,6
25081,R,9434,2,,2,5,N,3,1,Y,4,2003,6,2002,9,800000.0,306000000.0,711000.0,2,0.9,4,0,10
28202,R,14213,1,N,2,4,N,3,6,Y,13,2003,6,2007,3,5883333.333333333,719795992.0,4006359.0,11,1.1666666666666667,17,1,18
23092,R,11983,1,N,2,5,N,3,0,Y,0,2003,6,2003,5,0.0,20000000.0,40000.0,0,0.0,11,11,1
28787,R,693,1,N,1,5,N,1,9,Y,6,2003,6,2016,6,2142857.1428571427,195000000.0,866910.0,2,0.42857142857142855,9,3,7
28691,R,16365,1,N,2,5,N,3,7,Y,5,2003,6,2013,7,1956250.0,366000000.0,24765072.0,4,0.5625,13,0,16
28326,R,13403,1,N,1,4,N,1,8,Y,20,2001,1,2016,2,1700000.0,118000000.0,657620.0,4,0.0,25,0,5
31146,R,671,1,Y,2,5,N,3,0,Y,0,2003,6,2003,1,500000.0,25000000.0,96850.0,0,0.0,7,4,2
30293,R,2836,1,N,1,5,N,8,0,Y,0,2003,6,2003,5,2000000.0,20000000.0,61700.0,0,0.0,2,2,1
1836,R,2270,1,N,2,4,N,3,5,Y,3,2001,8,2010,7,2177777.777777778,206949730.0,1796500.0,4,0.1111111111111111,16,0,9
323,R,7104,1,N,1,6,N,10,5,Y,7,2003,6,2016,6,2083333.3333333333,109485464.0,956048.0,2,0.5,16,0,6
472,R,16654,1,Y,1,4,N,5,0,Y,0,2003,6,2003,5,2000000.0,10000000.0,3308000.0,0,0.0,0,0,1
2084,R,9441,1,N,2,5,N,3,1,Y,1,2003,6,2004,9,2250000.0,36000000.0,376150.0,1,0.5,1,1,2
700,R,13765,1,N,1,6,N,1,2,Y,2,2003,6,2003,5,2000000.0,55000000.0,208440.0,1,0.0,2,2,1
26838,R,833,1,N,1,5,N,10,0,Y,0,2003,6,2003,6,2533333.3333333335,120000000.0,4554150.0,2,0.6666666666666666,4,3,3
21743,P,6987,1,N,1,7,N,8,0,Y,0,2003,6,2005,7,666666.6666666666,50000000.0,80848.0,0,0.6666666666666666,27,27,3
9457,R,11251,1,Y,2,4,Y,24,1,Y,8,2002,7,2002,6,1826666.6666666667,893000000.0,2262740.0,6,0.26666666666666666,2,1,15
25253,P,20836,1,N,1,5,N,8,3,Y,3,2003,6,2016,6,2150000.0,77000000.0,315790.0,2,0.0,21,1,2
4282,P,6025,1,N,2,5,N,3,3,Y,5,1999,9,2014,3,5222222.222222222,219000000.0,591531.0,6,1.6666666666666667,15,15,9
921,R,4244,1,N,2,4,N,1,1,Y,1,2007,2,2007,2,2000000.0,80000000.0,388300.0,2,0.0,12,12,2
27124,P,3183,1,N,2,4,Y,3,4,Y,6,2003,6,2012,7,2146153.846153846,527363000.0,1440659.0,9,0.3076923076923077,20,1,13
24433,P,2787,1,N,2,5,N,3,1,Y,11,2003,6,2006,7,3222222.222222222,215200000.0,2184279.0,6,0.0,22,2,9
26327,R,7046,1,N,1,6,N,6,3,Y,2,2003,6,2015,8,3000000.0,60000000.0,236474.0,0,0.0,9,9,2
22678,R,7532,1,N,2,5,N,2,3,Y,8,2003,6,2015,9,1799130.4347826086,736838096.0,3220294.0,18,5.434782608695652,19,0,23
7430,R,11185,1,N,2,6,Y,9,25,Y,14,2003,6,2010,11,2290697.6744186045,723108078.0,14889960.0,14,0.32558139534883723,9,6,43
8139,R,22023,1,N,1,4,N,8,0,Y,0,2006,1,2016,6,0.0,10000000.0,83750.0,0,0.0,6,6,2
9887,R,3774,1,N,1,5,N,8,1,Y,35,1997,10,2006,6,5000000.0,314000000.0,3623050.0,2,0.5,2,2,2
10565,R,14441,1,N,1,4,N,1,0,Y,1,2003,6,2003,5,2200000.0,208292994.0,884500.0,2,0.16666666666666666,17,0,6
7225,R,6878,1,Y,2,5,Y,3,5,Y,6,1991,5,2010,2,2583333.3333333335,632053850.0,10240810.0,9,0.3333333333333333,11,3,12
20491,P,3031,1,N,2,5,N,8,1,Y,2,2003,6,2014,4,3333333.3333333335,165000000.0,547630.0,3,2.6666666666666665,32,13,3
11038,R,14419,1,N,1,4,N,1,1,Y,0,2003,6,2001,8,2075000.0,113000000.0,349380.0,1,0.0,17,1,4
10951,R,15753,2,,2,4,Y,3,1,Y,0,1997,1,2010,12,600000.0,55000000.0,248550.0,0,0.4,6,1,5
10951,R,20572,1,Y,1,6,N,8,1,Y,3,2003,6,2002,4,1888888.888888889,230482556.0,1112671.0,3,1.4444444444444444,9,1,9
23418,R,4679,1,N,2,5,Y,3,20,Y,21,1992,8,2016,3,3342307.6923076925,1265356491.0,112998274.0,20,0.11538461538461539,14,2,26
11853,P,18313,1,Y,1,6,N,17,1,Y,2,2003,6,2014,9,1833333.3333333333,33400000.0,315759.0,2,0.0,10,10,3
11853,P,18372,1,Y,2,6,N,3,6,Y,11,2003,6,2010,9,4400000.0,245000000.0,1918248.0,5,1.6,10,1,5
20857,R,19860,2,,1,4,N,8,3,Y,2,2007,3,2009,12,3000000.0,50000000.0,200000.0,1,0.0,26,26,1
2098,R,12047,1,N,2,4,N,3,0,Y,6,2003,6,2009,6,3428571.4285714286,337250000.0,915973.0,3,5.285714285714286,23,2,7
9219,R,13130,1,N,2,3,N,3,2,Y,3,2007,9,2010,11,1754545.4545454546,295463400.0,728993.0,6,0.36363636363636365,9,6,11
13523,R,2971,1,N,2,5,N,9,8,Y,8,2003,6,2009,5,1864545.4545454546,344719960.0,5682194.0,9,0.6363636363636364,13,4,11
12235,R,16392,1,N,2,5,N,9,7,Y,6,2003,6,2010,10,2258333.3333333335,410585231.0,10876634.0,7,0.75,10,5,12
13119,P,21210,2,,2,4,Y,9,11,Y,17,2003,6,2015,9,3668750.0,713138230.0,1969734.0,10,0.5625,9,4,16
5267,R,8443,1,N,1,3,N,15,2,Y,4,2004,4,2007,12,3000000.0,494134000.0,1244482.0,4,0.14285714285714285,9,9,7
14240,R,3124,1,N,2,4,N,3,0,Y,1,2003,6,2005,5,1000000.0,23000000.0,183330.0,0,1.0,5,2,2
14697,P,16334,1,Y,2,5,N,3,11,Y,8,2003,6,2009,8,1000000.0,150000000.0,100175400.0,2,0.5,8,8,2
14727,P,2033,1,N,2,5,N,3,1,Y,1,2009,6,2016,1,3500000.0,40000000.0,346391.0,2,7.5,8,8,2
15240,R,17220,1,Y,2,3,N,3,10,Y,13,1998,11,2011,2,2700000.0,421720000.0,2218166.0,7,2.375,17,0,8
9934,P,8608,1,N,1,3,N,8,0,Y,1,2006,3,2010,7,3000000.0,50000000.0,116860.0,1,1.0,12,12,1
15664,R,20935,1,N,2,5,N,2,3,Y,4,1993,7,2010,8,2800000.0,132600000.0,514484.0,3,7.0,23,3,4
16649,R,6645,2,,2,3,N,3,1,Y,5,2010,7,2016,4,2500000.0,124625533.0,439087.0,3,1.5,1,1,4
17017,R,4299,1,N,2,3,N,3,0,Y,0,2008,1,2016,6,2000000.0,30000000.0,76384.0,1,1.0,2,2,1
13172,P,13753,2,,2,6,N,3,10,Y,10,2003,6,2010,12,2590909.090909091,289900000.0,2147049.0,8,1.5454545454545454,9,1,11
17242,R,16436,1,N,1,5,N,1,0,Y,0,2003,6,2002,11,300000.0,150000000.0,390696.0,2,0.0,2,1,4
17306,R,3140,1,N,2,4,N,3,1,Y,2,2003,6,2003,1,1600000.0,140000000.0,271911.0,2,0.0,5,0,5
14834,R,1128,1,N,2,4,N,3,0,Y,1,2003,6,2014,6,5000000.0,62129080.0,100000.0,1,0.0,5,5,1
15907,R,6462,1,N,2,4,N,9,1,Y,4,2007,1,2014,2,2750000.0,80000000.0,541713.0,4,0.0,16,2,4
18663,R,7192,1,N,1,6,N,15,3,Y,3,2003,6,2014,11,2500000.0,234179012.0,36396711.0,6,3.0,20,0,7
11004,R,14961,1,N,2,4,N,3,3,Y,15,1996,6,2010,6,2590909.090909091,459662870.0,1640913.0,8,3.909090909090909,9,3,11
13129,R,591,1,N,2,5,N,3,0,Y,1,2003,6,2014,4,3000000.0,20000000.0,123571.0,2,0.0,6,3,2
19889,P,21302,1,Y,2,3,Y,9,15,Y,131,2003,6,2014,7,4208333.333333333,459741540.0,8489978.0,16,0.08333333333333333,15,3,24
17181,P,9420,1,N,2,5,N,3,12,Y,12,2003,6,2003,5,3571428.5714285714,615000000.0,1542910.0,7,0.0,24,6,7
21549,R,368,1,N,1,6,N,1,2,Y,1,2003,6,2016,6,1000000.0,55000000.0,278790.0,1,0.0,21,11,2
23863,R,17966,1,N,2,7,N,3,5,Y,0,2000,3,2006,9,0.0,60000000.0,97400.0,0,0.5,8,5,4
28095,R,5467,1,N,2,4,N,9,1,Y,3,2003,6,2015,6,2100000.0,152500000.0,447230.0,2,0.0,22,0,5
24238,R,15723,1,N,2,6,Y,3,1,Y,0,1986,2,2003,5,0.0,50000000.0,111500.0,0,0.0,4,3,3
28036,R,142,1,Y,2,4,Y,3,3,Y,1,1994,11,2004,3,800000.0,98376070.0,3270999.0,4,0.0,18,1,5
20560,R,20707,1,N,2,5,N,3,0,Y,0,2003,6,2003,5,0.0,20000000.0,26900.0,0,6.0,26,26,1
21136,R,15942,1,N,2,6,N,25,4,Y,3,2003,6,2001,8,375000.0,100000000.0,3265100.0,1,0.25,20,20,4
22182,R,9168,1,N,1,7,N,25,2,Y,1,2003,6,2003,5,150000.0,62000000.0,309780.0,1,0.5,10,10,2
27837,R,15928,1,Y,2,6,N,3,1,Y,0,2003,6,2004,5,1062500.0,75314030.0,1006920.0,2,0.25,9,1,4
27986,R,154,1,N,2,4,Y,3,0,Y,0,1998,10,1998,12,500000.0,97400000.0,334770.0,4,0.8333333333333334,12,1,6
25039,P,20484,1,N,1,6,N,2,0,Y,0,2003,6,2003,6,0.0,20000000.0,69400.0,0,1.0,21,21,1
