INDEX,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
8016,11284,1,Y,2,6,7222,20,Y,3,7,Y,8,0,0,6,1999,10,2003,6
8018,11286,1,N,2,6,27500,20,Y,3,23,Y,25,2,33,28,2000,9,2002,2
8020,11288,2,,2,6,88333,20,Y,3,0,Y,24,0,0,2,1989,8,2016,6
8021,11289,1,N,2,6,52723,12,Y,1,5,Y,1,1,34,4,1985,12,2007,2
8022,11290,1,N,2,6,2531,11,Y,3,4,Y,7,2,34,3,1990,9,2003,4
8025,11293,1,Y,2,5,9166,20,Y,2,0,Y,2,1,29,0,1989,6,2016,6
8026,11294,1,N,2,5,26527,20,Y,3,7,Y,8,1,35,3,1993,7,2003,8
8027,11295,1,N,2,5,63611,20,Y,3,24,Y,13,2,28,22,1992,5,2005,1
8028,11296,1,N,2,5,44364,12,Y,9,5,Y,9,1,31,6,1998,2,2013,9
8029,11297,1,N,2,5,8611,20,Y,3,0,Y,6,0,0,1,1991,2,2005,12
8030,11298,1,N,1,5,11625,99,N,2,1,Y,1,0,0,0,2001,4,2014,3
8033,11301,1,N,2,5,14444,20,Y,3,2,Y,8,2,25,5,1996,6,2015,10
8034,11302,1,N,2,5,23888,20,Y,10,2,Y,19,2,31,1,1988,11,2007,6
8036,11304,1,N,2,5,5833,20,Y,9,10,Y,1,0,0,4,1992,5,2006,11
8037,11305,1,N,2,5,10694,20,Y,3,8,Y,6,1,31,8,1995,5,2002,12
8038,11306,1,Y,2,5,10090,12,Y,1,0,Y,1,2,25,1,1994,10,2008,6
8039,11307,1,Y,2,5,19757,20,Y,9,17,Y,8,1,24,9,1997,8,2002,12
8040,11308,1,Y,2,5,13888,20,Y,3,3,Y,6,2,26,5,1995,5,2015,2
8041,11309,1,N,2,5,5628,12,Y,3,21,Y,8,2,22,14,1999,12,2006,4
8042,11310,1,N,2,5,32777,20,Y,8,12,Y,8,2,22,9,1998,7,2016,6
8043,11311,1,N,2,5,17635,12,Y,9,12,Y,8,2,22,10,2001,5,2011,6
8044,11312,1,N,2,5,17777,20,Y,3,6,Y,15,2,21,5,1993,6,2005,3
8045,11313,1,N,2,5,2594,99,Y,9,1,Y,7,2,20,1,1996,8,2014,9
8046,11314,2,,2,5,19027,20,Y,9,4,Y,8,2,28,14,1998,5,2006,10
8047,11315,1,N,2,4,8468,40,Y,9,3,Y,15,2,22,4,1996,10,2003,2
8049,11317,1,N,2,4,1585,12,Y,24,4,Y,6,2,18,4,1996,11,2016,2
8050,11318,1,N,1,4,13976,40,Y,15,16,Y,2,1,19,19,2001,8,2013,4
8051,11319,1,N,2,4,49444,20,Y,9,13,Y,1,2,16,11,1997,5,2016,5
8052,11320,1,N,2,4,9848,11,Y,3,4,Y,8,1,19,3,1999,10,2016,6
8054,11322,1,N,2,4,8245,12,Y,3,5,Y,8,1,13,6,2002,1,2003,5
8055,11323,1,N,2,3,38888,20,N,1,3,Y,8,2,7,1,1997,2,2000,12
8056,11325,1,N,2,4,42638,20,N,3,12,Y,1,1,23,11,2002,12,2011,7
8057,11326,1,N,1,5,22361,20,N,8,1,Y,8,2,25,1,2002,12,2003,5
8060,11329,1,N,2,5,11111,30,N,12,1,Y,8,1,32,1,2002,12,2011,9
8064,11333,1,N,2,6,12222,20,Y,9,1,Y,1,1,34,1,2003,1,2016,5
8065,11334,1,N,1,5,14994,40,N,2,1,Y,3,1,30,6,2003,3,2001,8
8066,11335,1,N,2,4,4992,13,N,2,11,Y,2,2,15,9,2003,3,2006,4
8067,11336,1,N,2,5,23333,20,Y,9,9,Y,10,1,16,19,2003,3,2013,9
8068,11337,1,N,2,5,17183,12,Y,9,4,Y,9,2,16,9,2003,3,2012,10
8069,11338,2,,1,4,4762,12,N,8,6,Y,3,3,17,6,2003,4,2009,5
8070,11339,1,N,2,5,13456,12,N,25,1,Y,8,2,21,1,2003,4,2009,6
8071,11340,1,N,1,3,14444,30,N,8,1,Y,1,1,10,4,2003,4,2005,10
8072,11342,1,N,1,5,16111,30,N,9,1,Y,3,1,24,0,2003,4,2003,5
8081,11387,1,N,2,7,18333,30,N,3,0,Y,8,0,0,0,2003,6,2008,7
8086,11393,1,N,2,7,8874,13,N,25,4,Y,21,0,0,3,2003,6,2013,8
8088,11395,1,N,1,7,15833,30,N,2,1,Y,3,2,30,0,2003,6,2007,8
8089,11396,1,Y,1,7,8245,40,N,25,3,Y,9,0,0,1,2003,6,2007,8
8092,11401,1,N,2,7,43970,12,N,3,2,Y,13,0,0,0,2003,6,2003,5
8093,11405,1,N,1,7,30315,20,N,8,0,Y,2,0,0,0,2003,6,2003,5
8095,11407,1,N,2,7,1120,11,N,7,2,Y,7,0,0,3,2003,6,1999,12
8097,11409,1,N,1,7,24027,20,N,6,2,Y,1,1,17,4,2003,6,2003,5
8101,11413,1,N,2,7,4883,99,N,3,5,Y,7,0,0,1,2003,6,2004,6
8102,11414,1,N,1,7,12721,12,N,9,1,Y,3,0,0,1,2003,6,2003,5
8103,11415,1,N,1,7,47222,20,N,25,2,Y,3,0,0,2,2003,6,2006,4
8106,11418,2,,2,7,15488,12,N,3,6,Y,2,0,0,2,2003,6,2001,2
8110,11423,1,Y,1,7,4310,12,N,8,0,Y,2,0,0,2,2003,6,1999,7
8114,11429,1,N,2,7,5048,99,N,3,2,Y,1,0,0,1,2003,6,2003,3
8115,11430,1,N,1,7,4971,11,N,7,2,Y,3,0,0,0,2003,6,2015,4
8117,11432,1,N,2,7,45000,20,N,3,2,Y,1,0,0,0,2003,6,2027,8
8118,11434,1,N,1,7,8235,40,N,7,0,Y,3,0,0,1,2003,6,2014,7
8120,11436,1,N,1,6,3817,12,N,9,11,Y,3,0,0,8,2003,6,2006,1
8121,11437,1,N,1,6,7669,12,N,12,1,Y,2,1,25,0,2003,6,2013,1
8123,11439,1,Y,1,6,3332,13,N,2,1,Y,3,1,21,1,2003,6,2003,5
8127,11443,1,N,2,6,7395,99,N,3,1,Y,3,0,0,1,2003,6,2003,5
8130,11447,1,N,1,6,11666,20,N,12,0,Y,25,0,0,0,2003,6,2016,6
8131,11448,1,N,2,6,36666,20,N,25,1,Y,1,0,0,1,2003,6,2003,6
8133,11452,1,N,2,6,76527,20,N,3,4,Y,2,0,0,4,2003,6,2009,4
8137,11456,1,N,1,6,6944,20,N,25,0,Y,12,3,24,3,2003,6,2002,2
8139,11458,1,N,2,6,3323,40,N,9,0,Y,9,0,0,1,2003,6,2008,7
8140,11461,1,N,2,6,5833,30,N,3,1,Y,1,0,0,2,2003,6,2002,4
8141,11463,1,N,2,6,13611,30,N,25,2,Y,6,0,0,1,2003,6,2003,5
8146,11469,1,N,2,6,0,20,N,25,2,Y,1,0,0,2,2003,6,2004,5
8147,11471,1,N,1,6,12639,12,N,10,3,Y,3,1,34,1,2003,6,2003,12
8148,11472,1,N,1,6,13750,30,N,8,0,Y,25,0,0,1,2003,6,2004,12
8150,11474,1,N,1,6,9892,99,N,1,0,Y,25,0,0,0,2003,6,2003,7
8151,11475,1,N,2,6,15694,20,N,2,0,Y,2,0,0,2,2003,6,2007,3
8153,11480,1,N,2,6,7777,20,N,8,1,Y,6,0,0,1,2003,6,2016,6
8154,11481,1,N,2,6,2777,20,N,2,3,Y,3,0,0,1,2003,6,2003,5
8155,11482,1,N,1,6,17622,11,N,6,6,Y,3,1,35,7,2003,6,2007,4
8157,11484,2,,2,6,17500,20,N,12,1,Y,8,0,0,1,2003,6,2011,3
8158,11485,1,N,2,6,28611,20,N,4,5,Y,2,0,0,4,2003,6,2012,6
8159,11486,2,,2,6,8332,40,N,3,2,Y,6,0,0,1,2003,6,2005,3
8161,11488,1,N,2,6,5603,12,N,2,4,Y,2,0,0,7,2003,3,2008,6
8162,11489,1,N,2,6,3422,30,N,3,1,Y,8,0,0,0,2003,6,2003,5
8163,11490,1,N,2,6,5108,40,N,9,5,Y,25,0,0,12,2003,6,2001,12
8164,11491,1,N,2,6,12361,20,N,3,4,Y,12,0,0,2,2003,6,2008,3
8173,11501,1,Y,1,6,7037,13,N,12,0,Y,3,0,0,0,2003,6,2010,11
8176,11506,1,N,1,6,15024,20,N,6,3,Y,9,0,0,1,2003,6,2003,7
8177,11507,2,,2,6,5760,12,N,3,3,Y,8,0,0,4,2003,6,2006,11
8178,11508,1,N,2,6,30062,20,N,25,9,Y,1,1,5,8,2003,6,2014,3
8179,11509,1,N,2,6,50833,20,N,1,6,Y,1,0,0,3,2003,6,2003,5
8181,11511,1,N,2,6,25216,12,N,8,0,Y,6,0,0,0,2003,6,2003,5
8182,11512,1,N,2,6,9500,11,N,3,4,Y,7,0,0,2,2003,6,2005,7
8183,11513,1,N,2,6,1236,11,N,3,1,Y,7,0,0,1,2003,6,2003,7
8184,11515,1,N,2,6,11291,11,N,3,3,Y,25,0,0,1,2003,6,2009,2
8186,11517,1,N,2,6,32361,20,N,3,0,Y,8,1,34,1,2003,6,2011,3
8187,11518,1,N,2,6,56527,20,N,3,3,Y,2,0,0,6,2003,6,2002,5
8189,11520,1,N,1,6,16140,99,N,2,2,Y,2,1,33,15,2003,6,2001,10
8190,11521,1,N,2,6,9722,20,N,3,7,Y,1,0,0,11,2003,6,2003,4
8193,11525,1,N,2,6,4305,30,N,25,9,Y,1,1,35,10,2003,6,2014,10
8197,11530,1,N,2,6,9251,30,N,3,2,Y,2,0,0,7,2003,6,2001,9
8198,11531,1,Y,2,6,34305,20,N,25,14,Y,2,1,35,12,2003,6,2010,10
8205,11539,1,N,2,6,22222,20,N,3,0,Y,12,1,35,0,2003,6,2003,5
8206,11540,1,N,2,6,17638,20,N,3,2,Y,8,1,35,2,2003,6,2007,10
8207,11541,1,N,1,6,14861,20,N,1,1,Y,3,0,0,1,2003,6,2003,5
8208,11542,1,N,2,6,14420,12,N,25,6,Y,12,2,30,3,2003,6,1999,10
8209,11544,1,N,1,6,24938,11,N,13,3,Y,3,1,33,2,2003,6,2003,5
8211,11546,1,N,2,6,13888,20,N,3,9,Y,12,0,0,5,2003,6,2004,2
8212,11548,1,N,2,6,7629,40,N,25,2,Y,9,0,0,14,2003,6,2009,3
8213,11549,1,N,2,6,16250,20,N,3,2,Y,12,2,24,2,2003,6,2011,9
8216,11553,1,N,2,6,5976,99,N,12,3,Y,9,1,34,2,2003,6,2003,8
8218,11556,1,N,1,6,3159,12,N,2,0,Y,3,2,33,0,2003,6,2003,3
8219,11559,1,Y,1,6,6013,99,N,7,5,Y,7,1,33,5,2003,6,2016,6
8220,11560,1,N,2,6,4384,40,N,3,4,Y,2,0,0,3,2003,6,2013,2
8221,11561,1,Y,2,6,9027,20,N,3,0,Y,2,0,0,0,2003,6,2000,7
8222,11564,1,N,2,6,6915,11,N,3,0,Y,8,0,0,0,2003,6,2016,6
8223,11565,1,Y,2,6,4200,12,N,3,5,Y,8,1,30,2,2003,6,2001,4
8224,11566,1,N,2,6,23506,11,N,3,1,Y,9,1,34,1,2003,6,2003,5
8226,11568,1,N,2,6,49539,11,N,4,14,Y,9,2,30,20,2003,6,2012,7
8227,11569,1,N,2,6,13976,99,N,2,4,Y,2,1,26,5,2003,6,2002,5
8228,11571,1,N,1,6,8903,13,N,2,0,Y,2,1,35,1,2003,6,2001,2
8229,11572,1,N,1,6,1617,12,N,7,1,Y,8,1,34,1,2003,6,2003,7
8230,11576,1,N,1,6,7103,99,N,2,4,Y,3,0,0,6,2003,6,2001,12
8233,11579,1,N,2,6,30833,20,N,3,6,Y,9,0,0,5,2003,6,2013,9
8234,11580,1,N,2,6,22361,20,N,8,1,Y,9,1,34,1,2003,6,2003,5
8235,11581,1,N,1,6,13333,20,N,2,2,Y,3,0,0,1,2003,6,2005,1
8238,11584,1,N,1,6,17777,20,N,8,4,Y,9,1,35,3,2003,6,2015,9
8239,11585,1,N,2,6,22222,20,N,3,2,Y,1,0,0,2,2003,6,2005,11
8240,11586,1,N,1,6,21666,20,N,8,2,Y,9,2,28,4,2003,6,2012,9
8242,11588,1,N,1,6,17683,30,N,1,0,Y,8,2,27,1,2003,6,2003,4
8243,11589,1,N,1,6,60555,20,N,1,2,Y,3,2,29,5,2003,6,2014,11
8244,11590,1,N,2,6,21666,20,N,3,1,Y,8,1,32,0,2003,6,2004,4
8247,11594,1,N,2,6,13888,30,N,3,1,Y,25,0,0,0,2003,6,2004,5
8248,11595,1,N,1,6,25138,20,N,1,1,Y,3,0,0,0,2003,6,2003,12
8249,11596,1,N,1,6,24475,99,N,8,0,Y,2,2,28,1,2003,6,2013,2
8251,11598,2,,2,6,9330,30,N,12,3,Y,8,1,33,3,2003,6,2010,3
8252,11600,1,N,2,6,9907,11,N,3,3,Y,9,1,29,2,2003,6,2016,6
8253,11601,1,N,2,6,14835,40,N,9,14,Y,2,2,22,19,2003,6,2010,6
8254,11603,2,,2,6,16250,20,N,8,2,Y,3,0,0,3,2003,6,2006,2
8256,11605,2,,1,6,8333,20,N,1,0,Y,4,2,23,0,2003,6,2003,5
8257,11606,1,N,1,6,9206,50,N,2,7,Y,2,1,35,5,2003,6,2006,10
8258,11607,1,Y,1,6,12251,30,N,1,1,Y,3,2,28,2,2003,6,2009,1
8259,11608,2,,2,6,6655,40,N,9,17,Y,2,1,35,15,2003,6,2002,11
8261,11611,1,N,2,6,43730,11,N,3,2,Y,8,1,35,8,2003,6,2005,12
8262,11612,1,N,2,6,8472,30,N,3,3,Y,7,0,0,1,2003,6,2003,5
8263,11613,1,N,2,6,6250,20,N,2,0,Y,2,2,31,1,2003,6,2005,2
8264,11614,1,Y,2,6,14444,20,N,9,0,Y,6,1,31,0,2003,6,2003,5
8265,11615,1,N,1,6,25000,20,N,6,2,Y,3,1,30,0,2003,6,2003,5
8266,11616,1,N,2,6,22638,20,N,21,2,Y,1,1,30,1,2003,6,2003,5
8267,11617,1,N,2,6,43586,11,N,3,2,Y,15,0,0,5,2003,6,2009,5
8269,11620,2,,2,6,37222,20,N,9,2,Y,13,1,33,1,2003,6,2012,7
8270,11622,1,N,1,6,35833,20,N,6,0,Y,3,0,0,0,2003,6,2013,8
8271,11623,1,N,1,6,23888,20,N,8,14,Y,3,2,27,34,2003,6,2016,6
8272,11624,1,N,2,6,12361,20,N,3,1,Y,2,0,0,0,2003,6,2003,5
8273,11625,1,N,2,6,10021,11,N,3,3,Y,7,0,0,6,2003,6,2013,12
8275,11627,1,N,1,6,78194,20,N,14,1,Y,3,2,31,1,2003,6,2003,5
8277,11629,1,N,2,6,11114,12,N,3,1,Y,8,1,35,0,2003,6,2004,2
8278,11630,1,N,2,6,47083,20,N,3,0,Y,25,0,0,11,2003,6,2000,8
8279,11631,1,N,2,6,18055,20,N,9,3,Y,8,2,29,2,2003,6,2006,9
8282,11634,1,N,2,6,4862,30,N,3,0,Y,2,0,0,1,2003,6,2002,6
8284,11636,1,N,1,6,44722,20,N,2,2,Y,3,1,31,2,2003,6,2013,2
8286,11639,1,N,1,5,3547,40,N,1,0,Y,3,0,0,2,2003,6,2010,6
8287,11640,1,N,1,5,7621,12,N,9,0,Y,3,1,27,1,2003,6,2016,6
8289,11644,1,N,2,5,25972,20,N,3,5,Y,8,2,23,5,2003,6,2013,12
8290,11645,1,N,2,5,13055,20,N,9,3,Y,10,2,32,3,2003,6,2013,3
8291,11647,1,N,2,5,13226,12,N,3,0,Y,6,1,33,0,2003,6,2003,6
8292,11649,1,N,2,5,11936,40,N,9,1,Y,9,0,0,2,2003,6,2003,12
8293,11650,1,N,1,5,29166,20,N,6,2,Y,9,1,34,9,2003,6,2000,7
8294,11651,1,N,1,5,5489,99,N,7,4,Y,7,3,22,3,2003,6,2003,5
8295,11652,2,,2,5,4861,20,N,3,2,Y,9,0,0,2,2003,6,2016,6
8296,11654,1,N,1,5,4104,12,N,10,2,Y,2,1,32,2,2003,6,2002,12
8297,11655,1,N,2,5,22500,20,N,3,13,Y,6,3,20,147,2003,6,2008,1
8298,11656,1,N,1,5,9027,20,N,2,0,Y,1,2,23,1,2003,6,1999,2
8301,11659,1,N,2,5,13888,30,N,4,2,Y,1,1,32,1,2003,6,2003,5
8304,11664,1,N,2,5,15138,20,N,3,0,Y,1,2,24,0,2003,6,2014,7
8305,11665,1,N,2,5,26111,20,N,3,1,Y,10,1,32,1,2003,6,2006,10
8307,11667,1,N,2,5,13333,20,N,1,2,Y,1,2,24,1,2003,6,2003,5
8308,11668,1,N,2,5,38194,20,N,2,7,Y,10,3,19,5,2003,6,2014,5
8311,11672,1,N,2,5,47777,20,N,3,1,Y,10,0,0,1,2003,6,2003,5
8312,11673,1,N,2,5,7638,30,N,8,3,Y,11,1,34,3,2003,6,2009,6
8313,11674,2,,1,5,13333,20,N,8,3,Y,3,1,15,4,2003,6,2002,8
8314,11675,1,N,2,5,23009,12,N,2,14,Y,2,3,30,43,2003,6,2011,4
8315,11676,1,N,1,5,5242,99,N,7,2,Y,7,3,28,5,2003,6,2014,11
8316,11677,1,N,2,5,11776,13,N,3,0,Y,1,2,33,0,2003,6,2039,1
8317,11678,1,N,2,5,7316,99,N,3,2,Y,6,1,31,2,2003,6,2003,5
8319,11680,1,N,2,5,16118,13,N,3,2,Y,2,1,34,2,2003,6,2015,5
8322,11683,1,N,2,5,6527,20,N,3,0,Y,2,1,30,0,2003,6,2016,6
8323,11684,1,N,2,5,54027,20,N,3,0,Y,1,2,27,1,2003,6,2010,6
8324,11685,2,,1,5,25277,20,N,1,0,Y,3,2,26,3,2003,6,2007,2
8325,11686,1,N,2,5,12500,20,N,3,2,Y,6,2,31,4,2003,6,2009,2
8326,11687,1,Y,2,5,5699,11,N,3,2,Y,12,2,29,1,2003,6,2003,5
8327,11690,1,Y,2,5,27222,20,N,3,5,Y,1,3,23,2,2003,6,2005,4
8328,11691,1,N,2,5,11952,40,N,3,8,Y,10,1,31,7,2003,6,2014,1
8329,11692,1,N,2,5,42916,20,N,1,15,Y,2,2,26,14,2003,6,2016,6
8330,11693,1,Y,2,5,8780,40,N,3,5,Y,2,1,26,7,2003,6,1999,1
8331,11694,1,N,1,5,22832,40,N,9,3,Y,2,2,29,2,2003,6,2007,8
8332,11695,1,Y,1,5,20224,99,N,8,1,Y,8,2,22,3,2003,6,2007,6
8334,11697,1,Y,2,5,7222,30,N,3,5,Y,8,1,33,4,2003,6,2004,5
8335,11698,1,Y,2,5,11250,20,N,3,0,Y,6,2,31,0,2003,6,2015,12
8336,11699,1,N,1,5,5138,30,N,10,4,Y,9,2,31,3,2003,6,2006,1
8337,11700,1,N,1,5,6666,20,N,10,1,Y,3,2,29,0,2003,6,2003,6
8341,11705,1,N,1,5,26111,20,N,8,1,Y,3,2,26,1,2003,6,2000,3
8342,11706,1,N,2,5,14583,30,N,3,11,Y,2,3,27,15,2003,6,2015,12
8343,11707,1,N,2,5,1663,13,N,3,0,Y,10,2,28,0,2003,6,2015,2
8345,11709,1,Y,2,5,21805,20,N,3,19,Y,8,3,22,14,2003,6,2006,3
8346,11710,1,N,2,5,6111,30,N,2,4,Y,6,1,20,4,2003,6,2016,6
8349,11713,2,,2,5,158533,11,N,3,1,Y,15,1,29,2,2003,6,2010,2
8350,11714,1,N,2,5,18805,12,N,3,0,Y,12,1,35,0,2003,6,2015,8
8352,11716,1,N,2,5,11081,12,N,9,7,Y,7,0,0,8,2003,6,2016,6
8356,11720,1,N,1,5,13888,20,N,8,0,Y,9,1,29,1,2003,6,2013,1
8357,11721,1,N,1,5,9516,99,N,11,5,Y,9,2,26,9,2003,6,2013,10
8358,11722,1,N,2,5,8629,40,N,3,1,Y,7,0,0,0,2003,6,2003,5
8359,11723,2,,2,5,40000,20,N,2,8,Y,2,2,25,11,2003,6,2016,1
8360,11724,1,N,2,5,26666,20,N,3,0,Y,2,2,29,1,2003,6,2014,4
8361,11725,1,N,1,5,91488,11,N,8,1,Y,15,3,32,6,2003,6,2007,12
8362,11727,1,N,1,5,10471,12,N,2,0,Y,3,2,26,1,2003,6,2013,11
8363,11728,1,N,2,5,36111,20,N,3,2,Y,6,1,35,1,2003,6,2003,5
8365,11731,2,,1,5,20416,20,N,8,8,Y,3,2,26,4,2003,6,2016,6
8366,11732,1,N,2,5,63009,11,N,3,7,Y,25,1,35,4,2003,6,2010,7
8367,11733,1,N,2,5,7083,20,N,8,3,Y,8,1,33,2,2003,6,2003,5
8372,11739,1,Y,1,5,12099,11,N,25,0,Y,3,2,33,0,2003,6,2004,8
8373,11740,1,N,1,5,25555,20,N,8,1,Y,3,2,26,1,2003,6,2008,7
8374,11741,1,N,1,5,5881,30,N,8,0,Y,2,2,19,0,2003,6,2004,11
8375,11742,1,N,1,5,7500,30,N,1,1,Y,3,2,22,0,2003,6,2003,5
8377,11744,1,Y,2,5,10759,40,N,3,20,Y,9,2,28,12,2003,6,2003,2
8378,11745,1,N,2,5,5974,40,N,3,2,Y,8,2,32,1,2003,6,2007,5
8379,11747,1,N,1,5,23333,20,N,1,10,Y,1,1,30,11,2003,6,2016,5
8380,11748,1,N,2,5,13611,20,Y,1,24,Y,15,2,23,61,2003,6,2013,9
8381,11749,1,Y,2,5,11666,30,N,3,14,Y,8,2,29,14,2003,6,2009,4
8382,11752,1,N,2,5,40737,20,N,3,0,Y,8,1,35,1,2003,6,2005,10
8383,11753,1,N,2,5,41111,20,N,3,4,Y,8,1,28,4,2003,6,2012,10
8384,11754,1,N,2,5,11250,20,N,2,1,Y,8,2,31,1,2003,6,2016,6
8385,11755,1,Y,2,5,39861,20,N,9,2,Y,2,2,33,1,2003,6,2003,5
8386,11756,2,,2,5,11527,20,N,9,9,Y,9,1,23,17,2003,6,2008,5
8387,11758,1,N,1,5,5251,40,N,19,0,Y,9,2,26,0,2003,6,1998,11
8388,11759,1,N,1,5,7480,20,N,8,0,Y,3,2,31,0,2003,6,2000,11
8389,11760,1,Y,2,5,26632,40,N,2,3,Y,1,1,29,4,2003,6,2016,2
8391,11763,1,N,2,5,11666,20,N,3,0,Y,6,2,31,0,2003,6,2003,5
8392,11764,1,N,2,5,78825,11,N,9,11,Y,2,1,29,12,2003,6,2005,8
8393,11766,1,N,1,5,3744,12,N,8,1,Y,9,0,0,2,2003,6,2011,6
8394,11767,1,N,1,5,4259,40,N,9,3,Y,2,2,22,3,2003,6,2003,5
8395,11768,1,Y,2,5,3992,13,N,3,3,Y,16,2,30,5,2003,6,2003,5
8396,11769,1,N,1,5,38429,12,N,10,0,Y,1,2,20,3,2003,6,2007,11
8399,11773,1,N,2,5,30555,20,N,3,1,Y,9,1,24,1,2003,6,2014,7
8400,11774,1,N,2,5,23333,20,N,4,0,Y,4,2,25,0,2003,6,2003,5
8401,11775,1,N,2,5,7135,13,N,3,5,Y,8,2,24,3,2003,6,2006,8
8403,11777,1,N,1,5,16947,40,N,2,0,Y,3,0,0,0,2003,6,2003,5
8404,11778,2,,2,5,12777,20,N,3,7,Y,18,2,31,7,2003,6,2006,8
8405,11779,1,N,2,5,39722,20,N,3,2,Y,1,2,29,3,2003,6,2016,5
8407,11782,1,Y,2,5,1733,13,N,9,2,Y,7,1,27,3,2003,6,2005,4
8408,11783,1,N,2,5,15660,13,N,9,1,Y,8,2,24,10,2003,6,2011,9
8409,11784,1,N,2,5,12655,40,N,2,2,Y,1,0,0,1,2003,6,2003,7
8410,11785,1,N,2,5,11805,20,N,15,1,Y,2,2,26,2,2003,6,2003,5
8412,11787,1,N,1,5,29444,20,N,8,6,Y,8,1,20,2,2003,6,2003,5
8414,11789,1,N,2,5,1932,12,N,2,0,Y,2,2,30,0,2003,6,1999,11
8416,11791,1,N,2,5,35277,20,N,3,5,Y,2,2,29,4,2003,6,2016,6
8417,11792,1,N,2,5,16666,20,N,3,0,Y,4,2,29,0,2003,6,2003,5
8418,11793,1,N,2,5,40833,20,N,19,1,Y,13,0,0,0,2003,6,2011,8
8420,11795,1,N,1,5,17083,20,N,9,4,Y,9,2,25,8,2003,6,2001,10
8423,11800,1,N,2,5,6396,99,N,2,1,Y,2,0,0,1,2003,6,2009,2
8424,11801,1,N,2,5,37777,20,N,3,0,Y,2,0,0,1,2003,6,2013,10
8425,11802,1,N,2,5,3240,12,N,8,0,Y,8,0,0,1,2003,6,2016,6
8427,11804,1,N,2,5,8333,30,N,3,0,Y,2,2,25,2,2003,6,2016,6
8428,11805,1,N,2,5,6805,20,N,3,1,Y,1,0,0,10,2003,6,2012,8
8429,11806,1,N,2,5,6805,20,N,3,2,Y,8,1,18,2,2003,6,2015,11
8430,11808,1,N,1,5,6388,20,N,6,13,Y,3,2,7,41,2003,6,2015,4
8431,11809,1,N,2,5,6797,99,N,9,5,Y,8,3,27,9,2003,6,2003,3
8432,11810,1,N,2,5,7746,12,N,2,12,Y,2,3,24,42,2003,6,2006,7
8433,11811,1,N,2,5,14444,20,N,2,7,Y,2,2,32,5,2003,6,2008,3
8434,11812,1,N,2,5,32222,20,N,3,0,Y,1,0,0,0,2003,6,2010,1
8435,11813,1,N,2,5,7778,12,N,3,3,Y,1,1,33,6,2003,6,2002,11
8436,11814,1,N,1,5,8817,12,N,2,2,Y,9,2,20,1,2003,6,2004,4
8438,11816,1,Y,2,5,6965,40,N,2,5,Y,2,2,28,8,2003,6,2010,4
8439,11817,1,N,1,5,13886,40,N,1,1,Y,3,2,22,4,2003,6,2003,5
8440,11818,1,N,2,5,1834,12,N,2,4,Y,9,1,24,8,2003,6,2003,12
8441,11819,1,N,2,5,3199,11,N,7,3,Y,6,2,28,1,2003,6,2007,5
8446,11824,1,N,2,5,13194,30,N,8,7,Y,8,2,27,5,2003,6,2012,12
8449,11827,1,N,1,5,34444,20,N,2,3,Y,2,1,24,4,2003,6,2003,5
8450,11828,1,N,1,5,29583,20,N,8,2,Y,3,0,0,3,2003,6,2013,5
8451,11829,1,N,2,5,37916,20,N,3,4,Y,2,2,24,12,2003,6,2003,11
8452,11831,1,N,2,5,30265,12,N,3,11,Y,1,2,30,6,2003,6,2007,7
8453,11832,2,,2,5,20694,20,N,3,1,Y,1,1,31,0,2003,6,2005,1
8454,11833,1,N,1,5,32916,20,N,8,8,Y,3,2,17,4,2003,6,2010,3
8457,11836,1,Y,2,5,10103,12,N,3,6,Y,2,1,23,5,2003,6,2005,12
8459,11838,1,N,2,5,35833,20,N,3,6,Y,1,2,27,3,2003,6,2006,5
8461,11840,1,N,2,5,20555,20,N,3,8,Y,4,2,25,7,2003,6,2008,11
8462,11841,1,N,1,5,13194,30,N,2,8,Y,2,2,17,9,2003,6,2004,10
8463,11842,1,N,2,5,9709,11,N,24,1,Y,1,1,21,2,2003,6,2008,11
8464,11843,1,N,2,5,7770,11,N,3,2,Y,1,2,29,5,2003,6,2004,10
8465,11844,1,N,2,5,49444,20,N,9,0,Y,6,3,26,0,2003,6,2016,6
8467,11846,1,N,2,5,8895,13,N,3,3,Y,8,1,16,2,2003,6,2016,6
8470,11850,1,N,1,5,28611,20,N,18,0,Y,18,1,21,0,2003,6,2009,2
8473,11854,1,N,1,5,17777,20,N,1,1,Y,3,0,0,1,2003,6,2004,8
8474,11855,1,N,2,5,24386,11,N,3,14,Y,9,2,30,8,2003,6,2016,6
8475,11856,1,N,2,5,21034,13,N,3,5,Y,2,2,26,7,2003,6,2013,6
8477,11858,1,N,2,5,2906,12,N,2,5,Y,6,2,28,5,2003,6,2002,4
8478,11859,1,N,2,5,12083,20,N,3,1,Y,8,2,24,1,2003,6,2016,3
8480,11861,1,N,1,5,3890,11,N,8,1,Y,2,2,19,1,2003,6,2001,7
8482,11863,1,N,2,5,34583,20,N,3,16,Y,13,2,25,14,2003,6,2016,6
