,CLLT_FP_PRNO,INCB_DVSN,ETRS_YM,FIRE_YM,BEFO_JOB,EDGB,BRCH_CODE
11377,10343,P,200601,999912,0,기타,259.0
11378,8912,P,200501,999912,0,기타,90.0
11379,13942,R,200808,201402,1,기타,313.0
11380,11758,P,200701,999912,0,전문대졸,19.0
11381,15123,R,200906,201308,1,전문대졸,287.0
11382,15071,R,200905,201007,1,기타,114.0
11383,16217,R,201004,201105,0,기타,118.0
11384,15712,R,200911,201106,1,고졸,270.0
11385,15961,R,201002,201201,0,대학졸,300.0
11386,16766,R,201009,201203,0,고졸,69.0
11387,16928,R,201010,201111,0,대학졸,103.0
11388,15711,R,200911,201109,1,기타,273.0
11389,16941,R,201011,201108,0,고졸,47.0
11390,13518,R,200804,201211,0,대학졸,171.0
11391,6816,P,200310,999912,0,대학졸,279.0
11392,6234,P,200307,999912,0,고졸,23.0
11393,17577,R,201105,201208,0,전문대졸,121.0
11394,14842,R,200904,201301,0,고졸,75.0
11395,16091,R,201002,201406,0,기타,167.0
11396,17734,R,201107,201209,1,기타,280.0
11397,17247,P,201102,999912,0,기타,121.0
11398,17158,R,201101,201109,1,기타,51.0
11399,17742,R,201107,201212,0,기타,42.0
11400,12948,R,200712,201210,0,전문대졸,56.0
11401,17713,R,201106,201207,0,대학졸,293.0
11402,18177,R,201201,201303,0,고졸,47.0
11403,30515,R,199912,200104,0,고졸,90.0
11404,22936,R,199307,200603,0,고졸,46.0
11405,28474,R,199812,200805,0,고졸,90.0
11406,1135,R,200001,200007,0,고졸,44.0
11407,575,R,200001,200010,0,고졸,21.0
11408,839,R,200002,200007,0,고졸,46.0
11409,31152,R,199907,200112,0,고졸,160.0
11410,22006,R,199111,200807,0,고졸,32.0
11411,29314,R,199804,200010,0,고졸,125.0
11412,1169,R,200003,200102,0,고졸,90.0
11413,29288,R,199801,200710,0,고졸,158.0
11414,1672,R,200004,200009,0,고졸,145.0
11415,783,R,200004,200205,0,고졸,120.0
11416,1713,R,200004,200008,0,고졸,146.0
11417,1394,R,200003,200303,0,고졸,118.0
11418,1764,R,200002,200007,0,고졸,136.0
11419,27532,R,199809,200403,0,고졸,31.0
11420,1716,R,200003,200010,0,고졸,141.0
11421,322,R,200003,200107,0,기타,62.0
11422,220,R,200008,200103,0,대학졸,75.0
11423,31044,R,199903,200408,0,전문대졸,116.0
11424,1864,R,200004,200010,0,고졸,167.0
11425,654,R,200008,200105,0,고졸,23.0
11426,31319,R,199901,200201,0,고졸,158.0
11427,492,R,200008,200102,0,고졸,16.0
11428,2073,R,200010,200109,0,고졸,156.0
11429,955,R,200001,200208,0,고졸,61.0
11430,2103,R,200011,200306,0,고졸,140.0
11431,1749,R,200010,200307,0,고졸,141.0
11432,24212,R,199509,200505,0,고졸,29.0
11433,30544,R,199908,200202,0,기타,86.0
11434,1928,R,200006,200111,0,고졸,163.0
11435,1551,R,200011,200108,0,고졸,105.0
11436,22051,R,199101,200603,0,기타,86.0
11437,1886,R,200007,200107,0,고졸,148.0
11438,807,R,200009,200111,0,고졸,45.0
11439,29905,R,199911,200311,0,고졸,21.0
11440,22802,R,199306,200510,0,전문대졸,129.0
11441,3412,R,200107,200204,0,고졸,150.0
11442,2338,R,200104,200110,1,중졸,11.0
11443,2982,R,200104,200110,0,고졸,193.0
11444,3206,R,200104,201005,0,기타,146.0
11445,2822,R,200106,200211,0,고졸,44.0
11446,3205,R,200107,200204,0,고졸,134.0
11447,3059,R,200107,200305,0,기타,108.0
11448,1732,R,200006,200303,0,고졸,141.0
11449,2144,R,200010,200407,0,고졸,204.0
11450,27647,R,199807,200509,0,중졸,19.0
11451,2444,R,200107,200301,0,고졸,55.0
11452,3803,R,200111,200204,0,초등졸,62.0
11453,26981,R,199710,200306,0,고졸,116.0
11454,26097,R,199703,200411,0,고졸,11.0
11455,4700,R,200201,200209,0,고졸,100.0
11456,30150,R,199904,200309,0,고졸,46.0
11457,4464,R,200203,200301,0,고졸,45.0
11458,25723,R,199603,200905,0,고졸,125.0
11459,5157,R,200202,200608,1,기타,72.0
11460,4167,R,200204,200301,0,고졸,21.0
11461,25939,R,199704,200209,0,기타,25.0
11462,941,R,200002,200305,0,고졸,47.0
11463,4179,R,200206,200411,0,고졸,127.0
11464,5089,R,200201,200311,1,고졸,221.0
11465,1667,R,200009,200304,0,고졸,134.0
11466,2467,R,200105,200304,0,고졸,14.0
11467,2257,R,200110,200302,0,고졸,53.0
11468,5541,R,200210,200306,0,전문대졸,38.0
11469,20986,P,198708,999912,0,중졸,116.0
11470,4837,R,200203,200301,0,고졸,136.0
11471,4860,R,200208,200308,0,고졸,163.0
11472,3026,R,200108,200310,0,고졸,23.0
11473,5305,R,200202,200912,1,고졸,277.0
11474,5753,R,200301,200501,0,고졸,120.0
11475,23877,R,199407,200305,0,고졸,205.0
11476,5841,R,200302,201009,0,고졸,45.0
11477,4695,R,200208,200409,0,고졸,100.0
11478,5040,R,200208,200405,0,대학원졸,120.0
11479,5804,R,200303,200311,0,고졸,32.0
11480,7476,R,200403,200812,0,전문대졸,170.0
11481,9609,R,200507,200910,0,기타,80.0
11482,14009,R,200808,200904,0,고졸,80.0
11483,14901,R,200904,201010,1,기타,51.0
11484,31489,R,199903,200212,0,대학졸,96.0
11485,29513,R,199808,200507,0,대학졸,170.0
11486,23913,R,199411,200602,0,고졸,191.0
11487,6105,R,200301,200709,0,고졸,156.0
11488,25547,R,199604,200704,0,고졸,145.0
11489,5628,R,200304,200408,0,고졸,204.0
11490,22468,R,199205,201501,0,초등졸,49.0
11491,1833,R,200010,200704,0,고졸,163.0
11492,5374,R,200206,200410,0,고졸,197.0
11493,6368,R,200308,200402,0,대학졸,16.0
11494,25361,R,199612,200709,0,대학졸,84.0
11495,3797,R,200111,201001,1,고졸,267.0
11496,6742,R,200310,201009,0,기타,154.0
11497,6465,R,200308,201001,0,전문대졸,136.0
11498,27191,R,199710,201411,0,고졸,125.0
11499,6877,R,200311,200801,0,기타,120.0
11500,28727,R,199805,200404,0,고졸,121.0
11501,5330,R,200202,201104,1,고졸,292.0
11502,6967,R,200312,200407,0,고졸,167.0
11503,7067,R,200312,200412,0,기타,148.0
11504,6961,R,200312,200508,0,기타,69.0
11505,4327,R,200209,200604,0,고졸,50.0
11506,28438,P,199804,999912,0,고졸,318.0
11507,281,R,200004,201002,0,기타,17.0
11508,3187,R,200105,201110,0,고졸,146.0
11509,26412,R,199710,201601,0,고졸,29.0
11510,7213,R,200401,200503,0,고졸,127.0
11511,5083,R,200209,201001,1,고졸,285.0
11512,7546,R,200403,200411,0,기타,64.0
11513,21483,R,198910,200607,0,기타,109.0
11514,27102,R,199702,200603,0,고졸,148.0
11515,7716,R,200404,200406,0,기타,12.0
11516,31515,P,200307,999912,0,기타,7.0
11517,7645,R,200404,200409,0,기타,158.0
11518,7757,R,200405,200506,0,고졸,154.0
11519,21194,R,198808,201503,0,중졸,136.0
11520,618,R,200004,200504,0,고졸,13.0
11521,8122,R,200407,200505,0,고졸,134.0
11522,7919,R,200406,200410,0,기타,24.0
11523,6515,R,200309,200602,0,기타,31.0
11524,27352,R,199712,200811,0,기타,42.0
11525,8438,R,200409,201602,0,기타,106.0
11526,4810,R,200207,200509,0,대학졸,146.0
11527,6999,R,200312,200708,0,고졸,163.0
11528,7203,R,200401,200602,0,고졸,124.0
11529,7177,R,200401,200805,0,기타,56.0
11530,25704,R,199612,200611,0,고졸,109.0
11531,23376,R,199410,201106,0,고졸,11.0
11532,8479,R,200409,200606,0,고졸,41.0
11533,3588,R,200104,200810,1,고졸,146.0
11534,449,R,200007,201006,0,고졸,16.0
11535,8904,R,200501,200708,0,전문대졸,109.0
11536,6627,P,200309,999912,0,기타,80.0
11537,8981,R,200502,200511,1,기타,24.0
11538,28030,R,199806,200507,0,고졸,64.0
11539,8937,R,200501,200609,0,기타,126.0
11540,25107,P,199606,999912,0,고졸,14.0
11541,24265,R,199510,200711,0,고졸,32.0
11542,21337,R,198904,201209,0,고졸,56.0
11543,31398,P,199905,999912,0,중졸,143.0
11544,9359,R,200505,200709,0,기타,49.0
11545,8368,R,200408,200809,1,고졸,207.0
11546,9482,R,200506,200707,0,대학졸,154.0
11547,5802,R,200306,200904,0,대학졸,32.0
11548,4858,R,200202,200710,0,고졸,163.0
11549,21248,P,198807,999912,0,고졸,82.0
11550,23175,P,199303,999912,0,기타,160.0
11551,9366,R,200505,200510,0,기타,205.0
11552,1422,R,200006,201501,0,고졸,121.0
11553,9570,R,200507,200512,0,대학졸,54.0
11554,26750,R,199710,201308,0,고졸,121.0
11555,8508,R,200409,200512,0,기타,41.0
11556,21240,R,198807,200711,0,고졸,58.0
11557,9202,R,200504,200603,0,기타,33.0
11558,7492,R,200403,200803,0,기타,16.0
11559,23892,P,199410,999912,0,고졸,156.0
11560,5685,R,200304,200607,1,대학졸,129.0
11561,30819,P,199908,999912,0,기타,103.0
11562,6551,R,200309,200810,0,고졸,49.0
11563,27316,P,199711,999912,0,기타,11.0
11564,30540,R,199912,200711,0,고졸,80.0
11565,8429,R,200409,200602,0,전문대졸,116.0
11566,6990,R,200312,201511,0,기타,38.0
11567,24213,R,199506,200705,0,고졸,29.0
11568,8609,R,200410,200612,0,기타,107.0
11569,10124,R,200512,200606,1,기타,114.0
11570,1430,R,200004,200810,0,고졸,121.0
11571,9545,P,200507,999912,0,기타,55.0
11572,5499,R,200209,201104,1,기타,263.0
11573,7116,R,200312,201003,1,고졸,263.0
11574,29466,R,199810,201410,0,고졸,56.0
11575,10268,R,200601,200703,0,대학졸,126.0
11576,9681,P,200508,999912,0,기타,11.0
11577,10007,R,200511,201504,0,기타,145.0
11578,6269,R,200307,200703,0,기타,109.0
11579,27388,P,199707,999912,0,대학졸,191.0
11580,10519,R,200603,200707,0,고졸,88.0
11581,30996,R,199902,200802,0,고졸,196.0
11582,24849,P,199606,999912,0,중졸,25.0
11583,10297,R,200601,200702,0,고졸,109.0
11584,4527,R,200211,200710,0,기타,86.0
11585,5776,R,200301,200707,0,고졸,47.0
11586,10422,R,200602,200810,0,대학졸,13.0
11587,10276,R,200601,200704,0,고졸,117.0
11588,24817,P,199506,999912,0,기타,170.0
11589,22822,R,199303,201409,0,고졸,25.0
11590,11170,R,200608,200706,1,고졸,114.0
11591,31364,R,199909,201601,0,고졸,303.0
11592,2839,R,200104,200710,0,고졸,90.0
11593,11372,R,200609,200712,0,기타,44.0
11594,24937,R,199603,201502,0,기타,302.0
11595,11054,R,200606,200702,0,대학졸,57.0
11596,10383,R,200601,200701,1,고졸,91.0
11597,26493,P,199710,999912,0,대학졸,37.0
11598,6908,R,200311,200811,0,기타,90.0
11599,5384,R,200206,200806,1,전문대졸,231.0
11600,10242,R,200512,200704,1,기타,204.0
11601,7764,R,200405,201004,0,기타,56.0
11602,6264,R,200307,200904,0,고졸,121.0
11603,11727,R,200612,200704,1,기타,79.0
11604,5397,R,200206,200807,1,고졸,231.0
11605,11549,R,200611,200808,0,고졸,111.0
11606,10577,R,200603,200803,0,고졸,11.0
11607,10448,R,200602,201408,0,고졸,143.0
11608,11611,R,200611,200906,1,고졸,281.0
11609,5561,R,200212,201104,1,고졸,273.0
11610,12004,R,200703,200710,0,고졸,56.0
11611,11504,R,200610,200806,0,고졸,32.0
11612,12325,R,200706,200802,0,고졸,125.0
11613,12348,R,200706,200807,0,고졸,45.0
11614,29219,P,199803,999912,0,고졸,163.0
11615,10269,P,200601,999912,0,기타,125.0
11616,8178,R,200408,200909,0,기타,47.0
11617,12339,R,200706,201305,0,전문대졸,160.0
11618,11443,R,200610,201604,0,고졸,146.0
11619,11039,R,200606,200808,1,대학졸,237.0
11620,10086,R,200511,201503,0,고졸,29.0
11621,12078,R,200703,200807,0,기타,42.0
11622,8163,R,200407,201002,1,고졸,280.0
11623,9502,R,200506,201105,0,기타,141.0
11624,9656,P,200507,999912,0,기타,17.0
11625,12901,R,200711,200904,0,전문대졸,116.0
11626,11740,R,200612,201106,1,기타,292.0
11627,12953,R,200712,201105,0,기타,124.0
11628,13052,R,200801,200807,0,대학졸,160.0
11629,7332,R,200402,201103,0,전문대졸,145.0
11630,13132,R,200801,200811,0,고졸,171.0
11631,6435,P,200308,999912,1,고졸,273.0
11632,13221,R,200802,200912,0,고졸,150.0
11633,13176,R,200802,201001,0,고졸,90.0
11634,13197,R,200802,200901,0,전문대졸,58.0
11635,27184,P,199702,999912,0,고졸,125.0
11636,10364,R,200601,201001,1,전문대졸,263.0
11637,12346,R,200706,201002,0,고졸,136.0
11638,12802,P,200710,999912,0,기타,84.0
11639,22116,P,199111,999912,0,고졸,106.0
11640,9730,R,200508,200905,0,기타,158.0
11641,12786,R,200710,200812,0,대학졸,21.0
11642,2194,R,200004,200901,0,고졸,96.0
11643,13571,R,200805,200908,0,고졸,37.0
11644,13598,R,200805,200906,0,고졸,38.0
11645,11304,R,200608,200912,0,대학졸,281.0
11646,14000,R,200808,201101,0,고졸,125.0
11647,4744,P,200206,999912,0,기타,111.0
11648,14096,R,200809,200911,0,고졸,44.0
11649,21895,P,199105,999912,0,기타,17.0
11650,14242,R,200810,200901,1,기타,114.0
11651,13788,R,200806,200907,1,전문대졸,290.0
11652,13754,R,200806,200902,1,기타,245.0
11653,12890,R,200711,200902,1,대학졸,137.0
11654,4723,P,200210,999912,0,고졸,106.0
11655,14375,R,200811,201401,0,고졸,106.0
11656,14011,R,200808,201307,0,대학졸,318.0
11657,13958,R,200808,201302,0,고졸,84.0
11658,25931,P,199607,999912,0,고졸,171.0
11659,14709,R,200903,201110,0,대학졸,146.0
11660,14195,R,200810,201001,0,대학졸,163.0
11661,14140,R,200809,201001,0,기타,116.0
11662,9452,P,200506,999912,0,고졸,96.0
11663,14795,R,200903,200909,0,대학졸,110.0
11664,14757,R,200903,201508,0,대학졸,55.0
11665,14473,R,200812,201008,0,대학졸,160.0
11666,14315,R,200811,201206,0,기타,259.0
11667,9523,P,200506,999912,1,고졸,55.0
11668,14781,R,200903,201010,1,전문대졸,253.0
11669,14984,P,200905,999912,0,기타,29.0
11670,15333,R,200908,201104,0,대학졸,56.0
11671,15556,R,200910,201007,1,기타,51.0
11672,14833,R,200904,201010,0,기타,11.0
11673,13663,P,200806,999912,0,대학졸,19.0
11674,9200,R,200504,201103,0,대학졸,170.0
11675,14640,R,200902,201301,1,기타,51.0
11676,15783,R,200912,201008,0,기타,106.0
11677,12253,R,200705,201408,0,고졸,158.0
11678,13768,R,200806,201206,1,기타,284.0
11679,15465,R,200909,201101,0,대학졸,125.0
11680,27208,R,199711,200102,0,고졸,154.0
11681,30251,R,199905,200002,0,고졸,47.0
11682,30668,R,199910,200004,0,고졸,188.0
11683,29333,R,199812,200111,0,고졸,154.0
11684,20597,R,197812,200601,0,기타,90.0
11685,26209,R,199709,200010,0,고졸,21.0
11686,30076,R,199905,200103,0,고졸,38.0
11687,29583,R,199910,200005,0,고졸,55.0
11688,23851,R,199403,200012,0,고졸,125.0
11689,581,R,200001,200105,0,고졸,21.0
11690,23458,R,199401,200205,0,고졸,14.0
11691,22358,R,199206,200202,0,고졸,16.0
11692,26863,R,199704,200407,0,고졸,105.0
11693,29646,R,199908,200303,0,고졸,56.0
11694,422,R,200005,200010,0,고졸,99999999.0
11695,23531,R,199404,200809,0,고졸,120.0
11696,186,R,200002,200010,0,고졸,204.0
11697,2006,R,200007,200106,0,고졸,125.0
11698,22080,R,199102,200105,0,고졸,193.0
11699,29881,R,199910,200204,0,고졸,17.0
11700,30270,R,199910,200108,0,고졸,47.0
11701,28568,R,199803,200309,0,고졸,88.0
11702,28234,R,199812,200206,0,고졸,59.0
11703,1251,R,200006,200308,0,고졸,82.0
11704,30189,R,199909,200304,0,고졸,50.0
11705,1133,R,200010,200101,0,고졸,44.0
11706,27190,R,199707,200301,0,고졸,125.0
11707,1752,R,200008,200111,0,고졸,141.0
11708,20957,R,198709,200111,0,고졸,108.0
11709,25251,R,199605,200408,0,고졸,46.0
11710,22096,R,199101,200206,0,고졸,108.0
11711,940,R,200011,200109,0,고졸,47.0
11712,24201,R,199510,200410,0,고졸,38.0
11713,20360,R,198301,200501,0,기타,118.0
11714,1688,R,200006,200112,1,기타,116.0
11715,31230,R,199912,200107,0,고졸,150.0
11716,2436,R,200103,200107,0,고졸,19.0
11717,561,R,200004,200402,0,고졸,21.0
11718,30017,R,199911,200202,0,고졸,78.0
11719,989,R,200012,200110,0,고졸,32.0
11720,1868,R,200012,200203,0,기타,167.0
11721,26807,R,199705,200712,0,고졸,113.0
11722,3168,R,200104,200201,0,고졸,111.0
11723,2871,R,200105,200212,0,대학졸,86.0
11724,3179,R,200105,200310,0,고졸,58.0
11725,28840,R,199804,200111,0,고졸,108.0
11726,28103,R,199803,200202,0,고졸,46.0
11727,2836,R,200105,200303,0,고졸,44.0
11728,2362,R,200104,200402,0,고졸,69.0
11729,2616,R,200105,200210,0,고졸,50.0
11730,2598,R,200106,200407,0,고졸,120.0
11731,3561,R,200110,200203,0,고졸,156.0
11732,4123,R,200201,200212,0,고졸,11.0
11733,3733,R,200108,200409,0,고졸,204.0
11734,671,R,200005,200212,0,고졸,78.0
11735,3192,R,200104,200404,1,고졸,146.0
11736,4435,R,200205,200309,0,고졸,42.0
11737,21693,R,199004,200803,0,고졸,80.0
11738,4561,R,200204,200212,0,고졸,88.0
11739,25575,R,199605,200407,0,고졸,116.0
11740,4862,R,200203,200402,0,고졸,163.0
11741,27662,R,199809,200308,0,대학졸,52.0
11742,2024,R,200004,201405,0,고졸,154.0
11743,4332,R,200207,200312,0,고졸,50.0
11744,4402,R,200211,200308,0,전문대졸,32.0
11745,4200,R,200209,200403,0,고졸,23.0
11746,29308,R,199806,201304,0,고졸,125.0
11747,1145,P,200002,999912,0,고졸,318.0
11748,23256,R,199301,200601,0,대학졸,96.0
11749,5594,R,200205,200302,0,고졸,171.0
11750,2191,R,200004,200303,0,고졸,191.0
11751,5399,R,200206,200603,1,고졸,70.0
11752,6128,R,200302,200605,0,고졸,191.0
11753,26897,R,199707,200512,0,대학졸,103.0
11754,24133,R,199511,200803,0,고졸,23.0
11755,29972,P,199904,999912,0,기타,23.0
11756,10080,R,200511,200608,0,고졸,119.0
11757,9438,R,200506,200712,0,기타,191.0
11758,15448,R,200909,201503,0,고졸,13.0
11759,16799,R,201009,201102,1,기타,204.0
11760,17834,R,201108,201305,0,기타,147.0
11761,25936,R,199604,200311,0,고졸,170.0
11762,5600,R,200202,200210,0,고졸,171.0
11763,4023,R,200104,200312,1,기타,169.0
11764,5408,R,200211,200808,0,대학졸,235.0
11765,24896,P,199606,999912,0,고졸,75.0
11766,29084,R,199809,200605,0,고졸,126.0
11767,30228,R,199910,201508,0,고졸,29.0
11768,3994,P,200108,999912,0,전문대졸,191.0
11769,6070,R,200305,200807,0,고졸,158.0
11770,4914,R,200202,200706,0,대학졸,150.0
11771,24057,R,199501,200504,0,고졸,11.0
11772,6236,C,200307,200307,0,고졸,134.0
11773,2819,R,200102,201504,0,기타,44.0
11774,23310,P,199401,999912,0,고졸,55.0
11775,24661,R,199508,200507,0,고졸,148.0
11776,6164,R,200306,200701,0,고졸,128.0
11777,3084,R,200106,201007,0,대학졸,103.0
11778,6407,R,200308,200408,0,고졸,154.0
11779,20505,R,198504,200509,0,고졸,108.0
11780,4042,R,200207,200404,0,기타,204.0
11781,6159,R,200306,200312,0,대학졸,134.0
11782,23994,P,199501,999912,0,고졸,17.0
11783,24551,P,199510,999912,0,고졸,145.0
11784,6042,R,200303,200704,1,중졸,98.0
11785,3898,R,200111,201105,1,고졸,283.0
11786,22486,R,199204,200403,0,고졸,118.0
11787,6839,R,200311,200410,0,고졸,13.0
11788,4054,R,200212,200408,0,기타,204.0
11789,3845,R,200111,201001,1,초등졸,277.0
11790,6751,R,200310,200407,0,고졸,154.0
11791,2043,P,200001,999912,0,고졸,303.0
11792,7256,R,200401,200601,0,기타,163.0
11793,7166,R,200401,200405,0,고졸,146.0
11794,3217,R,200110,200706,0,고졸,146.0
11795,7390,R,200402,200507,0,고졸,84.0
11796,5265,R,200205,200707,0,고졸,79.0
11797,23060,R,199305,200712,0,고졸,103.0
11798,25448,R,199603,200704,0,고졸,108.0
11799,6993,R,200312,200505,0,고졸,134.0
11800,2099,R,200007,200901,0,기타,156.0
11801,5990,R,200304,200609,0,고졸,147.0
11802,4496,R,200210,200707,0,고졸,107.0
11803,547,P,200006,999912,0,기타,17.0
11804,6034,R,200304,200406,0,고졸,205.0
11805,3782,R,200111,201103,1,대학졸,265.0
11806,6021,R,200304,200407,0,고졸,136.0
11807,3353,R,200103,200804,0,고졸,163.0
11808,6994,R,200312,200506,0,고졸,163.0
11809,4396,R,200212,200502,0,고졸,32.0
11810,29650,R,199906,201001,0,고졸,56.0
11811,4011,P,200104,999912,1,대학졸,170.0
11812,4386,R,200209,201407,0,고졸,32.0
11813,7382,R,200402,200712,0,기타,86.0
11814,7738,R,200405,201003,0,고졸,42.0
11815,23375,R,199401,201201,0,고졸,75.0
11816,290,R,200011,200604,0,고졸,31.0
11817,8337,R,200408,200507,0,고졸,14.0
11818,29354,R,199808,200509,0,고졸,143.0
11819,25588,P,199601,999912,0,고졸,141.0
11820,7761,R,200405,200503,0,고졸,44.0
11821,28269,R,199802,200509,0,고졸,59.0
11822,8342,R,200408,200605,0,고졸,77.0
11823,606,R,200007,200606,0,고졸,13.0
11824,31336,R,199909,201412,0,고졸,125.0
11825,5503,R,200209,200701,1,고졸,130.0
11826,22558,R,199203,200706,0,기타,126.0
11827,27185,R,199704,200612,0,고졸,125.0
11828,21154,R,198808,200601,0,고졸,108.0
11829,21777,R,199009,201002,0,기타,145.0
11830,1772,P,200004,999912,0,고졸,136.0
11831,21739,R,199009,201407,0,고졸,100.0
11832,25497,P,199605,999912,0,고졸,106.0
11833,21914,P,199111,999912,0,고졸,55.0
11834,6634,R,200309,200711,0,기타,86.0
11835,9234,R,200504,200902,0,기타,106.0
11836,9204,R,200504,201601,0,고졸,146.0
11837,8500,R,200409,200507,0,기타,41.0
11838,23635,P,199407,999912,0,고졸,299.0
11839,8188,R,200408,200601,0,고졸,129.0
11840,7967,R,200406,200511,0,대학졸,328.0
11841,7943,R,200406,200708,0,기타,109.0
11842,2399,R,200111,200801,1,고졸,25.0
11843,9665,R,200507,200704,1,고졸,66.0
11844,24808,P,199509,999912,0,기타,191.0
11845,4083,P,200206,999912,0,고졸,19.0
11846,9338,R,200505,200701,0,기타,42.0
11847,8806,R,200412,200612,0,기타,104.0
11848,6588,R,200309,200612,1,중졸,87.0
11849,9786,R,200509,200904,0,고졸,14.0
11850,30118,R,199906,201005,0,고졸,45.0
11851,27875,R,199803,201501,0,고졸,21.0
11852,4865,R,200204,200604,0,고졸,163.0
11853,1750,R,200002,200611,0,고졸,8.0
11854,29507,R,199810,200803,0,전문대졸,170.0
11855,9097,P,200503,999912,0,기타,259.0
11856,3038,R,200104,200704,0,고졸,123.0
11857,6711,R,200310,200803,0,고졸,167.0
11858,28594,R,199803,200607,0,고졸,86.0
11859,6304,R,200307,200903,0,고졸,45.0
11860,10377,R,200601,201009,1,대학졸,251.0
11861,8892,R,200501,200610,0,기타,113.0
11862,10011,R,200511,200706,0,고졸,88.0
11863,8135,R,200407,200705,0,대학졸,125.0
11864,26411,R,199707,201406,0,고졸,29.0
11865,9872,R,200509,200712,0,고졸,51.0
11866,23473,P,199410,999912,0,고졸,120.0
11867,24744,R,199504,200707,0,고졸,156.0
11868,23469,P,199406,999912,0,기타,120.0
11869,5911,R,200305,201409,0,고졸,84.0
11870,10504,R,200603,200910,0,고졸,14.0
11871,26890,R,199709,200901,1,고졸,111.0
11872,11208,R,200608,200701,1,기타,114.0
11873,10250,R,200601,201409,0,기타,120.0
11874,11193,R,200608,200710,1,기타,114.0
11875,22572,R,199212,200805,0,고졸,146.0
11876,3698,P,200104,999912,1,기타,17.0
11877,10466,R,200602,200612,1,전문대졸,101.0
11878,2701,R,200104,200707,0,고졸,59.0
11879,11277,R,200608,201005,0,기타,84.0
11880,30705,P,199912,999912,0,기타,118.0
11881,11492,R,200610,200705,0,고졸,21.0
11882,10746,R,200604,200612,0,고졸,97.0
11883,7371,P,200402,999912,0,고졸,50.0
11884,11495,R,200610,200712,0,고졸,141.0
11885,11584,R,200611,201001,1,고졸,285.0
11886,11303,R,200608,200802,0,기타,11.0
11887,11674,R,200612,200903,0,전문대졸,125.0
11888,22209,P,199103,999912,0,고졸,154.0
11889,9510,R,200506,201007,1,고졸,288.0
11890,10699,R,200604,201405,0,대학졸,23.0
11891,11408,R,200609,200710,0,전문대졸,112.0
11892,7458,R,200403,200805,0,고졸,38.0
11893,11801,R,200701,200711,0,고졸,121.0
11894,10190,P,200512,999912,0,기타,29.0
11895,10354,R,200601,200904,0,고졸,156.0
11896,876,R,200012,201001,0,기타,259.0
11897,25892,P,199612,999912,0,고졸,259.0
11898,11064,R,200606,201001,1,고졸,294.0
11899,11163,R,200608,200709,1,고졸,114.0
11900,22971,R,199302,201109,0,고졸,82.0
11901,12264,R,200705,201003,0,고졸,270.0
11902,12696,R,200709,201009,0,기타,103.0
11903,7531,R,200403,200802,0,고졸,23.0
11904,12694,R,200709,200809,0,고졸,49.0
11905,5401,R,200206,201001,1,고졸,261.0
11906,31431,R,199912,201203,0,고졸,16.0
11907,10677,R,200604,201401,0,기타,167.0
11908,13336,R,200803,201201,0,고졸,121.0
11909,11047,P,200606,999912,0,기타,106.0
11910,10612,R,200603,201602,0,기타,59.0
11911,13326,R,200803,201004,0,고졸,163.0
11912,12195,P,200705,999912,0,대학졸,58.0
11913,12387,R,200706,201004,0,대학졸,82.0
11914,13660,R,200806,201006,0,기타,78.0
11915,12403,P,200707,999912,0,고졸,50.0
11916,13218,R,200802,200906,0,고졸,103.0
11917,14131,R,200809,201101,0,기타,42.0
11918,14156,R,200809,201212,1,기타,316.0
11919,14328,R,200811,200912,0,고졸,154.0
11920,13965,R,200808,201004,0,고졸,13.0
11921,14124,R,200809,201109,0,고졸,143.0
11922,14503,R,200812,201004,1,전문대졸,112.0
11923,14605,R,200901,200907,0,대학졸,112.0
11924,13504,P,200804,999912,1,고졸,273.0
11925,22909,P,199307,999912,0,고졸,42.0
11926,14668,R,200902,201001,1,기타,278.0
11927,13871,R,200807,200908,1,기타,270.0
11928,14751,R,200903,201208,1,기타,171.0
11929,12302,P,200706,999912,0,고졸,158.0
11930,4371,R,200207,201508,0,기타,59.0
11931,15199,P,200907,999912,1,기타,310.0
11932,2799,P,200104,999912,1,중졸,45.0
11933,22392,P,199208,999912,0,고졸,29.0
11934,13813,R,200807,201104,0,대학졸,143.0
11935,13075,P,200801,999912,0,고졸,84.0
11936,14606,R,200901,201101,0,대학원졸,253.0
11937,15052,R,200905,201304,0,고졸,146.0
11938,15297,P,200908,999912,0,고졸,55.0
11939,1018,P,200010,999912,0,고졸,32.0
11940,15359,R,200908,201007,1,고졸,186.0
11941,13739,R,200806,201001,0,고졸,19.0
11942,13238,R,200802,201002,1,고졸,217.0
11943,6622,P,200309,999912,0,대학졸,106.0
11944,7175,P,200401,999912,0,대학졸,118.0
11945,15521,R,200910,201501,0,전문대졸,57.0
11946,23112,P,199302,999912,0,기타,116.0
11947,12590,R,200708,201501,1,중졸,172.0
11948,15514,R,200910,201108,0,대학졸,150.0
11949,14406,R,200812,201504,0,대학졸,111.0
11950,15578,R,200910,201107,0,고졸,259.0
11951,14779,R,200903,201009,0,고졸,121.0
11952,15574,R,200910,201012,0,고졸,124.0
11953,13862,P,200807,999912,0,고졸,25.0
11954,15599,R,200910,201102,0,대학졸,259.0
11955,15926,R,201001,201011,0,전문대졸,156.0
11956,31273,R,199907,200303,0,고졸,167.0
11957,4542,R,200204,200211,0,고졸,82.0
11958,4445,R,200204,200309,0,기타,74.0
