,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
8865,12297,2,,2,4,25694,20.0,N,1,3,Y,13,0.0,0.0,4,2003,6,2003,5
8866,12298,1,N,2,4,9861,20.0,Y,3,3,Y,1,2.0,14.0,0,2003,6,2003,5
8869,12301,1,N,2,4,1315,11.0,N,3,1,Y,2,1.0,11.0,2,2003,6,2009,5
8873,12305,1,N,2,4,52222,20.0,N,2,5,Y,2,3.0,11.0,6,2003,6,2013,12
8874,12307,1,N,1,4,15000,20.0,N,20,1,Y,19,0.0,0.0,6,2003,6,2006,6
8876,12309,1,Y,2,3,8340,12.0,N,3,0,Y,7,2.0,18.0,4,2003,6,2009,3
8878,12311,1,N,2,3,22638,20.0,N,3,1,Y,1,1.0,12.0,1,2003,6,2005,11
8879,12312,1,N,2,3,50555,20.0,N,24,2,Y,2,2.0,9.0,7,2003,6,2001,3
8881,12314,1,N,1,3,20555,20.0,N,1,4,Y,3,1.0,10.0,9,2003,6,2009,1
8882,12316,1,N,2,3,4358,12.0,Y,1,13,Y,6,3.0,8.0,9,2003,6,2012,8
8889,12324,2,,1,3,18055,20.0,N,1,2,Y,8,1.0,8.0,2,2003,6,2004,6
8892,12327,1,Y,2,3,2336,13.0,N,3,2,Y,2,2.0,11.0,5,2003,6,2012,10
8895,12330,1,N,1,3,8909,12.0,N,8,0,Y,1,1.0,13.0,2,2003,6,2014,7
8896,12331,1,Y,1,3,55833,20.0,N,2,13,Y,3,2.0,7.0,12,2003,6,2016,6
8898,12334,1,N,2,3,30000,20.0,N,3,0,Y,2,1.0,10.0,0,2003,6,2003,5
8901,12337,1,N,2,3,35277,20.0,N,4,12,Y,10,0.0,0.0,32,2003,6,2005,1
8902,12338,1,Y,1,3,6976,11.0,N,8,0,Y,3,2.0,13.0,3,2003,6,2007,10
8903,12339,1,N,2,3,15555,20.0,N,3,2,Y,8,2.0,9.0,2,2003,6,2016,3
8904,12340,1,N,2,3,45555,20.0,N,9,2,Y,2,0.0,0.0,3,2003,6,1999,1
8906,12342,1,N,2,3,10138,20.0,N,2,0,Y,2,0.0,0.0,2,2003,6,2013,2
8907,12343,1,N,2,3,9166,20.0,N,3,1,Y,1,0.0,0.0,3,2003,6,2016,4
8912,12350,2,,1,3,5833,20.0,N,8,0,Y,18,2.0,7.0,1,2003,6,2007,10
8918,12357,1,N,2,3,24444,20.0,Y,3,3,Y,9,0.0,0.0,8,2003,6,2013,12
8923,12362,1,N,2,3,73333,20.0,N,3,0,Y,1,0.0,0.0,0,2003,6,2003,5
8926,12365,1,N,2,3,7500,20.0,N,1,0,Y,15,1.0,19.0,0,2003,6,1998,12
8927,12366,1,N,2,3,25000,20.0,N,3,2,Y,1,1.0,8.0,2,2003,6,2014,3
8933,12375,1,N,1,3,36388,20.0,N,15,5,Y,1,0.0,0.0,4,2003,6,2014,2
8938,12380,1,N,2,3,3112,12.0,N,3,4,Y,6,1.0,6.0,5,2003,6,2011,4
8939,12381,1,N,1,3,7279,12.0,N,9,0,Y,9,0.0,0.0,1,2003,6,2002,4
8944,12387,1,N,1,3,23333,20.0,N,1,2,Y,24,0.0,0.0,1,2003,6,2003,5
8945,12388,1,N,1,3,49305,20.0,N,1,6,Y,18,2.0,1.0,13,2003,6,2011,10
8947,12390,1,Y,2,3,11910,40.0,N,9,1,Y,8,0.0,0.0,2,2003,6,2012,12
8949,12393,1,N,2,3,24835,11.0,Y,3,1,Y,8,1.0,2.0,3,2003,6,2013,4
8951,12395,1,N,2,3,35555,20.0,N,1,2,Y,9,0.0,0.0,2,2003,6,2003,6
8957,12408,1,N,2,3,14027,20.0,N,3,0,Y,1,1.0,8.0,4,2003,6,2012,4
8961,12414,1,N,2,3,7222,20.0,N,19,1,Y,8,0.0,0.0,3,2003,6,2012,3
8968,12425,1,N,1,3,12121,40.0,Y,15,10,Y,3,0.0,0.0,8,2003,6,2014,10
8975,12439,1,N,2,3,31402,13.0,N,9,1,Y,1,0.0,0.0,0,2003,6,2011,7
9025,12646,2,,1,6,2346,99.0,N,7,3,Y,7,0.0,0.0,2,2000,5,2005,3
9029,12650,2,,1,5,4047,11.0,N,6,0,Y,9,2.0,23.0,3,1,1,2006,10
9031,12654,1,N,1,5,16666,20.0,N,8,5,Y,8,2.0,25.0,6,1999,4,2006,6
9033,12658,1,N,2,5,9246,40.0,N,3,4,Y,13,1.0,25.0,6,2000,5,2016,6
9036,12661,1,N,2,5,7777,20.0,N,18,0,Y,8,2.0,20.0,8,1999,4,2007,4
9038,12663,1,N,1,5,13034,11.0,N,8,5,Y,3,1.0,30.0,8,2002,11,2013,1
9040,12665,1,N,2,5,23888,20.0,N,8,2,Y,1,1.0,29.0,14,1995,8,2012,9
9041,12667,1,N,2,4,4838,40.0,N,18,6,Y,8,3.0,23.0,9,2000,9,2015,8
9044,12670,1,N,2,4,5967,12.0,N,3,2,Y,6,2.0,23.0,3,2002,1,2005,1
9045,12671,1,N,2,4,9305,20.0,N,3,1,Y,1,0.0,0.0,1,1999,8,2014,11
9046,12672,1,N,2,4,19975,11.0,N,8,0,Y,8,2.0,21.0,1,1,1,2016,6
9050,12677,1,Y,2,4,16912,99.0,N,3,5,Y,15,1.0,17.0,8,1998,12,2015,11
9051,12679,2,,1,4,81250,20.0,N,15,3,Y,3,2.0,12.0,3,1,1,2011,11
9054,12684,1,N,2,4,31111,20.0,N,3,4,Y,8,2.0,7.0,5,1997,4,2016,2
9055,12685,1,N,2,4,13055,20.0,N,2,0,Y,2,2.0,16.0,0,2003,3,2016,6
9056,12686,1,N,2,4,12222,30.0,N,1,3,Y,8,1.0,12.0,8,2001,8,2008,11
9057,12687,1,N,2,4,26111,20.0,N,1,0,Y,2,2.0,20.0,3,2002,12,2008,10
9062,12692,1,N,2,4,19722,20.0,N,3,4,Y,1,1.0,14.0,6,2003,6,2009,1
9066,12696,1,N,2,4,17638,20.0,N,19,1,Y,8,0.0,0.0,1,2001,3,2007,2
9067,12697,1,N,2,4,3472,20.0,N,3,2,Y,10,2.0,10.0,4,2003,5,2016,6
9069,12699,1,N,2,4,32361,20.0,N,3,1,Y,6,0.0,0.0,1,2000,7,2006,10
9070,12700,1,N,2,4,21666,20.0,N,3,0,Y,1,2.0,19.0,4,2001,3,2012,8
9071,12701,1,N,2,4,23333,20.0,N,3,4,Y,1,3.0,5.0,7,1,1,2013,6
9072,12702,1,N,2,4,15005,12.0,N,3,0,Y,2,2.0,8.0,4,2000,9,2012,6
9074,12705,1,N,2,4,19166,20.0,N,9,0,Y,1,2.0,8.0,1,2001,8,2016,6
9075,12706,1,N,1,4,12361,20.0,N,8,16,Y,2,2.0,12.0,16,2003,2,2015,2
9076,12707,1,N,2,4,14027,20.0,N,24,0,Y,8,0.0,0.0,1,2000,11,2012,2
9077,12709,1,N,1,4,3333,20.0,N,8,1,Y,3,2.0,9.0,4,2001,7,2008,7
9079,12712,1,N,1,4,17777,20.0,N,6,1,Y,3,3.0,5.0,2,2000,12,2016,3
9082,12716,2,,2,3,6666,20.0,N,3,0,Y,6,0.0,0.0,2,2000,5,2012,8
9084,12718,1,N,1,3,11778,99.0,N,2,0,Y,3,2.0,10.0,1,2003,4,2015,12
9085,12719,1,N,1,3,7916,20.0,N,10,0,Y,10,0.0,0.0,1,2000,5,2012,9
9087,12721,1,N,2,3,9605,50.0,N,15,0,Y,1,0.0,0.0,0,1999,11,2007,9
9089,12723,1,N,2,3,20555,20.0,N,18,4,Y,20,0.0,0.0,6,2002,11,2008,9
9095,12730,1,N,2,3,25277,20.0,N,1,0,Y,8,0.0,0.0,1,1996,2,2015,9
9102,12739,1,N,2,3,12777,20.0,N,3,1,Y,2,2.0,7.0,1,2002,10,2008,7
9120,12781,1,N,2,5,7222,20.0,N,9,5,Y,10,2.0,26.0,15,2003,6,2006,7
9121,12782,1,N,2,6,12301,11.0,N,3,2,Y,7,1.0,33.0,2,2003,7,2013,6
9122,12783,1,N,1,4,0,12.0,N,7,2,Y,3,2.0,19.0,1,2003,7,2012,3
9125,12786,1,N,2,4,13055,20.0,N,24,2,Y,10,0.0,0.0,4,2003,7,2006,3
9127,12788,1,N,2,6,17777,30.0,N,25,1,Y,1,1.0,34.0,1,2003,8,2006,11
9130,12792,1,N,2,3,13333,30.0,N,3,2,Y,10,0.0,0.0,0,2003,8,2005,7
9133,12796,1,N,2,5,32222,20.0,N,19,6,Y,6,2.0,25.0,11,2003,9,2013,11
9135,12800,1,N,2,5,25138,20.0,N,9,3,Y,2,0.0,0.0,4,2003,10,2010,9
9137,12802,1,N,2,3,4126,40.0,N,2,12,Y,2,1.0,8.0,106,2003,10,2013,1
9139,12804,1,N,2,5,19166,20.0,N,8,1,Y,15,1.0,33.0,1,2003,10,2007,2
9141,12808,1,N,1,4,39444,20.0,N,10,3,Y,4,0.0,0.0,2,2003,11,2003,11
9144,12815,1,N,2,5,39166,20.0,N,3,0,Y,1,2.0,22.0,1,2003,12,2004,1
9147,12823,2,,2,5,15555,20.0,N,10,1,Y,6,0.0,0.0,1,2004,1,2004,2
9148,12824,1,N,2,4,26805,20.0,N,3,1,Y,1,2.0,11.0,1,2004,1,2006,10
9150,12829,1,N,2,5,28194,20.0,N,3,2,Y,11,1.0,28.0,4,2004,1,2009,10
9152,12831,1,N,2,3,9722,20.0,N,24,2,Y,10,1.0,12.0,4,2004,2,2015,10
9155,12836,1,N,2,4,26666,20.0,N,3,1,Y,1,0.0,0.0,0,2004,2,2004,3
9156,12837,1,N,2,4,3249,99.0,N,1,4,Y,10,1.0,13.0,2,2004,2,2013,3
9158,12840,1,N,2,5,25138,20.0,N,3,6,Y,8,2.0,19.0,4,2004,3,2016,6
9163,12845,1,N,2,4,10694,30.0,N,3,2,Y,6,2.0,20.0,2,2004,3,2006,1
9164,12847,1,N,2,5,7500,20.0,N,2,1,Y,8,2.0,24.0,2,2004,3,2016,5
9169,12854,1,N,1,4,10762,99.0,N,10,0,Y,9,1.0,11.0,1,2004,4,2004,12
9172,12865,2,,2,4,28888,20.0,N,9,3,Y,9,3.0,11.0,4,2004,6,2006,5
9181,12882,1,N,2,4,29583,20.0,N,9,1,Y,2,1.0,16.0,3,2004,7,2011,4
9182,12884,1,N,2,5,30000,20.0,N,3,4,Y,2,2.0,22.0,6,2004,8,2014,7
9185,12890,1,N,1,4,35694,20.0,N,9,2,Y,3,2.0,16.0,3,2004,8,2011,12
9187,12892,1,N,2,3,16805,20.0,N,19,0,Y,5,0.0,0.0,2,2004,9,2014,10
9190,12896,1,N,1,3,35555,20.0,N,6,3,Y,18,1.0,7.0,4,2004,9,2011,1
9194,12900,1,N,1,5,18611,20.0,N,2,1,Y,2,2.0,28.0,1,2004,10,2016,6
9195,12903,1,Y,2,4,13493,20.0,N,3,1,Y,25,1.0,12.0,1,2004,10,2015,3
9196,12904,1,N,2,3,11402,30.0,N,3,1,Y,1,0.0,0.0,0,2004,10,2005,2
9204,12915,1,N,1,3,21944,20.0,N,8,1,Y,3,1.0,8.0,1,2004,12,2005,1
9207,12918,1,N,1,4,12980,11.0,N,6,1,Y,9,1.0,9.0,1,2005,1,2010,6
9209,12923,1,N,2,3,15792,20.0,N,3,1,Y,11,1.0,2.0,2,2005,1,2016,6
9211,12927,1,N,2,5,20277,20.0,N,3,1,Y,6,2.0,32.0,4,2005,1,2016,1
9212,12930,1,N,2,6,11666,20.0,N,25,1,Y,1,0.0,0.0,0,2005,2,2005,3
9222,12940,1,N,1,4,9938,12.0,N,9,1,Y,3,2.0,18.0,1,2005,3,2005,11
9223,12941,2,,2,3,35000,20.0,N,3,5,Y,15,1.0,6.0,9,2005,3,2005,3
9224,12943,1,N,2,3,14444,30.0,N,9,8,Y,9,0.0,0.0,11,2005,4,2015,2
9228,12955,1,N,1,4,11944,30.0,N,9,2,Y,3,2.0,9.0,2,2005,6,2007,11
9235,12967,1,Y,2,4,27222,20.0,N,9,0,Y,8,0.0,0.0,1,2005,7,2005,7
9238,12973,1,N,2,4,16527,30.0,N,9,0,Y,1,2.0,19.0,3,2005,9,2012,4
9240,12977,1,N,1,5,24722,20.0,N,2,1,Y,9,1.0,13.0,13,2005,9,2011,12
9241,12978,1,N,2,5,57916,20.0,N,1,5,Y,8,0.0,0.0,4,2005,9,2005,9
9242,12979,1,N,2,3,11944,20.0,N,3,1,Y,9,1.0,5.0,2,2005,9,2012,8
9244,12981,2,,2,4,33888,20.0,N,19,1,Y,1,1.0,9.0,5,2005,9,2011,10
9245,12982,1,N,2,6,6735,12.0,N,3,1,Y,12,0.0,0.0,0,2005,9,2016,6
9246,12983,1,N,2,4,27361,20.0,N,3,4,Y,10,2.0,13.0,5,2005,9,2005,11
9248,12989,1,N,1,4,26666,20.0,N,1,1,Y,3,2.0,6.0,1,2005,10,2015,11
9251,12992,1,N,2,3,27222,20.0,N,9,14,Y,1,0.0,0.0,71,2005,10,2012,8
9252,12996,2,,1,3,12222,20.0,N,9,2,Y,7,1.0,5.0,2,2005,11,2016,6
9253,12997,2,,2,6,18055,20.0,N,3,0,Y,1,1.0,34.0,0,2005,11,2006,1
9256,13005,1,N,2,4,9166,20.0,N,1,0,Y,8,2.0,23.0,4,2005,12,2015,4
9259,13011,1,N,2,6,13663,99.0,N,9,0,Y,6,0.0,0.0,0,2006,1,2015,12
9262,13020,1,N,2,5,30555,20.0,N,9,2,Y,2,2.0,26.0,2,2006,3,2006,12
9264,13022,1,N,2,6,2907,11.0,N,7,3,Y,7,1.0,35.0,3,2006,3,2006,3
9267,13025,1,N,2,6,39583,20.0,N,3,0,Y,17,0.0,0.0,0,2006,3,2016,6
9268,13027,1,Y,2,5,9429,12.0,N,2,7,Y,8,1.0,29.0,55,2006,3,2011,11
9273,13034,1,N,2,4,10318,12.0,N,3,3,Y,8,1.0,14.0,5,2006,5,2012,9
9274,13035,1,N,2,5,5244,40.0,N,9,1,Y,8,0.0,0.0,1,2006,5,2006,6
9279,13041,1,N,2,5,2638,30.0,N,12,1,Y,12,0.0,0.0,1,2006,6,2016,3
9283,13047,1,N,2,4,14305,20.0,N,2,1,Y,2,0.0,0.0,2,2006,7,2006,10
9284,13048,1,N,2,6,5612,12.0,N,3,4,Y,12,2.0,34.0,3,2006,7,2006,8
9286,13056,1,N,2,3,7810,12.0,N,9,0,Y,9,0.0,0.0,1,2006,9,2009,12
9287,13058,1,N,2,4,28333,20.0,N,1,1,Y,1,2.0,12.0,1,2006,9,2016,6
9292,13066,1,N,2,3,16666,20.0,N,3,1,Y,10,1.0,7.0,2,2006,10,2011,4
9294,13068,1,N,2,3,22222,20.0,N,1,1,Y,15,0.0,0.0,2,2006,10,2006,10
9295,13069,2,,2,4,5277,30.0,N,3,1,Y,6,0.0,0.0,3,2006,10,2006,12
9296,13070,1,Y,2,5,1880,12.0,N,3,1,Y,2,0.0,0.0,1,2006,10,2016,4
9298,13072,1,N,2,4,45460,20.0,N,3,7,Y,2,2.0,20.0,7,2006,10,2012,3
9302,13078,1,N,1,5,12192,20.0,N,1,2,Y,3,0.0,0.0,2,2006,11,2007,2
9305,13081,1,N,1,4,18472,20.0,N,15,0,Y,3,0.0,0.0,0,2006,11,2016,6
9306,13082,1,N,1,4,13151,20.0,N,1,1,Y,18,0.0,0.0,1,2006,11,2009,1
9310,13088,1,N,1,3,67777,20.0,N,1,0,Y,3,1.0,4.0,1,2006,12,2016,6
9312,13091,1,Y,2,4,24583,20.0,Y,2,0,Y,1,0.0,0.0,1,2007,1,2012,7
9314,13095,1,N,2,6,4346,12.0,N,7,1,Y,7,0.0,0.0,1,2007,1,2009,6
9316,13099,1,N,2,3,6801,12.0,N,15,0,Y,10,1.0,5.0,0,2007,2,2011,12
9317,13102,1,N,1,5,89166,20.0,N,2,0,Y,2,2.0,26.0,2,2007,2,2007,2
9319,13105,1,N,2,4,8888,30.0,N,3,1,Y,8,0.0,0.0,3,2007,3,2012,6
9323,13112,2,,1,3,8870,99.0,N,18,0,Y,3,1.0,5.0,1,2007,4,2007,4
9324,13114,1,N,2,4,22361,20.0,N,3,13,Y,2,1.0,8.0,21,2007,5,2012,5
9325,13116,1,N,2,4,19444,20.0,N,2,3,Y,9,2.0,21.0,6,2007,5,2012,11
9326,13119,1,Y,2,5,23164,20.0,N,1,18,Y,1,2.0,29.0,25,2007,6,2011,2
9327,13121,1,N,2,4,18194,20.0,N,3,2,Y,8,2.0,19.0,2,2007,7,2011,2
9332,13130,1,N,2,3,6855,99.0,N,3,2,Y,8,3.0,7.0,3,2007,9,2010,11
9334,13134,1,Y,1,5,11666,20.0,N,9,3,Y,9,0.0,0.0,10,2007,10,2009,11
9338,13143,1,Y,2,4,37973,13.0,N,3,0,Y,6,0.0,0.0,1,2007,12,2010,12
9339,13144,1,N,2,3,31944,20.0,N,1,0,Y,1,0.0,0.0,1,2008,1,2012,9
9344,13153,1,N,1,4,11388,30.0,N,1,0,Y,3,0.0,0.0,1,2008,2,2013,2
9347,13158,1,N,2,5,16409,11.0,N,3,1,Y,6,1.0,32.0,3,2008,4,2016,5
9349,13160,1,N,2,4,15692,11.0,N,2,1,Y,2,2.0,18.0,7,2008,5,2011,7
9350,13161,1,N,1,4,62777,20.0,N,2,0,Y,4,1.0,10.0,1,2008,5,2008,5
9358,13181,1,N,2,3,19444,20.0,N,3,19,Y,1,1.0,5.0,87,2008,10,2013,6
9359,13184,1,N,2,2,13333,20.0,N,24,0,Y,8,1.0,8.0,1,2008,10,2009,11
9363,13189,1,N,2,5,29861,20.0,N,3,3,Y,1,1.0,22.0,6,2008,11,2016,1
9372,13203,1,N,2,5,10416,30.0,N,3,0,Y,1,0.0,0.0,1,2009,2,2016,6
9373,13205,1,Y,1,3,25277,20.0,N,1,2,Y,2,0.0,0.0,3,2009,2,2016,6
9377,13214,1,N,2,6,3051,11.0,N,3,5,Y,2,0.0,0.0,6,2009,4,2014,8
9380,13218,1,N,2,5,17313,12.0,N,3,1,Y,6,2.0,25.0,2,2009,5,2013,8
9381,13219,1,N,2,3,13888,20.0,N,18,1,Y,1,1.0,5.0,3,2009,5,2013,3
9383,13222,1,N,2,3,10282,99.0,N,3,0,Y,10,2.0,7.0,0,2009,6,2016,6
9388,13228,1,N,2,3,10416,30.0,N,3,3,Y,15,2.0,5.0,5,2009,8,2016,3
9391,13232,1,N,2,3,10555,30.0,Y,9,14,Y,1,2.0,10.0,16,2009,8,2014,11
9395,13238,1,N,1,3,19444,20.0,N,15,1,Y,1,0.0,0.0,1,2009,9,2015,6
9397,13240,1,N,2,6,12633,11.0,N,3,1,Y,12,0.0,0.0,1,2009,9,2015,8
9401,13246,1,N,2,3,18888,20.0,N,9,1,Y,15,1.0,7.0,3,2009,11,2015,10
9405,13258,1,N,2,4,5031,30.0,N,3,0,Y,7,0.0,0.0,2,2010,3,2015,9
9406,13259,1,N,2,5,69027,20.0,N,3,2,Y,1,2.0,24.0,3,2010,3,2012,1
9412,13271,1,N,1,3,15454,20.0,N,8,0,Y,3,0.0,0.0,1,2010,9,2010,9
9413,13272,1,Y,2,4,16111,20.0,N,19,0,Y,15,0.0,0.0,2,2010,10,2013,9
9419,13280,1,N,2,5,15561,11.0,N,3,5,Y,8,1.0,29.0,12,2011,2,2016,5
9422,13286,1,N,1,3,26944,20.0,N,8,0,Y,3,0.0,0.0,0,2011,4,2016,6
9424,13289,1,N,2,5,14101,40.0,N,1,2,Y,12,1.0,30.0,6,2011,5,2014,1
9425,13293,1,N,1,3,12083,30.0,N,8,0,Y,24,1.0,6.0,1,2011,6,2011,7
9429,13301,1,N,2,3,23333,20.0,N,1,0,Y,1,0.0,0.0,2,2011,12,2015,1
9432,13306,1,N,2,4,12295,99.0,N,9,1,Y,9,0.0,0.0,3,2012,1,2016,6
9434,13313,1,N,2,5,34444,20.0,N,3,0,Y,8,0.0,0.0,1,2012,3,2012,3
9435,13314,1,N,2,3,23333,20.0,N,19,0,Y,1,1.0,5.0,0,2012,3,2012,5
9436,13322,1,N,2,4,18611,20.0,N,3,2,Y,1,2.0,21.0,6,2012,8,2015,11
9439,13326,1,N,2,6,14444,20.0,N,25,2,Y,8,0.0,0.0,38,2012,9,2014,11
9465,13376,1,N,2,5,9861,20.0,Y,9,1,Y,1,0.0,0.0,0,1999,10,2003,5
9466,13377,2,,1,5,21527,20.0,N,1,9,Y,3,2.0,23.0,3,1999,10,2002,11
9468,13380,1,N,2,6,2221,11.0,Y,3,3,Y,7,0.0,0.0,2,1999,10,2008,2
9469,13381,1,N,2,6,12288,12.0,Y,9,23,Y,6,1.0,34.0,12,1999,10,2003,4
9470,13382,1,N,1,6,22638,20.0,N,2,2,Y,3,2.0,33.0,1,1999,10,2004,12
9471,13383,1,N,1,5,10277,20.0,N,6,1,Y,2,2.0,27.0,3,1999,10,2008,1
9472,13384,1,N,2,4,31944,20.0,N,14,18,Y,17,4.0,15.0,14,1999,10,2006,12
9473,13386,1,N,1,7,18055,20.0,N,1,8,Y,25,0.0,0.0,3,1999,10,2001,4
9474,13387,1,N,2,6,31666,20.0,N,13,15,Y,25,0.0,0.0,5,1999,10,2013,4
9475,13388,1,N,2,5,7222,30.0,Y,9,7,Y,25,2.0,27.0,5,1999,10,2005,9
9477,13390,1,N,1,5,10503,11.0,N,7,5,Y,3,2.0,15.0,9,1999,10,2013,4
9478,13391,1,N,1,4,11111,20.0,N,9,0,Y,3,2.0,19.0,1,2000,5,2003,5
9479,13392,1,Y,1,5,15555,30.0,N,1,1,Y,3,0.0,0.0,0,2000,6,2005,5
9480,13393,1,N,1,5,27777,20.0,N,9,5,Y,9,2.0,23.0,5,2000,9,2000,12
9482,13395,2,,2,7,7341,11.0,Y,25,9,Y,25,0.0,0.0,13,2000,10,2000,3
9483,13396,1,Y,2,5,4837,11.0,N,3,0,Y,8,2.0,32.0,1,2000,10,2004,2
9484,13397,2,,2,5,5786,12.0,N,8,10,Y,8,1.0,20.0,5,2000,11,2003,5
9486,13399,1,N,2,4,17777,30.0,N,24,2,Y,1,2.0,19.0,2,2000,12,2004,8
9487,13400,2,,2,4,14305,20.0,N,3,2,Y,8,2.0,14.0,4,2000,12,2000,2
9488,13401,1,N,2,5,18175,40.0,N,8,9,Y,7,2.0,20.0,8,2000,12,1999,5
9489,13402,2,,2,6,21493,12.0,N,3,0,Y,15,0.0,0.0,3,2000,12,2008,5
9490,13403,1,N,1,4,43750,20.0,N,1,8,Y,1,2.0,8.0,20,2001,1,2016,2
9491,13404,1,N,1,5,5489,13.0,N,8,7,Y,9,1.0,23.0,5,2001,1,2003,12
9492,13405,2,,1,5,19305,30.0,N,4,4,Y,1,0.0,0.0,5,2001,2,2012,10
9493,13408,1,Y,2,5,7361,30.0,N,2,5,Y,2,2.0,29.0,26,2001,3,2002,3
9494,13409,1,N,2,5,10000,20.0,N,9,3,Y,10,3.0,29.0,12,2001,3,2002,2
9495,13410,1,N,2,5,26388,20.0,N,3,2,Y,1,2.0,16.0,3,2001,4,2004,5
9498,13413,1,Y,2,6,8429,20.0,N,8,2,Y,8,0.0,0.0,3,2001,5,2001,2
9500,13415,2,,2,6,20000,20.0,Y,1,22,Y,6,1.0,27.0,24,2001,6,2001,7
9501,13416,1,N,2,5,5138,20.0,N,3,2,Y,8,4.0,23.0,4,2001,6,2015,7
9502,13417,1,N,2,6,13747,20.0,Y,1,1,Y,4,0.0,0.0,2,2001,6,2007,4
9503,13418,1,N,2,4,16111,20.0,N,1,4,Y,6,2.0,22.0,3,2001,7,2012,7
9504,13419,1,N,2,6,17960,70.0,N,25,1,Y,8,0.0,0.0,1,2001,7,2001,3
9509,13424,1,N,1,4,4863,12.0,N,8,0,Y,3,0.0,0.0,2,2001,9,2003,1
9513,13428,1,Y,2,6,21722,20.0,Y,3,3,Y,1,0.0,0.0,13,2001,10,2002,9
9514,13430,1,N,2,5,12696,12.0,Y,24,10,Y,8,4.0,18.0,12,2001,10,2003,11
9517,13433,1,N,2,6,7558,99.0,N,3,1,Y,25,0.0,0.0,1,2001,12,2008,8
9520,13436,1,Y,2,5,16666,20.0,Y,3,5,Y,10,2.0,15.0,6,2002,1,2002,10
9522,13438,1,N,2,6,7030,40.0,N,19,2,Y,19,1.0,27.0,1,2002,1,2000,7
9523,13439,1,N,2,6,7864,70.0,N,3,3,Y,8,1.0,29.0,1,2002,1,2005,10
9524,13440,1,N,2,4,24166,20.0,Y,3,3,Y,8,2.0,16.0,4,2002,1,2008,2
9525,13441,1,Y,2,4,18472,20.0,N,3,5,Y,9,3.0,24.0,6,2002,2,2000,12
9526,13442,1,N,1,5,1805,20.0,N,12,0,Y,3,0.0,0.0,4,2002,2,2002,9
9527,13443,1,N,2,4,11527,30.0,N,3,1,Y,8,1.0,26.0,1,2002,2,2003,5
9530,13446,1,Y,2,5,13888,20.0,Y,3,4,Y,2,2.0,25.0,10,2002,3,2004,11
9531,13447,1,N,2,6,2186,13.0,N,3,1,Y,1,2.0,25.0,1,2002,3,2005,9
9532,13448,1,N,1,4,17916,20.0,N,8,6,Y,3,2.0,14.0,5,2002,5,2004,12
9534,13450,1,N,1,5,17222,20.0,N,2,3,Y,3,2.0,26.0,3,2002,6,2008,10
9535,13451,1,N,2,5,5138,20.0,N,3,2,Y,1,2.0,23.0,3,2002,7,2002,4
9536,13452,1,N,2,4,4539,13.0,N,3,0,Y,9,0.0,0.0,0,2002,8,2012,1
9537,13453,1,N,2,4,13888,20.0,N,19,2,Y,8,1.0,14.0,2,2002,9,2004,8
9538,13454,1,Y,2,3,5833,20.0,N,3,0,Y,2,3.0,9.0,4,2002,9,2001,9
9540,13456,1,N,2,4,11666,30.0,N,8,4,Y,8,2.0,24.0,13,2002,10,2002,6
9541,13457,1,N,1,4,18888,20.0,N,8,6,Y,9,4.0,18.0,6,2002,10,2014,4
9543,13459,1,N,1,5,8194,20.0,N,8,3,Y,3,2.0,19.0,4,2002,10,2001,7
9544,13460,1,N,2,4,18888,20.0,N,3,7,Y,1,1.0,14.0,4,2002,11,2003,5
9545,13461,1,N,2,6,9185,12.0,N,9,1,Y,6,1.0,35.0,0,2002,11,2003,5
9546,13462,1,N,2,4,14444,20.0,N,3,5,Y,8,2.0,17.0,3,2002,11,2003,6
9547,13463,1,Y,2,5,21158,30.0,Y,9,18,Y,2,2.0,25.0,20,2002,11,2003,12
9548,13464,1,N,2,7,29583,20.0,Y,25,2,Y,25,1.0,25.0,0,2002,10,2007,3
9549,13465,1,N,2,6,5694,20.0,Y,25,4,Y,25,0.0,0.0,2,1993,2,2007,5
9550,13466,1,Y,2,6,40737,20.0,Y,12,2,Y,8,0.0,0.0,2,1982,4,2009,3
9551,13467,1,N,2,6,21111,20.0,Y,2,1,Y,2,1.0,28.0,1,1986,11,2006,8
9552,13468,1,N,2,6,5833,20.0,Y,3,2,Y,25,0.0,0.0,1,1987,11,2004,3
9553,13469,1,N,2,6,18970,40.0,Y,2,2,Y,15,1.0,35.0,13,1998,8,2003,1
9554,13471,1,N,2,6,6598,11.0,Y,3,18,Y,7,3.0,29.0,12,1993,8,2003,10
9556,13473,1,N,2,6,16805,20.0,Y,3,2,Y,4,1.0,34.0,2,1986,6,2016,6
9557,13474,2,,2,6,55049,20.0,Y,2,2,Y,8,1.0,34.0,3,1998,2,1998,5
9559,13476,1,N,2,6,18888,20.0,Y,3,13,Y,8,2.0,32.0,6,1998,11,2015,5
9564,13481,1,N,2,5,17222,20.0,Y,9,1,Y,13,1.0,29.0,2,1990,6,2012,3
9566,13483,1,N,2,5,9722,20.0,Y,9,12,Y,8,2.0,21.0,10,1996,9,2001,9
